"SMILES","EXTERNALID","N","NAME","NAME","INTRODUCER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","Ionizable centre (smiles)","IC group given","Temperature","UNIT {Temperature}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","pKa predicted value","UNIT {pKa predicted value}","IC smiles given","COMMENTS","CASRN"
"[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O","-","666","Codeine","-","Koerner","A4065","19961204","4","6","8.22","Log unit","N1(C2C3C4(c5c(c(OC)ccc5C2)OC4C(O)C=C3)CC1)C","","","-","","9.1928","Log unit","","-","","-","-"
"[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H]","-","193","tyrosine","-","Koerner","A4065","19961204","-","-","9.145","Log unit","NC(Cc1ccc(cc1)O)C(=O)O","","","-","","9.1853","Log unit","","-","","-","-"
"OC(=O)C1=CC=CN=C1","-","148","nicotinic acid","-","Koerner","A4065","19961204","-","-","2.05","Log unit","OC(=O)c1cnccc1","","","-","","2.7856","Log unit","","-","","-","-"
"N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O","-","192","Tryptophan","-","Koerner","A4065","19961204","-","-","9.42","Log unit","NC(Cc1c2ccccc2[nH]c1)C(=O)O","","","-","","9.3961","Log unit","","-","","-","-"
"CN(C)CCN1C2=CC=CC=C2N(C)C2=CC=CC=C2C1=O","-","93","Dibenzepine","-","Koerner","A4065","19961204","-","","3.451","Log unit","N1(C)c2ccccc2C(=O)N(CCN(C)C)c2ccccc21","","","-","","8.226","Log unit","","-","","dubious pka assignment
chemaxon: -5.90
sparc: -4.52
old smiles: N(CCn1c(=O)c2c(n(c3c1cccc3)C)cccc2)(C)C","-"
"[H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])[C@]([H])(O[H])C([H])([H])[C@]4([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H]","-","666","chenodeoxycholic acid","-","Koerner","A4065","19961204","4","6","5.03","Log unit","OC(=O)CCC(C1C2(C(C3C(C4(C(CC(CC4)O)CC3O)C)CC2)CC1)C)C","","","-","","4.5959","Log unit","","-","","-","-"
"C[C@H](CCC1=CC=CC=C1)NC[C@@H](O)C1=CC(C(N)=O)=C(O)C=C1","-","129","Labetalol","-","Koerner","A4065","19961204","-","-","7.41","Log unit","Oc1ccc(cc1C(=O)N)C(CNC(CCc1ccccc1)C)O","","","-","","8.0496","Log unit","","-","","-","-"
"OC(=O)C1=CC=CC=N1","-","162","Picolinic Acid","-","Koerner","A4065","19961204","-","-","0.99","Log unit","OC(=O)c1ncccc1","","","-","","0.9919","Log unit","","-","","-","-"
"CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1","-","185","Sulfacetamide","-","Koerner","A4065","19961204","-","-","5.26","Log unit","N(S(=O)(=O)c1ccc(cc1)N)C(=O)C","","","-","","4.3","Log unit","","-","","-","-"
"OC(=O)C1=C(C=CC=C1)C(O)=O","-","160","phthalic acid","-","Koerner","A4065","19961204","-","-","2.95","Log unit","OC(=O)c1c(cccc1)C(=O)O","","","-","","2.9412","Log unit","","-","","-","-"
"CC(C)NC[C@@H](O)C1=CC=C(NS(C)(=O)=O)C=C1","-","182","Sotalol","-","Koerner","A4065","19961204","-","","9.72","Log unit","N(S(=O)(=O)C)c1ccc(C(O)CNC(C)C)cc1","","","-","","9.4282","Log unit","","-","","May be the two values have to be exchanged.
Smiles adapted to this. Old was
N(CC(c1ccc(cc1)NS(=O)(=O)C)O)C(C)C
","-"
"NS(=O)(=O)c1cc(C(O)=O)c(NCc2ccco2)cc1Cl","-","110","Furosemide","-","Koerner","A4065","19961204","-","-","3.65","Log unit","OC(=O)c1cc(S(=O)(=O)N)c(cc1NCc1occc1)Cl","","","-","","4.2515","Log unit","","-","","-","-"
"OC(=O)\C=C/C([O-])=O","-","128","maleic acid","-","Koerner","A4065","19961204","-","-","1.93","Log unit","OC(=O)C=CC(=O)O","","","-","","3.0457","Log unit","","-","","-","-"
"OCCN1CCN(CC\C=C2\C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1","-","85","Clopenthixol","-","Koerner","A4065","19961204","-","-","3.443","Log unit","N1(CCN(CCC=C2c3c(Sc4c2cc(cc4)Cl)cccc3)CC1)CCO","","","-","","2.9246","Log unit","","-","","-","-"
"CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(O)C=CC(Cl)=C1[C@@]3(C)O","-","74","chlortetracycline","-","Koerner","A4065","19961204","-","-","3.285","Log unit","OC1=C(C(=O)C2(C(=C3C(=O)c4c(C(C3CC2C1N(C)C)(O)C)c(ccc4O)Cl)O)O)C(=O)N","","","-","","3.0478","Log unit","","-","","-","-"
"COC1=CC(=CC(OC)=C1OC)C(=O)OCCCN(C)CCN(C)CCCOC(=O)C1=CC(OC)=C(OC)C(OC)=C1","-","116","Hexobendine","-","Koerner","A4065","19961204","-","-","4.52","Log unit","N(CCN(CCCOC(=O)c1cc(c(OC)c(c1)OC)OC)C)(C)CCCOC(=O)c1cc(c(c(c1)OC)OC)OC","","","-","","5.6681","Log unit","","-","","-","-"
"OC(=O)C1=CC=NC=C1","-","149","iso-Nicotinic acid","-","Koerner","A4065","19961204","-","-","1.77","Log unit","n1ccc(cc1)C(=O)O","","","-","","2.3464","Log unit","","-","","-","-"
"CC1=NC=C(CO)C(C=O)=C1O","-","174","PYRIDOXAL","-","Koerner","A4065","19961204","-","-","8.68","Log unit","Oc1c(c(cnc1C)CO)C=O","","","-","","7.9712","Log unit","","-","","-","-"
"CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1","-","66","CYCLIZINE","-","Koerner","A4065","19961204","-","-","2.16","Log unit","N1(CCN(C(c2ccccc2)c2ccccc2)CC1)C","","","-","","2.8054","Log unit","","-","","-","-"
"COC1=C2O[C@H]3[C@@H](O)C=C[C@H]4[C@H]5CC(C=C1)=C2[C@@]34CCN5","-","666","Norcodeine","-","Koerner","A4065","19961204","4","6","9.23","Log unit","N1C2C3C=CC(C4C3(c3c(c(ccc3C2)OC)O4)CC1)O","","","-","","10.0679","Log unit","","-","","-","-"
"COC1=CC2=C(C=CN=C2C=C1)[C@@H](O)[C@@H]1C[C@H]2CCN1C[C@@H]2C=C","-","178","Quinine","-","Koerner","A4065","19961204","-","-","8.56","Log unit","N12C(C(c3ccnc4c3cc(OC)cc4)O)CC(C(C1)C=C)CC2","","","-","","9.0455","Log unit","","-","","-","-"
"O[C@@H](CC(O)=O)C(O)=O","-","127","malic acid","-","Koerner","A4065","19961204","-","-","3.459","Log unit","OC(=O)C(CC(=O)O)O","","","-","","3.1984","Log unit","","-","","-","-"
"OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O","-","666","Gluconic acid","-","Koerner","A4065","19961204","4","6","3.62","Log unit","OC(=O)C(C(C(C(O)CO)O)O)O","","","-","","3.3882","Log unit","","-","","-","-"
"CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C","-","666","Deccyl carnitine","-","Koerner","A4065","19961204","4","6","3.6","Log unit","OC(=O)CC(OC(=O)C)C[N+](C)(C)C","","","-","","4.0894","Log unit","","-","","-","-"
"OC(O)=O","-","62","Carbonic acid","-","Koerner","A4065","19961204","-","-","6.352","Log unit","OC(=O)O","","","-","","6.0525","Log unit","","-","","-","-"
"O[C@H]([C@@H](O)C(O)=O)C(O)=O","-","187","tartaric acid","-","Koerner","A4065","19961204","-","-","4.366","Log unit","OC(=O)C(O)C(C(=O)O)O","","","-","","4.7929","Log unit","","-","","-","-"
"NS(=O)(=O)C1=C(Cl)C=CC(=C1)[C@@]1(O)NC(=O)C2=C1C=CC=C2","-","666","Chlorthalidone","-","Koerner","A4065","19961204","4","6","9.355","Log unit","NS(=O)(=O)c1cc(C2(NC(=O)c3c2cccc3)O)ccc1Cl","","","-","","9.2239","Log unit","","-","","-","-"
"CC(C)NC[C@@H](O)C1=CC(O)=C(O)C=C1","-","123","isoproterenol","-","Koerner","A4065","19961204","-","-","8.65","Log unit","N(CC(c1ccc(c(c1)O)O)O)C(C)C","","","-","","8.9603","Log unit","","-","","-","-"
"CC1(C)S[C@@H](N[C@H]1C(O)=O)[C@H](NC(=O)CC1=CC=CC=C1)C(O)=O","-","666","Benzylpenicilloic acid","-","Koerner","A4065","19961204","4","6","5.32","Log unit","N1C(SC(C1C(=O)O)(C)C)C(NC(=O)Cc1ccccc1)C(=O)O","","","-","","6.6377","Log unit","","-","","-","-"
"N[C@@H](CC1=CC=CC=C1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O","-","100","Phe-Phe","-","Koerner","A4065","19961204","-","-","3.2","Log unit","OC(=O)C(NC(=O)C(Cc1ccccc1)N)Cc1ccccc1","","","-","","3.7809","Log unit","","-","","-","-"
"N[C@@H](CC1=CC=CC=C1)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O","-","101","Phe-Phe-Phe","-","Koerner","A4065","19961204","-","-","3.37","Log unit","OC(=O)C(NC(=O)C(NC(=O)C(Cc1ccccc1)N)Cc1ccccc1)Cc1ccccc1","","","-","","3.6641","Log unit","","-","","-","-"
"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@@H]1C(O)=O","-","103","enalapril","-","Koerner","A4065","19961204","-","-","2.975","Log unit","OC(=O)C1N(C(=O)C(NC(C(=O)OCC)CCc2ccccc2)C)CCC1","","","-","","3.6713","Log unit","","-","","-","-"
"CSCC[C@H](NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@H](N)CC1=CC=C(O)C=C1)C(O)=O","-","104","Enkephalin","-","Koerner","A4065","19961204","-","-","3.68","Log unit","OC(=O)C(NC(=O)C(NC(=O)CNC(=O)CNC(=O)C(Cc1ccc(O)cc1)N)Cc1ccccc1)CCSC","","","-","","3.6129","Log unit","","-","","-","-"
"N[C@H]1[C@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O","-","113","Glucosamine-6-phosphate","-","Koerner","A4065","19961204","-","-","6.1","Log unit","OP(=O)(OCC1OC(C(C(C1O)O)N)O)O","","","-","","6.2445","Log unit","","-","","-","-"
"NCCC1=C(I)NC=N1","-","118","Histamine, monoiodo","-","Koerner","A4065","19961204","-","-","4.06","Log unit","n1c(c([nH]c1)I)CCN","","","-","","5.2781","Log unit","","-","","-","-"
"NCCC1=C(I)NC(I)=N1","-","119","Histamine, diiodo","-","Koerner","A4065","19961204","-","-","2.31","Log unit","n1c(c([nH]c1I)I)CCN","","","-","","3.1943","Log unit","","-","","-","-"
"OC[C@H]1O[C@H](C[C@H]1O)N1C=NC2=C1N=CNC[C@H]2O","-","156","Pentostatin","-","Koerner","A4065","19961204","-","","1.67","Log unit","n1cn(C2CC(C(O2)CO)O)c2c1C(CNC=N2)O","","","-","","2.9707","Log unit","","-","","chemaxon: 2.97
sparc: 5.01
","-"
"CCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C","-","666","Deccyl carnitine","-","Koerner","A4065","19961204","4","6","3.56","Log unit","OC(=O)CC(OC(=O)CCC)C[N+](C)(C)C","","","-","","4.2689","Log unit","","-","","-","-"
"CCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C","-","666","Deccyl carnitine","-","Koerner","A4065","19961204","4","6","3.6","Log unit","OC(=O)CC(OC(=O)CCCCCCC)C[N+](C)(C)C","","","-","","4.2168","Log unit","","-","","-","-"
"CCCCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C","-","666","Deccyl carnitine","-","Koerner","A4065","19961204","4","6","3.65","Log unit","OC(=O)CC(OC(=O)CCCCCCCCC)C[N+](C)(C)C","","","-","","4.2168","Log unit","","-","","-","-"
"CN[C@@H](C)CC1=CC=CC=C1OC","-","666","Methoxyphenamine","-","Koerner","A4065","19961204","4","6","10.45","Log unit","N(C(Cc1c(cccc1)OC)C)C","","","-","","10.0449","Log unit","","-","","-","-"
"CNC[C@@H](C)C1=CC=CC=C1","-","666","Phenylpropylmethylamine","-","Koerner","A4065","19961204","4","6","10.07","Log unit","N(CC(c1ccccc1)C)C","","","-","","10.2498","Log unit","","-","","-","-"
"O[C@@H](CNC1=NC=CC=C1)C1=CC=CC=C1","-","666","Phenyramidol","-","Koerner","A4065","19961204","4","6","6.488","Log unit","n1ccccc1NCC(c1ccccc1)O","","","-","","6.6119","Log unit","","-","","-","-"
"COC(=O)[C@@H]1[C@@H]2CC[C@H](C[C@@H]1OC(=O)C1=CC=CC=C1)N2C","-","666","Benzoylecgonine methyl ester","-","Koerner","A4065","19961204","4","6","8.7","Log unit","N1(C2C(C(CC1CC2)OC(=O)c1ccccc1)C(=O)OC)C","","","-","","8.8458","Log unit","","-","","-","-"
"CCC1([C@H](C)CC(C)C)C(=O)NC(=O)NC1=O","-","666","Barbituric acid","-","Koerner","A4065","19961204","4","5","8.14","Log unit","N1C(=O)C(C(=O)NC1=O)(C(CC(C)C)C)CC","","","-","","8.482","Log unit","","-","","-","-"
"COC1=CC2=C(C=C1OC)[C@@]13CCN4CC5=CCO[C@@H]6CC(=O)N2[C@H]1[C@@H]6[C@@H]5C[C@H]34","-","666","brucine","-","Koerner","A4065","19961204","4","6","8.28","Log unit","N12C3C4(C5N(C(=O)CC6C5C(C3)C(=CCO6)C1)c1c4cc(c(c1)OC)OC)CC2","","","-","","8.8479","Log unit","","-","","-","-"
"CN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1","-","65","Chlorcyclizine","-","Koerner","A4065","19961204","-","-","2.12","Log unit","N1(C(c2ccc(cc2)Cl)c2ccccc2)CCN(CC1)C","","","-","","2.1661","Log unit","","-","","-","-"
"CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O","-","75","oxytetracycline","-","Koerner","A4065","19961204","-","-","3.27","Log unit","OC1=C(C(=O)C2(C(=C3C(=O)c4c(cccc4C(C3C(C2C1N(C)C)O)(O)C)O)O)O)C(=O)N","","","-","","3.2196","Log unit","","-","","-","-"
"CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O","-","666","Clindamycin","-","Koerner","A4065","19961204","4","6","7.72","Log unit","N1(C(C(=O)NC(C2OC(C(C(C2O)O)O)SC)C(Cl)C)CC(C1)CCC)C","","","-","","7.5518","Log unit","","-","","-","-"
"CN1CCC[C@H](C1)C(O)=O","-","666","Dihydroarecaidine","-","Koerner","A4065","19961204","4","6","9.7","Log unit","N1(CC(C(=O)O)CCC1)C","","","-","","9.6412","Log unit","","-","","-","-"
"COC(=O)[C@@H]1CCCN(C)C1","-","666","Dihydroarecaidine methyl ester","-","Koerner","A4065","19961204","4","6","8.39","Log unit","N1(CC(C(=O)OC)CCC1)C","","","-","","8.7998","Log unit","","-","","-","-"
"COC1=C2O[C@H]3[C@@H](O)C=C[C@H]4[C@H]5CC(C=C1)=C2[C@@]34CCN5CCC#N","-","666","Norcodeine, N-(2-cyano)ethyl","-","Koerner","A4065","19961204","4","6","5.68","Log unit","N1(C2C3C=CC(C4Oc5c(OC)ccc(C2)c5C34CC1)O)CCC#N","","","-","","7.1774","Log unit","","-","","-","-"
"CCCCCCCC\C=C\CCCCCCCC(=O)OC[C@@H](CO[P@@](O)(=O)OCCN)OC(=O)CCCCCCC\C=C\CCCCCCCC","-","99","1,2-Dioleoylphosphatidylethano","-","Koerner","A4065","19961204","-","-","7.55","Log unit","NCCOP(=O)(OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)O","","","-","","7.7499","Log unit","","-","","-","-"
"CCOC(=O)C1=C(O)C2=C(OC(\C=N\N3C[C@@H](CN4CCOCC4)OC3=O)=C2)N=C1","-","666","ebifuramin","-","Koerner","A4065","19961204","4","6","5.24","Log unit","N1(CC2OC(=O)N(N=Cc3oc4c(c(c(C(=O)OCC)cn4)O)c3)C2)CCOCC1","","","-","","6.4411","Log unit","","-","","-","-"
"CN1CC[C@]23[C@H]4OC5=C(O[C@@H]6O[C@@H]([C@@H](O)[C@@H](O)[C@H]6O)C(O)=O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O)=C35","-","146","Morphine-3-glucuronide","-","Koerner","A4065","19961204","-","-","2.87","Log unit","OC(=O)C1OC(C(C(C1O)O)O)Oc1c2c3c(cc1)CC1C4C=CC(C(O2)C34CCN1C)O","","","-","","2.674","Log unit","","-","","-","-"
"CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O)=C35","-","147","Morphine-6-glucuronide","-","Koerner","A4065","19961204","-","-","2.89","Log unit","OC(=O)C1OC(C(C(C1O)O)O)OC1C2C34c5c(c(O)ccc5CC(C3C=C1)N(CC4)C)O2","","","-","","2.8747","Log unit","","-","","-","-"
"NC1=CC=C(C=C1)C(O)=O","-","8","4-Aminobenzoic acid","-","Koerner","A4065","19961204","-","-","2.501","Log unit","Nc1ccc(C(=O)O)cc1","","","-","","2.6913","Log unit","","-","","-","-"
"CC(C)NC[C@H](O)COC1=C2C=CC=CC2=CC=C1","-","168","Propranolol","-","Koerner","A4065","19961204","-","-","9.5","Log unit","N(CC(COc1cccc2c1cccc2)O)C(C)C","","","-","","9.6662","Log unit","","-","","-","-"
"[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])N1C2=NC(=O)N([H])C(=O)C2=NC2=C1C([H])=C(C(=C2[H])C([H])([H])[H])C([H])([H])[H]","-","179","Riboflavine","-","Koerner","A4065","19961204","-","-","9.69","Log unit","[nH]1c(=O)nc2n(CC(C(C(CO)O)O)O)c3c(nc2c1=O)cc(c(C)c3)C","","","-","","6.9699","Log unit","","-","","-","-"
"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O","-","17","Ampicillin","-","Koerner","A4065","19961204","-","-","2.65","Log unit","OC(=O)C1N2C(SC1(C)C)C(C2=O)NC(=O)C(c1ccccc1)N","","","-","","3.2381","Log unit","","-","","-","-"
"[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3","-","108","ethinyl estradiol","-","Koerner","A4065","19961204","-","-","10.4","Log unit","Oc1ccc2C3C(C4C(C(C#C)(CC4)O)(CC3)C)CCc2c1","","","-","","10.3271","Log unit","","-","","-","-"
"[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O","-","143","Morphine","-","Koerner","A4065","19961204","-","","9.4","Log unit","Oc1c2c3c(cc1)CC1C4C3(C(O2)C(C=C4)O)CCN1C","","","-","","10.26","Log unit","","-","","old pred val 2: 9.1216
old smiles: N1(C2C3C=CC(C4C3(c3c(c(ccc3C2)O)O4)CC1)O)C","-"
"OC[C@H](O)[C@H]1OC(=O)C(O)=C1O","-","23","Ascorbic acid","-","Koerner","A4065","19961204","-","-","4.13","Log unit","OC1=C(C(=O)OC1C(O)CO)O","","","-","","4.3599","Log unit","","-","","-","-"
"OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl","-","94","Diclofenac","-","Koerner","A4065","19961204","-","-","3.99","Log unit","OC(=O)Cc1c(Nc2c(Cl)cccc2Cl)cccc1","","","-","","3.9957","Log unit","","-","","-","-"
"[H]O[C@@]([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])[C@@]([H])(N([H])[H])C([H])([H])[H]","-","153","Norpseudoephedrine","-","Koerner","A4065","19961204","-","-","9.19","Log unit","NC(C(c1ccccc1)O)C","","","-","","9.3701","Log unit","","-","","-","-"
"[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3","-","107","estrone","-","Koerner","A4065","19961204","-","-","10.34","Log unit","Oc1cc2c(C3C(C4C(C(=O)CC4)(CC3)C)CC2)cc1","","","-","","10.327","Log unit","","-","","-","-"
"CC1CCC2=CC(F)=CC3=C2N1C=C(C(O)=O)C3=O","-","109","Flumequine","-","Koerner","A4065","19961204","4","7","6.38","Log unit","OC(=O)c1cn2c3c(cc(cc3c1=O)F)CCC2C","","","-","","6.0048","Log unit","","-","","-","-"
"ClC1=CC=CC(Cl)=C1N=C1NCCN1","-","82","Clonidine","-","Koerner","A4065","19961204","-","-","8.12","Log unit","N(=C1NCCN1)c1c(Cl)cccc1Cl","","","-","","9.3419","Log unit","","-","","-","-"
"S=C1NC=NC2=C1NC=N2","-","134","6-Mercaptopurine","-","Koerner","A4065","19961204","-","-","7.77","Log unit","Sc1c2c(ncn1)nc[nH]2","","","-","","7.5142","Log unit","","-","","-","-"
"CC(C)CC1=CC=C(C=C1)C(C)C(O)=O","-","122","Ibuprofen","-","Koerner","A4065","19961204","-","-","4.44","Log unit","OC(=O)C(C)c1ccc(cc1)CC(C)C","","","-","","4.8519","Log unit","","-","","-","-"
"COCCC1=CC=C(OC[C@H](O)CNC(C)C)C=C1","-","141","metoprolol","-","Koerner","A4065","19961204","-","-","9.555","Log unit","N(CC(COc1ccc(cc1)CCOC)O)C(C)C","","","-","","9.6662","Log unit","","-","","-","-"
"NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12","-","78","Chlorthalidone","-","Koerner","A4065","19961204","4","7","9.355","Log unit","NS(=O)(=O)c1cc(C2(NC(=O)c3c2cccc3)O)ccc1Cl","","","-","","9.2239","Log unit","","-","","-","-"
"COC1=C(O)C(C=O)=CC=C1","-","196","Vanillin, ortho","-","Koerner","A4065","19961204","-","-","7.912","Log unit","Oc1c(OC)cccc1C=O","","","-","","8.9355","Log unit","","-","","-","-"
"COC1=CC=C(C=O)C=C1O","-","195","Vanillin, iso","-","Koerner","A4065","19961204","-","-","8.889","Log unit","Oc1c(OC)ccc(c1)C=O","","","-","","9.3925","Log unit","","-","","-","-"
"OC(=O)C1=CC=CN=C1NC1=CC=CC(=C1)C(F)(F)F","-","145","Niflumic acid","-","Koerner","A4065","19961204","-","-","4.44","Log unit","n1c(Nc2cc(ccc2)C(F)(F)F)c(ccc1)C(=O)O","","","-","","5.5132","Log unit","","-","","-","-"
"NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl","-","121","Hydrochlorothiazide","-","Koerner","A4065","19961204","-","-","10.13","Log unit","N1CNc2cc(c(S(=O)(=O)N)cc2S1(=O)=O)Cl","","","-","","9.8269","Log unit","","-","","-","-"
"[H]O[C@@]1([H])[C@]([H])(O[C@]([H])(C([H])(N([H])C(=O)[C@@]2([H])N(C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])C([H])([H])[H])C2([H])[H])C([H])(Cl)C([H])([H])[H])[C@]([H])(O[H])[C@]1([H])O[H])SC([H])([H])[H]","-","80","Clindamycin","-","Koerner","A4065","19961204","4","7","7.72","Log unit","N1(C(C(=O)NC(C2OC(SC)C(C(C2O)O)O)C(Cl)C)CC(CCC)C1)C","","","-","","7.5518","Log unit","","-","","-","-"
"[O-][N+](=O)C1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1","-","151","Nitrazepam","-","Koerner","A4065","19961204","-","-","10.525","Log unit","N1c2ccc(cc2C(=NCC1=O)c1ccccc1)[N+](=O)[O-]","","","-","","11.8996","Log unit","","-","","-","-"
"CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CN(C)C4=CC=CC(=C34)C2=C1","-","140","Methysergide","-","Koerner","A4065","19961204","-","-","6.62","Log unit","N1(C2Cc3cn(c4cccc(C2=CC(C1)C(=O)NC(CC)CO)c34)C)C","","","-","","7.8544","Log unit","","-","","-","-"
"[H]O[C@]([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])[C@@]([H])(N([H])C([H])([H])[H])C([H])([H])[H]","-","105","Ephedrine","-","Koerner","A4065","19961204","-","-","9.61","Log unit","N(C(C(c1ccccc1)O)C)C","","","-","","9.5249","Log unit","","-","","-","-"
"CN[C@H](C)[C@@H](O)C1=CC=CC=C1","-","173","Pseudoephedrine","-","Koerner","A4065","19961204","-","-","9.73","Log unit","N(C(C(c1ccccc1)O)C)C","","","-","","9.5249","Log unit","","-","","-","-"
"NC(CO)(CO)CO","-","191","TROMETHAMINE","-","Koerner","A4065","19961204","-","-","8.08","Log unit","NC(CO)(CO)CO","","","-","","8.954","Log unit","","-","","-","-"
"OC(=O)C1=CC(O)=C(O)C(O)=C1","-","111","gallic acid","-","Koerner","A4065","19961204","-","-","4.21","Log unit","OC(=O)c1cc(c(c(c1)O)O)O","","","-","","3.9416","Log unit","","-","","-","-"
"CC1=C(O)C(CO)=C(CO)C=N1","-","177","Pyridoxine","-","Koerner","A4065","19961204","-","","8.96","Log unit","n1c(C)c(O)c(CO)c(CO)c1","","","-","","5.58","Log unit","","-","","old smiles: Oc1c(ncc(CO)c1CO)C
old pred val 2: 9.3974","-"
"CC(C)NC[C@H](O)COC1=CC=C(CC(N)=O)C=C1","-","25","atenolol","-","Koerner","A4065","19961204","-","-","9.58","Log unit","N(CC(COc1ccc(CC(=O)N)cc1)O)C(C)C","","","-","","9.6662","Log unit","","-","","-","-"
"[H]C(=O)C1=CC=C(O)C(OC)=C1","-","194","Vanillin","-","Koerner","A4065","19961204","-","-","7.396","Log unit","Oc1c(OC)cc(cc1)C=O","","","-","","7.8072","Log unit","","-","","-","-"
"[H]N(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]","-","132","methamphetamine","-","Koerner","A4065","19961204","-","-","9.99","Log unit","N(C(Cc1ccccc1)C)C","","","-","","10.2099","Log unit","","-","","-","-"
"[H]OC1=C(C([H])=O)C(=C([H])N=C1C([H])([H])[H])C([H])([H])OP(=O)(O[H])O[H]","-","175","PYRIDOXAL-5-PHOSPHATE","-","Koerner","A4065","19961204","-","-","8.69","Log unit","Oc1c(c(cnc1C)COP(=O)(O)O)C=O","","","-","","7.9957","Log unit","","-","","-","-"
"CCN(CC)CC(=O)NC1=C(C)C=CC=C1C","-","126","lidocaine","-","Koerner","A4065","19961204","-","-","7.928","Log unit","N(CC(=O)Nc1c(cccc1C)C)(CC)CC","","","-","","7.7545","Log unit","","-","","-","-"
"C1CCNCC1","-","165","piperidine","-","Koerner","A4065","19961204","-","-","11.123","Log unit","N1CCCCC1","","","-","","10.4044","Log unit","","-","","-","-"
"NCCC1=CNC=N1","-","117","Histamine","-","Koerner","A4065","19961204","-","-","9.756","Log unit","NCCc1c[nH]cn1","","","-","","9.5765","Log unit","","-","","-","-"
"[O-]C(=O)CC([O-])=O","-","130","malonic acid","-","Koerner","A4065","19961204","-","-","5.66","Log unit","OC(=O)CC(=O)O","","","-","","5.9195","Log unit","","-","","-","-"
