"SMILES","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","IC group given","Temperature","UNIT {Temperature}","CASRN"
"OC(=O)COC1=CC=C(C=C1)N(=O)=O","(4-NITROPHENOXY)ACETICACID","-","A3555","12767145","-","-","2.89","Log unit","2.89","Log unit","OC(=O)COc1ccc(cc1)N(=O)=O","3.19","Log unit","0","2.5039","Log unit","","","-","-"
"OC(=O)C1(CCC1)C(O)=O","1,1-CYCLOBUTANEDICARBOXYLICACID","-","A3555","12767145","-","-","3.13","Log unit","3.13","Log unit","OC(=O)C1(CCC1)C(=O)O","2.73","Log unit","0","2.4844","Log unit","","","-","-"
"OC(=O)CC1(CC(O)=O)CCCCC1","1,1-CYCLOHEXANEDIACETICACID","-","A3555","12767145","-","-","3.49","Log unit","3.49","Log unit","OC(=O)CC1(CCCCC1)CC(=O)O","4.06","Log unit","0","4.1377","Log unit","","","-","-"
"OC(=O)C1(CCCCC1)C(O)=O","1,1-CYCLOHEXANEDICARBOXYLICACID","-","A3555","12767145","-","-","3.45","Log unit","3.45","Log unit","OC(=O)C1(CCCCC1)C(=O)O","2.82","Log unit","0","2.4968","Log unit","","","-","-"
"OC(=O)C1=CC=C(C=C1)C#N","p-Cyanobenzoic acid","-","A3183","-","464","4","3.55","Log unit","3.55","Log unit","OC(=O)c1ccc(C#N)cc1","","-","","","-","benzoic acid (meta/para subs.)","20.0","?C","619-65-8"
"CCC1=CC=C(C=C1)C(O)=O","4-ETHYLBENZOIC ACID","-","A3183","-","464","4","4.35","Log unit","4.35","Log unit","OC(=O)c1ccc(cc1)CC","","-","","","-","benzoic acid (meta/para subs.)","25.0","?C","619-64-7"
"OC(=O)C1=CC=C(I)C=C1","4-iodobenzoic acid","-","A3183","-","464","4","3.997","Log unit","3.997","Log unit","OC(=O)c1ccc(I)cc1","","-","","","-","benzoic acid (meta/para subs.)","25.0","?C","619-58-9"
"OC(=O)C1=CC(C=O)=CC=C1","3-FORMYLBENZOIC ACID","-","A3183","-","464","4","3.84","Log unit","3.84","Log unit","OC(=O)c1cc(ccc1)C=O","","-","","","-","benzoic acid (meta/para subs.)","25.0","?C","619-21-6"
"NC1=C(N)C=C(C=C1)C(O)=O","3,4-DIAMINO-BENZOIC ACID","-","A3183","-","464","4","3.49","Log unit","3.49","Log unit","OC(=O)c1ccc(c(N)c1)N","","-","","","-","benzoic acid (meta/para subs.)","25.0","?C","619-05-6"
"COC1=CC(=CC(OC)=C1)C(O)=O","3,5-DIMETHOXYBENZOIC ACID","-","A3183","-","464","4","3.97","Log unit","3.97","Log unit","OC(=O)c1cc(cc(OC)c1)OC","","-","","","-","benzoic acid (meta/para subs.)","25.0","?C","1132-21-4"
"OC(=O)C1=CC=CC(=C1)C#N","m-Cyanobenzoic acid","-","A3183","-","464","4","3.6","Log unit","3.6","Log unit","OC(=O)c1cc(C#N)ccc1","","-","","","-","benzoic acid (meta/para subs.)","20.0","?C","1877-72-1"
"OC(=O)C1=CC=C(OC2=CC=CC=C2)C=C1","p-Phenoxybenzoic acid","-","A3183","-","464","4","4.52","Log unit","4.52","Log unit","OC(=O)c1ccc(Oc2ccccc2)cc1","","-","","","-","benzoic acid (meta/para subs.)","","-","2215-77-2"
"OC(=O)C1=CC=CC(OC2=CC=CC=C2)=C1","M-PHENOXYBENZOIC ACID","-","A3183","-","464","4","3.92","Log unit","3.92","Log unit","OC(=O)c1cc(Oc2ccccc2)ccc1","","-","","","-","benzoic acid (meta/para subs.)","","-","3739-38-6"
"CS(=O)(=O)C1=CC=C(C=C1)C(O)=O","p-Methylsulfonylbenzoic acid","-","A3183","-","464","4","3.64","Log unit","3.64","Log unit","OC(=O)c1ccc(S(=O)(=O)C)cc1","","-","","","-","benzoic acid (meta/para subs.)","","-","4052-30-6"
"CCCOC1=CC=C(C=C1)C(O)=O","4-PROPOXYBENZOIC ACID","-","A3183","-","464","4","4.46","Log unit","4.46","Log unit","OC(=O)c1ccc(OCCC)cc1","","-","","","-","benzoic acid (meta/para subs.)","20.0","?C","5438-19-7"
"NCC(=O)NC1=CC=C(C=C1)C(O)=O","4-[(ACETYLAMINO)AMINO]-BENZOIC ACID","-","A3183","-","464","4","4.2","Log unit","4.2","Log unit","OC(=O)c1ccc(NC(=O)CN)cc1","","-","","","-","benzoic acid (meta/para subs.)","","-","7496-53-9"
"OC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O","2,4-dinitrophenol","-","A3183","-","462","3","4.09","Log unit","4.09","Log unit","Oc1c([N+](=O)[O-])cc(cc1)[N+](=O)[O-]","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","51-28-5"
"OC1=C(Cl)C=C(Cl)C(Cl)=C1Cl","2,3,4,6-Tetrachlorophenol","-","A3183","-","462","3","5.22","Log unit","5.22","Log unit","Oc1c(c(Cl)c(cc1Cl)Cl)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","","-","58-90-2"
"OC1=CC=CC(=C1[N+]([O-])=O)[N+]([O-])=O","2,3-DINITROPHENOL","-","A3183","-","462","3","4.96","Log unit","4.96","Log unit","Oc1c([N+](=O)[O-])c(ccc1)[N+](=O)[O-]","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","66-56-8"
"OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl","Pentachlorophenol","-","A3183","-","462","3","4.7","Log unit","4.7","Log unit","Oc1c(c(c(Cl)c(c1Cl)Cl)Cl)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","87-86-5"
"OC1=C(Cl)C=CC=C1Cl","2,6-Dichlorophenol","-","A3183","-","462","3","6.79","Log unit","6.79","Log unit","Oc1c(Cl)cccc1Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","","-","87-65-0"
"CC1=CC=CC(Cl)=C1O","2-METHYL-6-CHLOROPHENOL","-","A3183","-","462","3","8.69","Log unit","8.69","Log unit","Oc1c(Cl)cccc1C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","20.0","?C","87-64-9"
"OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O","2,4,6-TRINITROPHENOL","-","A3183","-","462","3","0.38","Log unit","0.38","Log unit","Oc1c([N+](=O)[O-])cc(cc1[N+](=O)[O-])[N+](=O)[O-]","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","88-89-1"
"OC1=C(C=C(Cl)C=C1[N+]([O-])=O)[N+]([O-])=O","4-CHLORO-2,6-DINITROPHENOL","-","A3183","-","462","3","2.96","Log unit","2.96","Log unit","Oc1c([N+](=O)[O-])cc(cc1[N+](=O)[O-])Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","88-87-9"
"CC[C@@H](C)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O","2-SEC-BUTYL-4,6-DINITROPHENOL","-","A3183","-","462","3","4.62","Log unit","4.62","Log unit","Oc1c([N+](=O)[O-])cc(cc1C(CC)C)[N+](=O)[O-]","","-","","","-","phenol (ortho subs., pot. int. H-bond)","","-","88-85-7"
"OC1=C(C=CC=C1)[N+]([O-])=O","2-nitrophenol","-","A3183","-","462","3","7.23","Log unit","7.23","Log unit","Oc1c([N+](=O)[O-])cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","88-75-5"
"CC(C)C1=C(O)C=CC=C1","2-Isopropylphenol","-","A3183","-","462","3","10.47","Log unit","10.47","Log unit","Oc1c(cccc1)C(C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","20.0","?C","88-69-7"
"CC(C)(C)C1=C(O)C=CC=C1","2-t-Butylphenol","-","A3183","-","462","3","10.28","Log unit","10.28","Log unit","Oc1c(cccc1)C(C)(C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","","-","88-18-6"
"OC1=C(Cl)C=C(Cl)C=C1Cl","2,4,6-trichlorophenol","-","A3183","-","462","3","6.23","Log unit","6.23","Log unit","Oc1c(Cl)cc(cc1Cl)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","88-06-2"
"CC(C)C1=C(O)C=C(C)C=C1","thymol","-","A3183","-","462","3","10.62","Log unit","10.62","Log unit","Oc1c(ccc(c1)C)C(C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","20.0","?C","89-83-8"
"CC(C)C1=CC(Cl)=C(C)C=C1O","Chlorothymol","-","A3183","-","462","3","9.98","Log unit","9.98","Log unit","Oc1cc(c(Cl)cc1C(C)C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","20.0","?C","89-68-9"
"OC1=C(C=C(Cl)C=C1)[N+]([O-])=O","4-chloro-2-nitrophenol","-","A3183","-","462","3","6.458","Log unit","6.458","Log unit","Oc1c([N+](=O)[O-])cc(cc1)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","89-64-5"
"OC1=C(C=CC=C1)C1=CC=CC=C1","2-phenylphenol","-","A3183","-","462","3","9.92","Log unit","9.92","Log unit","Oc1c(cccc1)c1ccccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","90-43-7"
"COC1=C(O)C=CC=C1","2-Methoxyphenol","-","A3183","-","462","3","9.98","Log unit","9.98","Log unit","Oc1c(OC)cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","","-","90-05-1"
"CCC1=C(O)C=CC=C1","2-Ethylphenol","-","A3183","-","462","3","10.2","Log unit","10.2","Log unit","Oc1c(cccc1)CC","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","90-00-6"
"COC1=C(O)C=CC(C)=C1","4-Methyl-2-methoxyphenol","-","A3183","-","462","3","10.28","Log unit","10.28","Log unit","Oc1c(OC)cc(cc1)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","93-51-6"
"CCOC1=C(O)C=CC=C1","2-Ethoxyphenol","-","A3183","-","462","3","10.11","Log unit","10.11","Log unit","Oc1c(OCC)cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","94-71-3"
"OC1=CC(Cl)=C(Cl)C=C1Cl","2,4,5-trichlorophenol","-","A3183","-","462","3","7.4","Log unit","7.4","Log unit","Oc1cc(c(Cl)cc1Cl)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","20.0","?C","95-95-4"
"CC1=CC(O)=C(C)C=C1","2,5-Dimethylphenol","-","A3183","-","462","3","10.41","Log unit","10.41","Log unit","Oc1c(ccc(c1)C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","95-87-4"
"OC1=C(Cl)C=CC=C1","2-chlorophenol","-","A3183","-","462","3","8.56","Log unit","8.56","Log unit","Oc1c(Cl)cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","","-","95-57-8"
"OC1=C(Br)C=CC=C1","2-Bromophenol","-","A3183","-","462","3","8.452","Log unit","8.452","Log unit","Oc1c(Br)cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","95-56-7"
"NC1=C(O)C=CC=C1","2-aminophenol","-","A3183","-","462","3","9.75","Log unit","9.75","Log unit","Oc1c(N)cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","20.0","?C","95-55-6"
"CC1=C(O)C=CC=C1","2-Cresol","-","A3183","-","462","3","10.28","Log unit","10.28","Log unit","Oc1c(cccc1)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","95-48-7"
"CC(C)(C)C1=CC(=C(O)C=C1)C(C)(C)C","2,4-DI-T-BUTYLPHENOL","-","A3183","-","462","3","11.72","Log unit","11.72","Log unit","Oc1c(cc(cc1)C(C)(C)C)C(C)(C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","20.0","?C","96-76-4"
"COC1=C(O)C=CC(\C=C\C)=C1","2-METHOXY-4-(1-PROPENYL)PHENOL","-","A3183","-","462","3","9.88","Log unit","9.88","Log unit","Oc1c(OC)cc(cc1)C=CC","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","97-54-1"
"COC1=C(O)C=CC(CC=C)=C1","eugenol","-","A3183","-","462","3","10.19","Log unit","10.19","Log unit","Oc1c(OC)cc(cc1)CC=C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","97-53-0"
"CC(C)(C)C1=CC(Cl)=C(O)C=C1","4-(TERT-BUTYL)-2-CHLOROPHENOL","-","A3183","-","462","3","8.58","Log unit","8.58","Log unit","Oc1c(Cl)cc(cc1)C(C)(C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","98-28-2"
"CC1=C(O)C=CC(=C1)C(C)(C)C","4-(T-BUTYL)-2-CRESOL","-","A3183","-","462","3","10.59","Log unit","10.59","Log unit","Oc1c(cc(cc1)C(C)(C)C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","20.0","?C","98-27-1"
"NC1=C(O)C=CC(=C1)[N+]([O-])=O","2-amino-4-nitrophenol","-","A3183","-","462","3","7.6","Log unit","7.6","Log unit","Oc1c(cc([N+](=O)[O-])cc1)N","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","99-57-0"
"OC1=C(Br)C=C(C=C1Br)[N+]([O-])=O","2,6-Dibromo-4-nitrophenol","-","A3183","-","462","3","3.39","Log unit","3.39","Log unit","Oc1c(cc([N+](=O)[O-])cc1Br)Br","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","99-28-5"
"CC1=CC(C)=C(O)C=C1","2,4-Dimethylphenol","-","A3183","-","462","3","10.6","Log unit","10.6","Log unit","Oc1c(cc(cc1)C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","105-67-9"
"OC1=C(Br)C=C(Br)C=C1Br","2,4,6-Tribromophenol","-","A3183","-","462","3","6.8","Log unit","6.8","Log unit","Oc1c(Br)cc(cc1Br)Br","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","118-79-6"
"NC1=CC(=C(O)C=C1)[N+]([O-])=O","4-AMINO-2-NITRO-PHENOL","-","A3183","-","462","3","7.81","Log unit","7.81","Log unit","Oc1c([N+](=O)[O-])cc(cc1)N","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","119-34-6"
"CC1=CC(=C(O)C=C1)[N+]([O-])=O","4-methyl-2-nitrophenol","-","A3183","-","462","3","7.4","Log unit","7.4","Log unit","Oc1c([N+](=O)[O-])cc(cc1)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","119-33-5"
"OC1=C(Cl)C=C(Cl)C=C1","2,4-dichlorophenol","-","A3183","-","462","3","7.892","Log unit","7.892","Log unit","Oc1c(Cl)cc(cc1)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","","-","120-83-2"
"COC1=C(O)C=CC(C=O)=C1","Vanillin","-","A3183","-","462","3","7.396","Log unit","7.396","Log unit","Oc1c(OC)cc(cc1)C=O","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","121-33-5"
"CC(C)(C)C1=CC=CC(=C1O)C(C)(C)C","2,6-DI-T-BUTYLPHENOL","-","A3183","-","462","3","11.7","Log unit","11.7","Log unit","Oc1c(cccc1C(C)(C)C)C(C)(C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","128-39-2"
"CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C","2,6-DI-T-BUTYL-4-METHYLPHENOL (BHT)","-","A3183","-","462","3","12.23","Log unit","12.23","Log unit","Oc1c(cc(cc1C(C)(C)C)C)C(C)(C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","","-","128-37-0"
"OC1=C(C=C(C=C1C1CCCCC1)[N+]([O-])=O)[N+]([O-])=O","2-CYCLOHEXYL-4,6-DINITROPHENOL","-","A3183","-","462","3","4.52","Log unit","4.52","Log unit","Oc1c([N+](=O)[O-])cc(cc1C1CCCCC1)[N+](=O)[O-]","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","131-89-5"
"OC1=C(C=CC(=C1)[N+]([O-])=O)[N+]([O-])=O","2,5-Dinitrophenol","-","A3183","-","462","3","5.21","Log unit","5.21","Log unit","Oc1c([N+](=O)[O-])ccc(c1)[N+](=O)[O-]","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","329-71-5"
"OC1=C(F)C=CC=C1","2-Fluorophenol","-","A3183","-","462","3","8.7","Log unit","8.7","Log unit","Oc1c(F)cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","367-12-4"
"OC1=C(C=CC(F)=C1)[N+]([O-])=O","5-fluoro-2-nitrophenol","-","A3183","-","462","3","6.07","Log unit","6.07","Log unit","Oc1c([N+](=O)[O-])ccc(c1)F","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","446-36-6"
"CC1=CC(C)=C(O)C=C1C","2,4,5-TRIMETHYLPHENOL","-","A3183","-","462","3","10.57","Log unit","10.57","Log unit","Oc1c(cc(c(c1)C)C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","496-78-6"
"CC1=CC=CC(O)=C1C","2,3-DIMETHYLPHENOL","-","A3183","-","462","3","10.544","Log unit","10.544","Log unit","Oc1c(c(ccc1)C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","526-75-0"
"CC1=CC(C)=C(O)C(C)=C1","2,4,6-Trimethylphenol","-","A3183","-","462","3","10.86","Log unit","10.86","Log unit","Oc1c(cc(cc1C)C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","527-60-6"
"OC1=C(I)C=CC=C1","2-IODOPHENOL","-","A3183","-","462","3","8.513","Log unit","8.513","Log unit","Oc1c(I)cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","533-58-4"
"CC1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O","4,6-DINITRO-O-CRESOL","-","A3183","-","462","3","4.31","Log unit","4.31","Log unit","Oc1c([N+](=O)[O-])cc(cc1C)[N+](=O)[O-]","","-","","","-","phenol (ortho subs., pot. int. H-bond)","21.0","?C","534-52-1"
"COC1=C(O)C=CC(CCN)=C1","2-METHYLDOPAMINE","-","A3183","-","462","3","9.54","Log unit","9.54","Log unit","Oc1c(cc(CCN)cc1)OC","","-","","","-","phenol (ortho subs., pot. int. H-bond)","","-","554-52-9"
"OC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O","2,6-Dinitrophenol","-","A3183","-","462","3","3.965","Log unit","3.965","Log unit","Oc1c([N+](=O)[O-])cccc1[N+](=O)[O-]","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","573-56-8"
"CC1=CC=CC(C)=C1O","2,6-Dimethylphenol","-","A3183","-","462","3","10.62","Log unit","10.62","Log unit","Oc1c(cccc1C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","","-","576-26-1"
"OC1=CC=CC(Cl)=C1Cl","2,3-Dichlorophenol","-","A3183","-","462","3","7.7","Log unit","7.7","Log unit","Oc1c(Cl)c(ccc1)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","","-","576-24-9"
"OC1=C(Cl)C=CC(Cl)=C1","2,5-Dichlorophenol","-","A3183","-","462","3","7.51","Log unit","7.51","Log unit","Oc1c(Cl)ccc(c1)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","","-","583-78-8"
"OC1=C(C=CC=C1Cl)[N+]([O-])=O","6-CHLORO-2-NITROPHENOL","-","A3183","-","462","3","5.483","Log unit","5.483","Log unit","Oc1c([N+](=O)[O-])cccc1Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","603-86-1"
"OC1=C(Br)C(Br)=C(Br)C(Br)=C1Br","pentabromophenol","-","A3183","-","462","3","4.62","Log unit","4.62","Log unit","Oc1c(c(c(Br)c(c1Br)Br)Br)Br","","-","","","-","phenol (ortho subs., pot. int. H-bond)","","-","608-71-9"
"OC1=C(Br)C=CC=C1Br","2,6-DIBROMOPHENOL","-","A3183","-","462","3","6.67","Log unit","6.67","Log unit","Oc1c(Br)cccc1Br","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","608-33-3"
"CC1=CC(=C(O)C(=C1)[N+]([O-])=O)[N+]([O-])=O","2,6-dinitro-p-cresol","-","A3183","-","462","3","4.231","Log unit","4.231","Log unit","Oc1c([N+](=O)[O-])cc(cc1[N+](=O)[O-])C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","609-93-8"
"OC1=C(C=CC=C1)C#N","2-Cyanophenol","-","A3183","-","462","3","6.86","Log unit","6.86","Log unit","Oc1c(C#N)cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","611-20-1"
"OC1=C(C=CC(Cl)=C1)[N+]([O-])=O","5-CHLORO-2-NITROPHENOL","-","A3183","-","463","3","6.05","Log unit","6.05","Log unit","Oc1c([N+](=O)[O-])ccc(c1)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","611-07-4"
"OC1=C(Br)C=C(Br)C=C1","2,4-Dibromophenol","-","A3183","-","463","3","7.79","Log unit","7.79","Log unit","Oc1c(Br)cc(cc1)Br","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","615-58-7"
"OC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O","2,6-Dichloro-4-nitrophenol","-","A3183","-","463","3","3.55","Log unit","3.55","Log unit","Oc1c(cc([N+](=O)[O-])cc1Cl)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","618-80-4"
"OC1=C(Cl)C=C(C=C1)[N+]([O-])=O","2-chloro-4-nitrophenol","-","A3183","-","463","3","5.45","Log unit","5.45","Log unit","Oc1c(cc([N+](=O)[O-])cc1)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","619-08-9"
"COC1=C(O)C=C(C=O)C=C1","Isovanillin","-","A3183","-","463","3","8.889","Log unit","8.889","Log unit","Oc1c(OC)ccc(c1)C=O","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","621-59-0"
"CCCC1=C(O)C=CC=C1","2-PROPYLPHENOL","-","A3183","-","463","3","10.47","Log unit","10.47","Log unit","Oc1c(cccc1)CCC","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","644-35-9"
"CC1=CC(O)=C(C)C(C)=C1","2,3,5-Trimethylphenol","-","A3183","-","463","3","10.67","Log unit","10.67","Log unit","Oc1c(c(cc(c1)C)C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","697-82-5"
"CC1=CC(O)=C(C=C1)[N+]([O-])=O","5-Methyl-2-nitrophenol","-","A3183","-","463","3","7.41","Log unit","7.41","Log unit","Oc1c([N+](=O)[O-])ccc(c1)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","700-38-9"
"OC1=C(C=C(C=C1C1=CC=CC=C1)[N+]([O-])=O)[N+]([O-])=O","2,4-DINITRO-6-PHENYLPHENOL","-","A3183","-","463","3","3.848","Log unit","3.848","Log unit","Oc1c([N+](=O)[O-])cc(cc1c1ccccc1)[N+](=O)[O-]","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","731-92-0"
"CC(C)(C)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C","2,4,6-TRI(TERT-BUTYL)PHENOL","-","A3183","-","463","3","12.19","Log unit","12.19","Log unit","Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","732-26-3"
"OC1=C(F)C(F)=C(F)C(F)=C1F","Pentafluorophenol","-","A3183","-","463","3","5.53","Log unit","5.53","Log unit","Oc1c(c(c(F)c(c1F)F)F)F","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","771-61-9"
"OC1=C(C=C(C=C1)C1=CC=CC=C1)[N+]([O-])=O","4-PHENYL-2-NITROPHENOL","-","A3183","-","463","3","6.73","Log unit","6.73","Log unit","Oc1c([N+](=O)[O-])cc(cc1)c1ccccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","885-82-5"
"OC1=C(Cl)C=CC(Cl)=C1Cl","2,3,6-Trichlorophenol","-","A3183","-","463","3","5.8","Log unit","5.8","Log unit","Oc1c(Cl)c(ccc1Cl)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","","-","933-75-5"
"OC1=C(Cl)C(Cl)=CC(Cl)=C1Cl","2,3,5,6-Tetrachlorophenol","-","A3183","-","463","3","5.14","Log unit","5.14","Log unit","Oc1c(Cl)c(cc(c1Cl)Cl)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","","-","935-95-5"
"OC1=C(C=C(C=C1Cl)[N+]([O-])=O)[N+]([O-])=O","6-CHLORO-2,4-DINITROPHENOL","-","A3183","-","463","3","2.1","Log unit","2.1","Log unit","Oc1c([N+](=O)[O-])cc(cc1Cl)[N+](=O)[O-]","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","946-31-6"
"COC1=CC(=C(O)C=C1)[N+]([O-])=O","4-METHOXY-2-NITROPHENOL","-","A3183","-","463","3","7.31","Log unit","7.31","Log unit","Oc1c([N+](=O)[O-])cc(cc1)OC","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","1568-70-3"
"CC1=C(O)C=CC(Cl)=C1","2-Methyl-4-chlorophenol","-","A3183","-","463","3","9.71","Log unit","9.71","Log unit","Oc1c(cc(Cl)cc1)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","1570-64-5"
"OC1=C(Br)C=C(C=C1Br)C#N","bromoxynil","-","A3183","-","463","3","3.86","Log unit","3.86","Log unit","Oc1c(Br)cc(cc1Br)C#N","","-","","","-","phenol (ortho subs., pot. int. H-bond)","","-","1689-84-5"
"CC1=CC(=C(O)C(C)=C1)C(C)(C)C","2-(1,1-DIMETHYLETHYL)-4,6-DIMETHYLPHENOL","-","A3183","-","463","3","12.04","Log unit","12.04","Log unit","Oc1c(cc(cc1C)C)C(C)(C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","20.0","?C","1879-09-0"
"CC(C)C1=CC=CC(C(C)C)=C1O","2,6-BIS(1-METHYLETHYL)-PHENOL","-","A3183","-","463","3","11.1","Log unit","11.1","Log unit","Oc1c(cccc1C(C)C)C(C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","20.0","?C","2078-54-8"
"CC1=CC(=C(O)C=C1)C(C)(C)C","2-(TERT-BUTYL)-4-METHYLPHENOL","-","A3183","-","463","3","11.72","Log unit","11.72","Log unit","Oc1c(cc(cc1)C)C(C)(C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","20.0","?C","2409-55-4"
"CC1=CC(=CC(C)=C1O)[N+]([O-])=O","2,6-DIMETHYL-4-NITROPHENOL","-","A3183","-","463","3","7.07","Log unit","7.07","Log unit","Oc1c(cc([N+](=O)[O-])cc1C)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","2423-71-4"
