"SMILES","EXTERNALID","N","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Temperature","UNIT {Temperature}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC group given","IC smiles given","IC index predicted","AtomNR of IC","groupsAndICs","CASRN"
"COC1=CC=C(C=C1)C(N)=N","-","-","4-methoxy-guanidinobenzene","-","A5793","-","-","-","11.8","Log unit","11.8","Log unit","25.0","?C","N=C(c1ccc(OC)cc1)N","11.8343","Log unit","neth","c1(C(=N)N)ccc(OC)cc1","2","","","-"
"NC(=N)C1=CC=C(C=C1)N(=O)=O","-","-","4-nitro-guanidinobenzene","-","A5793","-","-","-","9.58","Log unit","9.58","Log unit","25.0","?C","N=C(c1ccc(N(=O)=O)cc1)N","10.3919","Log unit","neth","c1(C(=N)N)ccc(N(=O)=O)cc1","2","","","-"
"CC(O)(C(N)=N)C1=CC=CC=C1","-","-","(1-amidino-1-hydroxy)ethylbenzene","-","A5793","-","-","-","10.96","Log unit","10.96","Log unit","25.0","?C","N=C(C(c1ccccc1)(O)C)N","9.2152","Log unit","neth","c(ccc1C(O)(C(=N)N)C)cc1","7","","","-"
"CC1=CC(=C(N)C(=C1)N(=O)=O)N(=O)=O","-","-","4-Methyl-2,6-dinitroaniline","-","A5793","-","-","-","-4.505","Log unit","-4.505","Log unit","25.0","?C","Nc1c(cc(cc1N(=O)=O)C)N(=O)=O","-5.1248","Log unit","nr2","c(c(cc1N(=O)=O)C)c(c1N)N(=O)=O","10","","","-"
"CC1=C(C=CC(N)=C1)N(=O)=O","-","-","3-methyl-4-nitro-aniline","-","A5793","-","-","-","1.57","Log unit","1.57","Log unit","25.0","?C","Nc1ccc(c(C)c1)N(=O)=O","1.2182","Log unit","nr2","c(cc(c1C)N(=O)=O)c(c1)N","10","","","-"
"CC1=C(C=C(N)C=C1)N(=O)=O","-","-","4-methyl-3-nitro-aniline","-","A5793","-","-","-","2.995","Log unit","2.995","Log unit","25.0","?C","Nc1ccc(C)c(N(=O)=O)c1","2.7797","Log unit","nr2","c(cc(C)c1N(=O)=O)c(c1)N","10","","","-"
"CC1=C(N)C=CC(=C1)N(=O)=O","-","-","2-methyl-4-nitroaniline","-","A5793","-","-","-","1.04","Log unit","1.04","Log unit","25.0","?C","Nc1ccc(cc1C)N(=O)=O","0.8489","Log unit","nr2","c(cc(c1)N(=O)=O)c(c1C)N","10","","","-"
"CC1=C(N)C=C(C=C1)N(=O)=O","-","-","2-Methyl-5-nitroaniline","-","A5793","-","-","-","2.32","Log unit","2.32","Log unit","25.0","?C","Nc1c(ccc(c1)N(=O)=O)C","2.0561","Log unit","nr2","c(cc(c1)N(=O)=O)c(c1N)C","9","","","-"
"CC1=CC(=CC(N)=C1)N(=O)=O","-","-","3-methyl-5-nitroaniline","-","A5793","-","-","-","2.38","Log unit","2.38","Log unit","25.0","?C","Nc1cc(cc(c1)N(=O)=O)C","2.3971","Log unit","nr2","c(c(cc1N(=O)=O)N)c(c1)C","7","","","-"
"NC1=CC=CC=C1N(=O)=O","-","-","2-nitroaniline","-","A5793","-","-","-","-0.255","Log unit","-0.255","Log unit","25.0","?C","Nc1ccccc1N(=O)=O","-0.2056","Log unit","nr2","c(ccc1N(=O)=O)cc1N","9","","","-"
"NC1=CC=C(C=C1)N(=O)=O","-","-","4-NITRO-ANILINE","-","A5793","-","-","-","1.02","Log unit","1.02","Log unit","25.0","?C","Nc1ccc(cc1)N(=O)=O","0.9128","Log unit","nr2","c(cc(c1)N(=O)=O)c(c1)N","9","","","-"
"NC1=CC=C(CC2=CC=C(C=C2)N(=O)=O)C=C1","-","-","4-(p-nitro)benzylaniline","-","A5793","-","-","-","4.45","Log unit","4.45","Log unit","25.0","?C","Nc1ccc(cc1)Cc1ccc(N(=O)=O)cc1","4.2471","Log unit","nr2","c(cc(c1)C-c(ccc2N(=O)=O)cc2)c(c1)N","16","","","-"
"O=N(=O)C1=CC=C(NC2=CC=C(C=C2)N(=O)=O)C=C1","-","-","4-nitro-N-(4-nitro)phenylaniline","-","A5793","-","-","-","-6.2","Log unit","-6.2","Log unit","25.0","?C","N(c1ccc(N(=O)=O)cc1)c1ccc(N(=O)=O)cc1","-7.4829","Log unit","nr2","O=N(=O)c(ccc1Nc(ccc2N(=O)=O)cc2)cc1","7","","","-"
"NC1=CC=C(NC2=CC=C(C=C2)N(=O)=O)C=C1","-","-","4-(p-nitro)phenylaminoaniline","-","A5793","-","-","-","4.38","Log unit","4.38","Log unit","25.0","?C","Nc1ccc(cc1)Nc1ccc(N(=O)=O)cc1","5.0981","Log unit","4","c(cc(c1)N-c(ccc2N(=O)=O)cc2)c(c1)N","16","","","-"
"NC1=CC(=C(C=C1)N(=O)=O)C(F)(F)F","-","-","4-Nitro-3-trifluoromethylaniline","-","A5793","-","-","-","-0.05","Log unit","-0.05","Log unit","25.0","?C","Nc1ccc(N(=O)=O)c(C(F)(F)F)c1","0.1152","Log unit","nr2","c(cc(N(=O)=O)c1C(F)(F)F)c(c1)N","13","","","-"
"NC1=CC=C(NC2=CC=CC=C2)C=C1","-","-","4-phenylaminoaniline","-","A5793","-","-","-","5.2","Log unit","5.2","Log unit","25.0","?C","Nc1ccc(Nc2ccccc2)cc1","5.4045","Log unit","4","c(ccc1N-c(ccc2N)cc2)cc1","9","","","-"
"CC1=C(C)C(=C(C)C(C)=C1N)N(=O)=O","-","-","2,3,5,6-TETRAMETHYL-4-NITROANILINE","-","A5793","-","-","-","2.36","Log unit","2.36","Log unit","25.0","?C","Nc1c(c(c(N(=O)=O)c(c1C)C)C)C","1.1914","Log unit","nr2","O=N(=O)-c(c(c(c1N)C)C)c(c1C)C","7","","","-"
"CCN(CC)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)C(=O)OC","-","-","4-diethylamino-4'-methoxycarbonylazobenzene","-","A5793","-","-","-","-2.7","Log unit","-2.7","Log unit","25.0","?C","N(=Nc1ccc(N(CC)CC)cc1)c1ccc(cc1)C(=O)OC","-4.369","Log unit","neth","c(cc(c1)N=N-c(ccc2N(CC)CC)cc2)c(c1)C(=O)OC","4","","","-"
"C[N+](C)C1=CC=C(C=C1)N=NC1=CC=CC=C1","-","-","4-dimethylaminoazobenzene","-","A5793","-","-","-","-1.3","Log unit","-1.3","Log unit","25.0","?C","N(=Nc1ccc([N+](C)C)cc1)c1ccccc1","-0.0441","Log unit","1","c(ccc1N=N-c(ccc2[N+1](C)C)cc2)cc1","4","","","-"
"C[N+](C)C1=CC=C(C=C1)N=NC1=CC=C(O)C=C1","-","-","4-dimethylamino-4'-hydroxyazobenzene","-","A5793","-","-","-","-1.8","Log unit","-1.8","Log unit","25.0","?C","N(=Nc1ccc(O)cc1)c1ccc([N+](C)C)cc1","-3.9674","Log unit","2","O-c(ccc1N=N-c(ccc2[N+1](C)C)cc2)cc1","6","","","-"
"CN(C)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)N(=O)=O","-","-","4-dimethylamino-4'-nitroazobenzene","-","A5793","-","-","-","1.81","Log unit","1.81","Log unit","25.0","?C","N(c1ccc(N=Nc2ccc(N(=O)=O)cc2)cc1)(C)C","3.5825","Log unit","nr2","O=N(=O)-c(ccc1N=N-c(ccc2N(C)C)cc2)cc1","13","","","-"
"CNC1=CC=C(C=C1SC)N=N","-","-","4-methylamino-3-methylmercaptoazobenzene","-","A5793","-","-","-","2.03","Log unit","2.03","Log unit","25.0","?C","N=Nc1cc(SC)c(cc1)NC","1.8168","Log unit","nr2","S(C)-c(cc(c1)N=N)c(c1)NC","7","","","-"
"CNC1=C(C)C=C(C=C1)N=N","-","-","3-methyl-4-methylaminoazobenzene","-","A5793","-","-","-","2.94","Log unit","2.94","Log unit","25.0","?C","N=Nc1ccc(c(C)c1)NC","2.1709","Log unit","nr2","c(cc(c1C)NC)c(c1)N=N","10","","","-"
"NCCC1=CC=C(O)C(O)=C1","-","-","1-(2-amino)ethyl-3,4-dihydroxybenzene","-","A5793","-","-","-","8.925","Log unit","8.925","Log unit","25.0","?C","NCCc1ccc(O)c(O)c1","9.2715","Log unit","1","O-c(ccc1CCN)c(O)c1","7","","","-"
"NCCC1=CC=C([O-])C(O)=C1","-","-","1-(2-amino)ethyl-3,4-dihydroxybenzene","-","A5793","-","-","-","10.63","Log unit","10.63","Log unit","25.0","?C","Oc1c([O-])ccc(CCN)c1","10.0078","Log unit","nr2","[O-1]-c(ccc1CCN)c(O)c1","9","","","-"
"NCCC1=CC=C(O)C=C1","-","-","1-(2-amino)ethyl-4-hydroxybenzene","-","A5793","-","-","-","9.7","Log unit","9.7","Log unit","25.0","?C","NCCc1ccc(O)cc1","9.6633","Log unit","oh","O-c(ccc1CCN)cc1","7","","","-"
"NCCC1=CC=C([O-])C=C1","-","-","1-(2-amino)ethyl-4-hydroxybenzene","-","A5793","-","-","-","10.9","Log unit","10.9","Log unit","25.0","?C","[O-]c1ccc(CCN)cc1","10.4108","Log unit","nr2","[O-1]-c(ccc1CCN)cc1","0","","","-"
"NCC(O)C1=CC=CC(O)=C1","-","-","1-(2-amino-1-hydroxy)ethyl-3-hydroxybenzene","-","A5793","-","-","-","9.5","Log unit","9.5","Log unit","25.0","?C","Oc1cccc(C(O)CN)c1","9.56","Log unit","nr2","c(ccc1C(O)CN)c(O)c1","9","","","-"
"NCC(O)C1=CC=C(O)C=C1","-","-","1-(2-amino-1-hydroxy)ethyl-4-hydroxybenzene","-","A5793","-","-","-","9.549999","Log unit","9.549999","Log unit","25.0","?C","Oc1ccc(C(O)CN)cc1","9.6445","Log unit","nr2","O-c(ccc1C(O)CN)cc1","0","","","-"
"CC(N)CCCC1=CC=C(O)C=C1","-","-","1-(4-amino)pentyl-4-hydroxybenzene","-","A5793","-","-","-","9.4","Log unit","9.4","Log unit","25.0","?C","Oc1ccc(CCCC(N)C)cc1","10.0631","Log unit","nr2","O-c(ccc1CCCC(N)C)cc1","0","","","-"
"CNCC(O)C1=CC=C(O)C(O)=C1","-","-","1,2-dihydroxy-4-(1-hydroxy-2-methylamino)ethylbenzene","-","A5793","-","-","-","8.5","Log unit","8.5","Log unit","25.0","?C","N(CC(c1ccc(O)c(O)c1)O)C","8.9122","Log unit","3","O-c(ccc1C(O)CNC)c(O)c1","8","","","-"
"CNCC(O)C1=CC=C(O)C([O-])=C1","-","-","1,2-dihydroxy-4-(1-hydroxy-2-methylamino)ethylbenzene","-","A5793","-","-","-","10.5","Log unit","10.5","Log unit","25.0","?C","[O-]c1c(O)ccc(C(O)CNC)c1","9.6943","Log unit","nr2","O-c(ccc1C(O)CNC)c([O-1])c1","11","","","-"
"CNCCC1=CC=C(O)C(O)=C1","-","-","1,2-dihydroxy-4-(2-methylamino)ethylbenzene","-","A5793","-","-","-","8.9","Log unit","8.9","Log unit","25.0","?C","Oc1c(O)ccc(CCNC)c1","9.2684","Log unit","2","O-c(ccc1CCNC)c(O)c1","10","","","-"
"NNC(=O)C1=CC=CC=C1","-","-","hydrazinocarbonylbenzene","-","A5793","-","-","-","3.03","Log unit","3.03","Log unit","25.0","?C","NNC(=O)c1ccccc1","2.8137","Log unit","4","c(ccc1C(=O)NN)cc1","7","","","-"
"CNCC(O)C1=CC(O)=CC=C1","-","-","1-hydroxy-3-(1-hydroxy-2-methylamino)ethylbenzene","-","A5793","-","-","-","8.875","Log unit","8.875","Log unit","25.0","?C","Oc1cccc(c1)C(O)CNC","9.0678","Log unit","nr2","O-c(ccc1)cc1C(O)CNC","0","","","-"
"C[NH2+]CC(O)C1=CC=C(O)C=C1","-","-","1-hydroxy-4-(1-hydroxy-2-methylamino)ethylbenzene","-","A5793","-","-","-","8.76","Log unit","8.76","Log unit","25.0","?C","Oc1ccc(C(O)C[NH2+]C)cc1","9.4674","Log unit","1","O-c(ccc1C(O)C[N+1]C)cc1","0","","","-"
"CNCC(O)C1=CC=C(O)C=C1","-","-","1-hydroxy-4-(1-hydroxy-2-methylamino)ethylbenzene","-","A5793","-","-","-","9.7","Log unit","9.7","Log unit","25.0","?C","Oc1ccc(C(O)CNC)cc1","9.7555","Log unit","nr2","O-c(ccc1C(O)CNC)cc1","0","","","-"
"COC1=C(O)C(CN)=CC=C1","-","-","2-hydroxy-3-methoxy-benzylamine","-","A5793","-","-","-","11.06","Log unit","11.06","Log unit","25.0","?C","NCc1cccc(OC)c1O","10.3414","Log unit","oh","c(cc(OC)c1O)cc1CN","10","","","-"
"NCC1=CC=C(C=C1)N(=O)=O","-","-","4-Nitrobenzylamine","-","A5793","-","-","-","8.505","Log unit","8.505","Log unit","25.0","?C","NCc1ccc(cc1)N(=O)=O","9.2628","Log unit","nr2","c(cc(c1)N(=O)=O)c(c1)CN","10","","","-"
"NCC1=CC=CC=C1S(N)(=O)=O","-","-","2-sulphamoylbenzylamine","-","A5793","-","-","-","8.53","Log unit","8.53","Log unit","25.0","?C","NCc1c(S(=O)(=O)N)cccc1","8.5582","Log unit","4","S(=O)(=O)(N)-c(ccc1)c(c1)CN","11","","","-"
"NCC1=CC(=CC=C1)S(N)(=O)=O","-","-","3-sulphamoylbenzylamine","-","A5793","-","-","-","8.55","Log unit","8.55","Log unit","25.0","?C","NCc1cc(S(=O)(=O)N)ccc1","8.8517","Log unit","4","S(=O)(=O)(N)-c(ccc1)cc1CN","11","","","-"
"NCC1=CC=C(C=C1)S(N)(=O)=O","-","-","4-sulphamoylbenzylamine","-","A5793","-","-","-","8.35","Log unit","8.35","Log unit","25.0","?C","NCc1ccc(S(=O)(=O)N)cc1","9.2356","Log unit","4","S(=O)(=O)(N)-c(ccc1CN)cc1","9","","","-"
"NC1=CC=C(C=C1)C1=CC=C(C=C1)N(=O)=O","-","-","4-amino-4'-nitropiphenyl","-","A5793","-","-","-","3.765","Log unit","3.765","Log unit","25.0","?C","Nc1ccc(cc1)c1ccc(N(=O)=O)cc1","3.7305","Log unit","nr2","c(cc(c1)-c(ccc2N(=O)=O)cc2)c(c1)N","15","","","-"
"CC1=CC=CC(N)=C1C1=C(N)C=CC=C1C","-","-","2,2'-diamino-6,6'-dimethylbiphenyl","-","A5793","-","-","-","3.7","Log unit","3.7","Log unit","25.0","?C","Nc1c(c2c(cccc2C)N)c(ccc1)C","3.3745","Log unit","nr2","c(cc(N)c1-c(c(cc2)N)c(c2)C)cc1C","9","","","-"
"NC1=CC(O)=C(O)C2=CC=CC=C12","-","-","1-amino-3,4-dihydroxynaphthalene","-","A5793","-","-","-","9.32","Log unit","9.32","Log unit","25.0","?C","Oc1c(c2ccccc2c(c1)N)O","9.5428","Log unit","oh","c(ccc1c(O)c2O)cc1c(c2)N","7","","","-"
"NC1=C(O)C2=CC=CC=C2C(O)=C1","-","-","2-amino-1,4-dihydroxynaphthalene","-","A5793","-","-","-","9.57","Log unit","9.57","Log unit","25.0","?C","Oc1c2ccccc2c(O)c(N)c1","9.7327","Log unit","2","c(ccc1c(O)c2N)cc1c(c2)O","12","","","-"
"NC1=CC=C(C2=CC=CC=C12)N(=O)=O","-","-","1-amino-4-nitro-naphthalene","-","A5793","-","-","-","0.54","Log unit","0.54","Log unit","25.0","?C","Nc1c2ccccc2c(cc1)N(=O)=O","0.7853","Log unit","nr2","c(ccc1c(c2)N(=O)=O)cc1c(c2)N","13","","","-"
"NC1=CC2=CC=CC=C2C(=C1)N(=O)=O","-","-","2-amino-4-nitro-naphthalene","-","A5793","-","-","-","2.43","Log unit","2.43","Log unit","25.0","?C","Nc1cc2ccccc2c(c1)N(=O)=O","1.9933","Log unit","nr2","c(ccc1c(c2)N(=O)=O)cc1cc2N","13","","","-"
"NC1=CC2=C(C=C1)C(=CC=C2)N(=O)=O","-","-","2-amino-5-nitro-naphthalene","-","A5793","-","-","-","3.01","Log unit","3.01","Log unit","25.0","?C","Nc1ccc2c(cccc2N(=O)=O)c1","3.7321","Log unit","nr2","c(cc(c1cc2)c(c2)N(=O)=O)c(c1)N","13","","","-"
"NC1=CC2=C(C=C1)C=C(C=C2)N(=O)=O","-","-","2-amino-6-nitro-naphthalene","-","A5793","-","-","-","2.62","Log unit","2.62","Log unit","25.0","?C","Nc1ccc2cc(ccc2c1)N(=O)=O","3.7522","Log unit","nr2","c(cc(cc(c1)N(=O)=O)c2c1)c(c2)N","13","","","-"
"NC1=CC2=C(C=C1)C=CC(=C2)N(=O)=O","-","-","2-amino-7-nitro-naphthalene","-","A5793","-","-","-","3.1","Log unit","3.1","Log unit","25.0","?C","Nc1ccc2ccc(N(=O)=O)cc2c1","3.7576","Log unit","nr2","c(cc(ccc1N(=O)=O)c2c1)c(c2)N","13","","","-"
"NC1=CC2=C(C=CC=C2N(=O)=O)C=C1","-","-","2-amino-8-nitronaphthalene","-","A5793","-","-","-","2.73","Log unit","2.73","Log unit","25.0","?C","Nc1ccc2cccc(c2c1)N(=O)=O","3.5606","Log unit","nr2","c(cc(ccc1)c2c1N(=O)=O)c(c2)N","13","","","-"
"NC1=C(N)C2=CC=CC=C2C=C1","-","-","1,2-Diaminonaphthalene","-","A5793","-","-","-","4.76","Log unit","4.76","Log unit","25.0","?C","Nc1c(c2ccccc2cc1)N","4.3056","Log unit","4","c(ccc1c(c2N)N)cc1cc2","6","","","-"
"NC1=CC(N)=C(O)C2=CC=CC=C12","-","-","1,3-diamino-4-hydroxynaphthalene","-","A5793","-","-","-","4.7","Log unit","4.7","Log unit","25.0","?C","Nc1c2ccccc2c(O)c(N)c1","5.6332","Log unit","nr2","c(ccc1c(O)c2N)cc1c(c2)N","12","","","-"
"NC1=CC([NH2+])=C([O-])C2=CC=CC=C12","-","-","1,3-diamino-4-hydroxynaphthalene","-","A5793","-","-","-","3.14","Log unit","3.14","Log unit","25.0","?C","Nc1c2ccccc2c([O-])c([NH+])c1","4.5347","Log unit","nr2","c(ccc1c([O-1])c2[N+1])cc1c(c2)N","12","","","-"
"NCCNCC1=CC=CO1","-","-","2-(2-aminoethylaminomethyl)furan","-","A5793","-","-","-","9.795","Log unit","9.795","Log unit","25.0","?C","NCCNCc1occc1","9.397","Log unit","4","O(C=C1)C(=C1)CNCCN","9","","","-"
"[NH2+]CCNCC1=CC=CO1","-","-","2-(2-aminoethylaminomethyl)furan","-","A5793","-","-","-","6.56","Log unit","6.56","Log unit","25.0","?C","N(Cc1occc1)CC[NH2+]","7.6291","Log unit","nr2","O(C=C1)C(=C1)CNCC[N+1]","6","","","-"
"NCCNCC1=COC=C1","-","-","3-(2-aminoethylaminomethyl)furan","-","A5793","-","-","-","9.86","Log unit","9.86","Log unit","25.0","?C","NCCNCc1cocc1","9.4407","Log unit","3","O(C=C1)C=C1CNCCN","9","","","-"
"C(C[N+]1CCCCC1)N1CCCCC1","-","-","1-(2-piperidino)ethylpiperidine","-","A5793","-","-","-","6.55","Log unit","6.55","Log unit","25.0","?C","N1(CC[N+]2CCCCC2)CCCCC1","7.8591","Log unit","nr2","C1CCCC[N+1]1CCN2CCCCC2","8","","","-"
"N1C=CC=C1","-","-","pyrrole","-","A5793","-","-","-","-3.8","Log unit","-3.8","Log unit","25.0","?C","[nH]1cccc1","18.0034","Log unit","nr2","N(C=C1)C(=C1)","0","","","-"
"N1C=CC=C1","-","-","pyrrole","-","A5793","-","-","-","16.8","Log unit","16.8","Log unit","25.0","?C","[nH]1cccc1","18.0034","Log unit","nr2_a","N(C=C1)C(=C1)","0","","","-"
"CC1=CC=C(C)N1","-","-","Pyrrole,2,5-dimethyl-","-","A5793","-","-","-","-0.71","Log unit","-0.71","Log unit","25.0","?C","[nH]1c(ccc1C)C","17.9737","Log unit","nr2","N(C(=C1)C)C(=C1)C","0","","","-"
"NC1CC(=O)NC1=O","-","-","Pyrrolidien,3-amino-2,5-dioxo-:","-","A5793","-","-","-","5.9","Log unit","5.9","Log unit","25.0","?C","NC1CC(=O)NC1=O","6.5312","Log unit","4","O=C(NC1=O)CC1N","7","","","-"
"OC(CN1CCCC1)C[N+]1CCCC1","-","-","Pyrrolidine,1(2-hydroxy-3-pyrrolidine-1-yl)propyl-:","-","A5793","-","-","-","8.05","Log unit","8.05","Log unit","25.0","?C","N1(CCCC1)CC(O)C[N+]1CCCC1","9.2151","Log unit","nr2","C(CC1)N(C1)CC(O)C[N+1](CC2)CC2","3","","","-"
"C[N+]1CCCC1C1=CN=CC=C1","-","-","Pyrrolidine, 1-methyl-2-(3-pyridy)-:","-","A5793","-","-","-","3.4","Log unit","3.4","Log unit","25.0","?C","n1cccc(c1)C1[N+](CCC1)C","4.4641","Log unit","n","n(ccc1)cc1C([N+1](C2)C)CC2","0","","","-"
"NCCNCC1=CC=CS1","-","-","Thiophene, 2-(2-aminoethylaminomethyl)-:","-","A5793","-","-","-","9.7","Log unit","9.7","Log unit","25.0","?C","NCCNCc1sccc1","9.4933","Log unit","4","S1C(CNCCN)=CC=C1","6","","","-"
"[NH2+]CCNCC1=CC=CS1","-","-","Thiophene, 2-(2-aminoethylaminomethyl)-:","-","A5793","-","-","-","6.3","Log unit","6.3","Log unit","25.0","?C","N(Cc1sccc1)CC[NH2+]","8.4597","Log unit","nr2","S1C(CNCC[N+1])=CC=C1","3","","","-"
"NCCNCC1=CC=CS1","-","-","Thiophene, 2-(2-aminoethylaminomethyl)-:","-","A5793","-","-","-","9.8","Log unit","9.8","Log unit","25.0","?C","NCCNCc1sccc1","9.4933","Log unit","4","S(C=C1)C(=C1)CNCCN","9","","","-"
"CC1=NOC=C1","-","-","Isoxsazole, 3-methyl-","-","A5793","-","-","-","-1.0","Log unit","-1.0","Log unit","25.0","?C","n1occc1C","0.7174","Log unit","nethR","O(N=C1C)C=C1","1","","","-"
"CC1=C(C)C(C)=NO1","-","-","Isoxazoline, 3,4,5-trimethyl-","-","A5793","-","-","-","-1.0","Log unit","-1.0","Log unit","25.0","?C","n1oc(C)c(c1C)C","1.781","Log unit","nethR","O(N=C1C)C(C)=C1C","1","","","-"
"NCCN1CCOCC1","-","-","Morpholine, N-(2-amino)ethyl-","-","A5793","-","-","-","9.45","Log unit","9.45","Log unit","25.0","?C","NCCN1CCOCC1","9.3746","Log unit","3","O(CCN1CCN)CC1","6","","","-"
"[NH2+]CCN1CCOCC1","-","-","Morpholine, N-(2-amino)ethyl-","-","A5793","-","-","-","4.84","Log unit","4.84","Log unit","25.0","?C","N1(CCOCC1)CC[NH2+]","6.8765","Log unit","nr2","O(CCN1CC[N+1])CC1","3","","","-"
"CC(O)CN(CCN1CCOCC1)CC(C)O","-","-","Morplholine, N-[2-(dis-2-hydroxypropyl)aminoethyl]-","-","A5793","-","-","-","7.9","Log unit","7.9","Log unit","25.0","?C","N(CCN1CCOCC1)(CC(O)C)CC(O)C","9.2024","Log unit","4","O(CCN1CCN(CC(O)C)CC(O)C)CC1","6","","","-"
"CC(O)CN(CCCN1CCOCC1)CC(C)O","-","-","Mokrpholine, N-[3-(bis-2-hydroxpropyl)aminopropyl]-","-","A5793","-","-","-","8.4","Log unit","8.4","Log unit","25.0","?C","N(CCCN1CCOCC1)(CC(O)C)CC(O)C","9.7229","Log unit","4","O(CCN1CCCN(CC(O)C)CC(O)C)CC1","7","","","-"
"CC(O)C[N+](CCCN1CCOCC1)CC(C)O","-","-","Mokrpholine, N-[3-(bis-2-hydroxpropyl)aminopropyl]-","-","A5793","-","-","-","5.5","Log unit","5.5","Log unit","25.0","?C","N1(CCOCC1)CCC[N+](CC(O)C)CC(O)C","7.3331","Log unit","nr2","O(CCN1CCC[N+1](CC(O)C)CC(O)C)CC1","3","","","-"
"OC(CN1CCOCC1)C[N+]1CCOCC1","-","-","Morpholine, N-(2-hydroxy-3-morpholin)propyl-:","-","A5793","-","-","-","5.3","Log unit","5.3","Log unit","25.0","?C","N1(CCOCC1)CC(O)C[N+]1CCOCC1","6.9025","Log unit","nr2","O(CCN1CC(O)C[N+1](CCO2)CC2)CC1","3","","","-"
"CC1=NCCO1","-","-","Oxazoline, 2-methylo-:","-","A5793","-","-","-","5.51","Log unit","5.51","Log unit","25.0","?C","N1=C(OCC1)C","4.2766","Log unit","nethR","O(CC1)C(=N1)C","4","","","-"
"CC(=O)N1CCNCC1","-","-","Piperazine, 1-acetyl-","-","A5793","-","-","-","7.94","Log unit","7.94","Log unit","25.0","?C","N1CCN(C(=O)C)CC1","7.8222","Log unit","2","N(CCN1C(=O)C)CC1","0","","","-"
"NCCN1CCNCC1","-","-","Piperazine, N-2-aminoethyl-","-","A5793","-","-","-","9.4","Log unit","9.4","Log unit","25.0","?C","NCCN1CCNCC1","9.6835","Log unit","5","N(CCN1CCN)CC1","6","","","-"
"[NH2+]CCN1CCNCC1","-","-","Piperazine, N-2-aminoethyl-","-","A5793","-","-","-","8.37","Log unit","8.37","Log unit","25.0","?C","N1CCN(CC[NH2+])CC1","9.2814","Log unit","2","N(CCN1CC[N+1])CC1","0","","","-"
"CN1CCN(CC1)C(=O)C1=CC=CC=C1","-","-","Piperazine, 1-benzoyl-4-methyl-","-","A5793","-","-","-","6.78","Log unit","6.78","Log unit","25.0","?C","N1(CCN(C(=O)c2ccccc2)CC1)C","6.8707","Log unit","2","c(ccc1C(=O)N(CCN2C)CC2)cc1","9","","","-"
"CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Br)C=C1","-","-","Piperazine, 1-(4-dromobenzhydryl)-4-methyl-:","-","A5793","-","-","-","7.97","Log unit","7.97","Log unit","25.0","?C","N1(CCN(C(c2ccc(Br)cc2)c2ccccc2)CC1)C","7.9406","Log unit","2","Br-c(ccc1C(N(CCN2C)CC2)-c(ccc3)cc3)cc1","9","","","-"
"CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC(Cl)=CC=C1","-","-","Piperazine, 1-(3-chlorobenzhydry)-4-methylo-","-","A5793","-","-","-","8.1","Log unit","8.1","Log unit","25.0","?C","N1(CCN(C(c2cc(Cl)ccc2)c2ccccc2)CC1)C","7.9914","Log unit","2","Cl-c(ccc1)cc1C(N(CCN2C)CC2)c(ccc3)cc3","11","","","-"
"CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1","-","-","Piperazine, 1-(4-chlorobenzhyldryl)-4-methyl-","-","A5793","-","-","-","7.98","Log unit","7.98","Log unit","25.0","?C","N1(CCN(C(c2ccc(Cl)cc2)c2ccccc2)CC1)C","8.0034","Log unit","2","Cl-c(ccc1C(N(CCN2C)CC2)c(ccc3)cc3)cc1","9","","","-"
"CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1","-","-","Piperazine, 1-diphenylmethyl-4-methyl-","-","A5793","-","-","-","8.16","Log unit","8.16","Log unit","25.0","?C","N1(C(c2ccccc2)c2ccccc2)CCN(C)CC1","8.5102","Log unit","2","c(ccc1C(N(CCN2C)CC2)c(ccc3)cc3)cc1","5","","","-"
"CN1CCN(CC1)C(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1","-","-","Piperazine, 1-(4-fluorobenzhydry)-4-methyl-","-","A5793","-","-","-","8.23","Log unit","8.23","Log unit","25.0","?C","N1(CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1)C","7.9131","Log unit","2","F-c(ccc1C(N(CCN2C)CC2)-c(ccc3F)cc3)cc1","9","","","-"
"N1C=CC=N1","-","-","Pyrazole,","-","A5793","-","-","-","2.48","Log unit","2.48","Log unit","25.0","?C","n1[nH]ccc1","2.1689","Log unit","nethR","N(NC=1)=CC1","0","","","-"
"NCCC1=NNC=C1","-","-","Pyrazole,3-(2-aminoethyl)-","-","A5793","-","-","-","9.61","Log unit","9.61","Log unit","25.0","?C","NCCc1n[nH]cc1","9.5571","Log unit","4","N(NC=1)=C(C1)CCN","7","","","-"
