"SMILES","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Temperature","UNIT {Temperature}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC group given","IC smiles given","IC index predicted","AtomNR of IC","groupsAndICs","IC group detected","MultiGroupDetection","CASRN"
"O=N(=O)C1=CC(=CC=C1)C1=CC=NC=C1","4-m-nitrophenyl-pyridine","-","A5793","-","-","-","4.9","Log unit","4.9","Log unit","25.0","?C","n1ccc(c2cccc(c2)N(=O)=O)cc1","","-","n","n(ccc1-c(ccc2)cc2N(=O)=O)cc1","","","{n=[0], nr2=[10]}","0","","-"
"O=N(=O)C1=CC=C(C=C1)C1=CC=NC=C1","4-p-nitrophenyl-pyridine","-","A5793","-","-","-","4.87","Log unit","4.87","Log unit","25.0","?C","n1ccc(c2ccc(N(=O)=O)cc2)cc1","","-","n","n(ccc1-c(ccc2N(=O)=O)cc2)cc1","","","{n=[0], nr2=[8]}","0","","-"
"O=N(=O)C1=CC=C(C=CC2=CC=NC=C2)C=C1","trans-p-nitrostyryl-pyridine","-","A5793","-","-","-","5.15","Log unit","5.15","Log unit","25.0","?C","n1ccc(C=Cc2ccc(N(=O)=O)cc2)cc1","","-","n","n(ccc1C=C-c(ccc2N(=O)=O)cc2)cc1","","","{n=[0], nr2=[10]}","0","","-"
"C1=CC=C(C=C1)C1=CN=CC=C1","3-phenyl-pyridine","-","A5793","-","-","-","4.8","Log unit","4.8","Log unit","25.0","?C","n1cccc(c1)c1ccccc1","","-","n","n(ccc1)cc1-c(ccc2)cc2","","","{n=[0]}","0","","-"
"C1=CC=C(C=C1)C1=CC=NC=C1","4-Phenyl-pyridine","-","A5793","-","-","-","5.55","Log unit","5.55","Log unit","25.0","?C","n1ccc(c2ccccc2)cc1","","-","n","n(ccc1-c(ccc2)cc2)cc1","","","{n=[0]}","0","","-"
"C1=CC=C(C=C1)N=NC1=CC=NC=C1","4-phenylazo-pyridine","-","A5793","-","-","-","3.5","Log unit","3.5","Log unit","25.0","?C","n1ccc(N=Nc2ccccc2)cc1","","-","n","n(ccc1N=N-c(ccc2)cc2)cc1","","","{n=[0]}","0","","-"
"C1=CC(=CN=C1)C1=CN=CC=C1","3-(3-pyridyl)-pyridine","-","A5793","-","-","-","4.6","Log unit","4.6","Log unit","25.0","?C","n1cccc(c1)c1cnccc1","","-","n","n(ccc1)cc1-c(cnc2)cc2","","","{n=[0, 8]}","0","true","-"
"C1=CC(=CN=C1)C1=CC=NC=C1","3-(4-pyridyl)-pyridine","-","A5793","-","-","-","4.85","Log unit","4.85","Log unit","25.0","?C","n1ccc(c2cnccc2)cc1","","-","n","n(ccc1-c(cnc2)cc2)cc1","","","{n=[0, 6]}","0","true","-"
"C1=CC(=CC=N1)C1=CC=NC=C1","4-(4-pyridyl)-pyridine","-","A5793","-","-","-","4.82","Log unit","4.82","Log unit","25.0","?C","n1ccc(c2ccncc2)cc1","","-","n","n(ccc1-c(ccn2)cc2)cc1","","","{n=[0, 7]}","0","true","-"
"C(=CC1=CC=NC=C1)C1=CC=CC=C1","trans-4-styryl-pyridine","-","A5793","-","-","-","5.92","Log unit","5.92","Log unit","25.0","?C","n1ccc(C=Cc2ccccc2)cc1","","-","n","n(ccc1C=C-c(ccc2)cc2)cc1","","","{n=[0]}","0","","-"
"C=CC1=CC=NC=C1","4-vinyl-pyridine","-","A5793","-","-","-","5.62","Log unit","5.62","Log unit","25.0","?C","n1ccc(C=C)cc1","","-","n","n(ccc1C=C)cc1","","","{n=[0]}","0","","-"
"C1=CN=CC=N1","Pyrazine","-","A5793","-","-","-","0.8","Log unit","0.8","Log unit","25.0","?C","n1ccncc1","","-","n","n(ccn1)cc1","","","{n=[0, 3]}","0","true","-"
"CNC1=C(N=CC=N1)C(N)=N","Pyrazine, 2-amidino-3-methylamino-","-","A5793","-","-","-","8.96","Log unit","8.96","Log unit","25.0","?C","C(=N)(c1c(nccn1)NC)N","","-","neth","n(ccn1)c(NC)c1C(=N)N","","","{neth=[8], n=[0, 3], nr2=[5, 10]}","8","","-"
"CS(=O)(=O)C1=NC=CN=C1","2-methylsulphonylpyrazine","-","A5793","-","-","-","-2.47","Log unit","-2.47","Log unit","25.0","?C","n1c(S(=O)(=O)C)cncc1","","-","n","S(=O)(=O)(C)-c(ncc1)cn1","","","{n=[5, 9]}","5","true","-"
"SC1CNCC[NH2+]1","2-mercaptopyrazine","-","A5793","-","-","-","-0.73","Log unit","-0.73","Log unit","25.0","?C","SC1[NH2+][CH][CH]N[CH]1","","-","sh","S-c([n+1]cc1)cn1","","","{sh=[0]}","0","","-"
"COC1CCC(S)[NH2+]N1","3-methoxy-6-mercaptopyridazine","-","A5793","-","-","-","-2.36","Log unit","-2.36","Log unit","25.0","?C","SC1[NH2+]NC(OC)[CH][CH]1","","-","sh","S-c([n+1]nc1OC)cc1","","","{sh=[0]}","0","","-"
"C1=CN=NC=C1","pyridazine","-","A5793","-","-","-","2.6","Log unit","2.6","Log unit","25.0","?C","n1ncccc1","","-","n","n(ncc1)cc1","","","{n=[0, 1]}","0","true","-"
"COC1=CC=C(OC)N=N1","3,6-dimethoxypyridazine","-","A5793","-","-","-","1.31","Log unit","1.31","Log unit","25.0","?C","n1nc(OC)ccc1OC","","-","n","n(nc(OC)c1)c(OC)c1","","","{n=[0, 1]}","0","true","-"
"CC1=CC=C(C)N=N1","2,6-dimethylpyridazine","-","A5793","-","-","-","3.69","Log unit","3.69","Log unit","25.0","?C","n1nc(ccc1C)C","","-","n","n(nc(c1)C)c(c1)C","","","{n=[0, 1]}","0","true","-"
"SC1CCCN[NH2+]1","3-mercaptopyridazine","-","A5793","-","-","-","-2.68","Log unit","-2.68","Log unit","25.0","?C","SC1[NH2+]N[CH][CH][CH]1","","-","sh","S-c([n+1]nc1)cc1","","","{sh=[0]}","0","","-"
"CC1=C(C)C(C)=C(C)N=N1","3,4,5,6-tetramethylpyridazine","-","A5793","-","-","-","5.06","Log unit","5.06","Log unit","25.0","?C","n1nc(C)c(C)c(c1C)C","","-","n","n(nc(C)c1C)c(C)c1C","","","{n=[0, 1]}","0","true","-"
"C1=CN=CN=C1","pyrimidine","-","A5793","-","-","-","0.93","Log unit","0.93","Log unit","25.0","?C","n1cnccc1","","-","n","n(cnc1)cc1","","","{n=[0, 2]}","0","true","-"
"NC1=NC=CC=N1","2-Aminopyrimidine","-","A5793","-","-","-","3.3","Log unit","3.3","Log unit","25.0","?C","n1cccnc1N","","-","n","n(ccc1)c(n1)N","","","{n=[0, 5], nr2=[6]}","0","true","-"
"NC1=CN=CN=C1","5-amino-pyrimidine","-","A5793","-","-","-","2.27","Log unit","2.27","Log unit","25.0","?C","n1cncc(c1)N","","-","n","n(cnc1)cc1N","","","{n=[0, 2], nr2=[6]}","0","true","-"
"NC1=NC=C(Br)C=N1","2-Amino-5-bromopyrimidine","-","A5793","-","-","-","1.95","Log unit","1.95","Log unit","25.0","?C","n1cc(Br)cnc1N","","-","n","Br-c(cnc1N)cn1","","","{n=[3, 7], nr2=[5]}","3","true","-"
"CC1=NC(N)=NC(C)=C1Br","2-amino-5-bromo-4,6-dimethylpyrimidine","-","A5793","-","-","-","3.0","Log unit","3.0","Log unit","25.0","?C","n1c(c(Br)c(nc1N)C)C","","-","n","Br-c(c(nc1N)C)c(n1)C","","","{n=[3, 8], nr2=[5]}","3","true","-"
"NC(=O)C1=CN=C(N)N=C1","2-amino-5-carbamoylpyrimidine","-","A5793","-","-","-","1.8","Log unit","1.8","Log unit","25.0","?C","n1cc(cnc1N)C(=O)N","","-","n","n(cc(c1)C(=O)N)c(n1)N","","","{n=[0, 8], nr2=[6, 9]}","0","true","-"
"CC1=NC(N)=NC(C)=C1C(N)=O","2-amino-5-carbamoyl-4,6-dimethylpyrimidine","-","A5793","-","-","-","3.11","Log unit","3.11","Log unit","25.0","?C","n1c(nc(C)c(c1C)C(=O)N)N","","-","n","n(c(nc1C)N)c(C)c1C(=O)N","","","{n=[0, 2], nr2=[5, 11]}","0","true","-"
"CC1=C(C=NC(N)=N1)C(N)=O","2-amino-5-carbamoyl-4-methylpyrimidine","-","A5793","-","-","-","2.6","Log unit","2.6","Log unit","25.0","?C","n1cc(c(C)nc1N)C(=O)N","","-","n","n(cc(c1C)C(=O)N)c(n1)N","","","{n=[0, 9], nr2=[7, 10]}","0","true","-"
"NC1=CC(Cl)=NC=N1","4-amino-6-chloropyrimidine","-","A5793","-","-","-","2.1","Log unit","2.1","Log unit","25.0","?C","n1c(Cl)cc(nc1)N","","-","n","Cl-c(ncn1)cc1N","","","{n=[2, 4], nr2=[7]}","2","true","-"
"CC1=CC(C)=NC(N)=N1","2-AMINO-4,6-DIMETHYLPYRIMIDINE","-","A5793","-","-","-","4.675","Log unit","4.675","Log unit","25.0","?C","n1c(nc(C)cc1C)N","","-","n","n(c(nc1C)N)c(c1)C","","","{n=[0, 2], nr2=[5]}","0","true","-"
"CC1=NC(N)=NC(C)=C1C1=CC=C(C=C1)N(=O)=O","2-amino-4,6-dimethyl-5-(4-nitrophenyl)pyrimidine","-","A5793","-","-","-","4.54","Log unit","4.54","Log unit","25.0","?C","n1c(c(c2ccc(N(=O)=O)cc2)c(nc1N)C)C","","-","n","O=N(=O)-c(ccc1c(c(nc2N)C)c(n2)C)cc1","","","{n=[9, 14], nr2=[1, 11]}","9","true","-"
"CC1=NC(N)=NC(C)=C1C1=CC(=CC=C1)N(=O)=O","2-amino-4,6-dimethyl-5-(3-nitrophenyl)pyrimidine","-","A5793","-","-","-","4.17","Log unit","4.17","Log unit","25.0","?C","n1c(c(c2cc(N(=O)=O)ccc2)c(nc1N)C)C","","-","n","O=N(=O)-c(ccc1)cc1c(c(nc2N)C)c(n2)C","","","{n=[11, 16], nr2=[1, 13]}","11","true","-"
"CC1=NC(N)=NC(C)=C1C1=CC=C(C=C1)N(=O)=O","2-amino-4,6-dimethyl-5-(4-nitrophenyl)pyrimidine","-","A5793","-","-","-","4.24","Log unit","4.24","Log unit","25.0","?C","n1c(c(c2ccc(N(=O)=O)cc2)c(nc1N)C)C","","-","n","O=N(=O)-c(ccc1c(c(nc2N)C)c(n2)C)cc1","","","{n=[9, 14], nr2=[1, 11]}","14","true","-"
"CC1=NC(N)=NC(C)=C1C1=CC=CC=C1","2-amino-4,6-dimethyl-5-phenylpyrimidine","-","A5793","-","-","-","4.61","Log unit","4.61","Log unit","25.0","?C","n1c(c(c2ccccc2)c(nc1N)C)C","","-","n","c(ccc1c(c(nc2N)C)c(n2)C)cc1","","","{n=[6, 11], nr2=[8]}","6","true","-"
"CN(C)C1=C(C)C=NC=C1C","3,5-dimethyl-4-dimethylaminopyridine","-","A5793","-","-","-","7.965","Log unit","7.965","Log unit","25.0","?C","n1cc(C)c(N(C)C)c(c1)C","","-","n","n(cc(C)c1N(C)C)cc1C","","","{n=[0], nr2=[5]}","0","","-"
"CNC1=C(C)C=NC=C1C","3,5-dimethyl-4-methylaminopyridine","-","A5793","-","-","-","9.925","Log unit","9.925","Log unit","25.0","?C","n1cc(C)c(NC)c(c1)C","","-","n","n(cc(C)c1NC)cc1C","","","{n=[0], nr2=[5]}","0","","-"
"CC1=CN=CC(C)=C1N(=O)=O","3,5-dimethyl-4-nitropyridine","-","A5793","-","-","-","2.51","Log unit","2.51","Log unit","25.0","?C","n1cc(C)c(N(=O)=O)c(c1)C","","-","n","n(cc(C)c1N(=O)=O)cc1C","","","{n=[0], nr2=[5]}","0","","-"
"CC1=CC=C(C(C)=N1)S([O-])(=O)=O","2.6-dimethyl-3-sulphopyridine","-","A5793","-","-","-","4.89","Log unit","4.89","Log unit","25.0","?C","n1c(c(S(=O)(=O)[O-])ccc1C)C","","-","n","S(=O)(=O)([O-1])-c(ccc1C)c(n1)C","","","{n=[10]}","10","","-"
"CC1=CC(=CC(C)=N1)S(O)(=O)=O","2.6-dimethyl-4-sulphopyridine","-","A5793","-","-","-","5.09","Log unit","5.09","Log unit","25.0","?C","n1c(cc(S(=O)(=O)O)cc1C)C","","-","n","S(=O)(=O)(O)-c(cc(n1)C)cc1C","","","{n=[7], so3h=[3, 3]}","7","","-"
"CCOC1=CC=NC=C1","4-ETHOXYPYRIDINE","-","A5793","-","-","-","6.67","Log unit","6.67","Log unit","25.0","?C","n1ccc(OCC)cc1","","-","n","n(ccc1OCC)cc1","","","{n=[0]}","0","","-"
"CCOC(=O)C1=CN=CC=C1","3-ethoxycarbonylpyridine","-","A5793","-","-","-","3.35","Log unit","3.35","Log unit","25.0","?C","n1cccc(c1)C(=O)OCC","","-","n","n(ccc1)cc1C(=O)OCC","","","{n=[0]}","0","","-"
"CCOC(=O)C1=CC=NC=C1","4-ethoxycarbonylpyridine","-","A5793","-","-","-","3.45","Log unit","3.45","Log unit","25.0","?C","n1ccc(C(=O)OCC)cc1","","-","n","n(ccc1C(=O)OCC)cc1","","","{n=[0]}","0","","-"
"CCOC1=CC=NC=C1N(=O)=O","4-Ethoxy-3-nitropyridine","-","A5793","-","-","-","2.67","Log unit","2.67","Log unit","25.0","?C","n1ccc(OCC)c(c1)N(=O)=O","","-","n","n(ccc1OCC)cc1N(=O)=O","","","{n=[0], nr2=[9]}","0","","-"
"CCC1=CC=CC=N1","2-ETHYLPYRIDINE","-","A5793","-","-","-","5.98","Log unit","5.98","Log unit","25.0","?C","n1ccccc1CC","","-","n","n(ccc1)c(c1)CC","","","{n=[0]}","0","","-"
"CCC1=CN=CC=C1","3-ETHYLPYRIDINE","-","A5793","-","-","-","5.7","Log unit","5.7","Log unit","25.0","?C","n1cccc(c1)CC","","-","n","n(ccc1)cc1CC","","","{n=[0]}","0","","-"
"CCC1=CC=NC=C1","4-ETHYLPYRIDINE","-","A5793","-","-","-","6.02","Log unit","6.02","Log unit","25.0","?C","n1ccc(CC)cc1","","-","n","n(ccc1CC)cc1","","","{n=[0]}","0","","-"
"CCC1=CN=CC(C)=C1","3-ethyl-5-methylpyridine","-","A5793","-","-","-","6.3","Log unit","6.3","Log unit","25.0","?C","n1cc(cc(c1)CC)C","","-","n","n(cc(c1)C)cc1CC","","","{n=[0]}","0","","-"
"CCC1=CC=C(C)N=C1","3-Ethyl-6-methylpyridine","-","A5793","-","-","-","6.51","Log unit","6.51","Log unit","25.0","?C","n1cc(ccc1C)CC","","-","n","n(cc(c1)CC)c(c1)C","","","{n=[0]}","0","","-"
"CCC1=CN=CC=C1NC","3-ethyl-4-methylaminopyridine","-","A5793","-","-","-","9.89","Log unit","9.89","Log unit","25.0","?C","n1ccc(NC)c(c1)CC","","-","n","n(ccc1NC)cc1CC","","","{n=[0], nr2=[4]}","0","","-"
"CCC1=CN=CC=C1N(=O)=O","3-ethyl-4-nitropyridine","-","A5793","-","-","-","2.16","Log unit","2.16","Log unit","25.0","?C","n1ccc(N(=O)=O)c(c1)CC","","-","n","n(ccc1N(=O)=O)cc1CC","","","{n=[0], nr2=[4]}","0","","-"
"FC1=CC=CC=N1","2-FLUOROPYRIDINE","-","A5793","-","-","-","-0.44","Log unit","-0.44","Log unit","25.0","?C","n1ccccc1F","","-","n","n(ccc1)c(F)c1","","","{n=[0]}","0","","-"
"FC1=CN=CC=C1","3-fluoro-pyridine","-","A5793","-","-","-","2.985","Log unit","2.985","Log unit","25.0","?C","n1cccc(c1)F","","-","n","n(ccc1)cc1F","","","{n=[0]}","0","","-"
"O=CC1=CC=CC=N1","2-Formylpyridine","-","A5793","-","-","-","3.78","Log unit","3.78","Log unit","25.0","?C","n1ccccc1C=O","","-","n","n(ccc1)c(c1)C=O","","","{n=[0]}","0","","-"
"O=CC1=CN=CC=C1","3-FORMYLPYRIDINE","-","A5793","-","-","-","3.749","Log unit","3.749","Log unit","25.0","?C","n1cccc(c1)C=O","","-","n","n(ccc1)cc1C=O","","","{n=[0]}","0","","-"
"O=CC1=CC=NC=C1","4-FORMYLPYRIDINE","-","A5793","-","-","-","4.65","Log unit","4.65","Log unit","25.0","?C","n1ccc(C=O)cc1","","-","n","n(ccc1C=O)cc1","","","{n=[0]}","0","","-"
"OC1=C(C=O)N=CC=C1","2-FORMYL-3-HYDROXYPYRIDINE","-","A5793","-","-","-","3.4","Log unit","3.4","Log unit","25.0","?C","n1cccc(c1C=O)O","","-","n","n(ccc1)c(c1O)C=O","","","{n=[0], oh=[6]}","0","","-"
"OC1=CN=CC=C1C=O","4-FORMYL-3-HYDROXYPYRIDINE","-","A5793","-","-","-","4.05","Log unit","4.05","Log unit","25.0","?C","n1ccc(C=O)c(c1)O","","-","n","n(ccc1C=O)cc1O","","","{n=[0], oh=[8]}","0","","-"
"COC1=C(C=O)N=CC=C1","2-FORMYL-3-METHOXYPYRIDINE","-","A5793","-","-","-","3.89","Log unit","3.89","Log unit","25.0","?C","n1cccc(c1C=O)OC","","-","n","n(ccc1)c(c1OC)C=O","","","{n=[0]}","0","","-"
"COC1=CN=CC=C1C=O","4-FORMYL-3-METHOXYPYRIDINE","-","A5793","-","-","-","4.45","Log unit","4.45","Log unit","25.0","?C","n1ccc(C=O)c(c1)OC","","-","n","n(ccc1C=O)cc1OC","","","{n=[0]}","0","","-"
"CCCCCCC1=CC=CC=N1","2-Hexylpyridine","-","A5793","-","-","-","5.95","Log unit","5.95","Log unit","25.0","?C","n1ccccc1CCCCCC","","-","n","n(ccc1)c(c1)CCCCCC","","","{n=[0]}","0","","-"
"[O-]C1=NC=CC=C1","2-hydroxypyridine","-","A5793","-","-","-","11.8","Log unit","11.8","Log unit","25.0","?C","n1c([O-])cccc1","","-","n","n1c([O-1])cccc1","","","{n=[0]}","0","","-"
"OC1CCCC[NH2+]1","2-hydroxypyridine","-","A5793","-","-","-","0.75","Log unit","0.75","Log unit","25.0","?C","OC1[NH2+][CH][CH][CH][CH]1","","-","oh","[n+1]1c(O)cccc1","","","{oh=[2]}","2","","-"
"OC1=CN=CC=C1","3-hydroxypyridine","-","A5793","-","-","-","4.795","Log unit","4.795","Log unit","25.0","?C","n1cccc(c1)O","","-","n","n(ccc1)cc1O","","","{n=[0], oh=[6]}","0","","-"
"[O-]C1=CC=NC=C1","4-hydroxypyridine","-","A5793","-","-","-","11.12","Log unit","11.12","Log unit","25.0","?C","n1ccc([O-])cc1","","-","n","n1ccc([O-1])cc1","","","{n=[0]}","0","","-"
"OC1CC[NH2+]CC1","4-hydroxypyridine","-","A5793","-","-","-","3.2","Log unit","3.2","Log unit","25.0","?C","OC1[CH][CH][NH2+][CH][CH]1","","-","oh","[n+1]1ccc(O)cc1","","","{oh=[4]}","4","","-"
"OC(C1=CC=CC=C1)C1=NC=CC=C1","2-hydroxybenzyl-pyridine","-","A5793","-","-","-","4.435","Log unit","4.435","Log unit","25.0","?C","n1c(C(O)c2ccccc2)cccc1","","-","n","n1c(C(O)c2ccccc2)cccc1","","","{n=[0], oh=[3]}","0","","-"
"NNC(=O)C1=CN=CC=C1","3-hydrazinocarbonylpyridine","-","A5793","-","-","-","3.29","Log unit","3.29","Log unit","25.0","?C","n1cccc(c1)C(=O)NN","","-","n","n(ccc1)cc1C(=O)NN","","","{n=[0], nr2=[8, 9]}","0","","-"
"NNC(=O)C1=CC=NC=C1","4-hydrazinocarbonylpyridine","-","A5793","-","-","-","3.52","Log unit","3.52","Log unit","25.0","?C","n1ccc(C(=O)NN)cc1","","-","n","n(ccc1C(=O)NN)cc1","","","{n=[0], nr2=[6, 7]}","0","","-"
"OC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=NC=CC=C1","2-(hydroxydiphenylmethyl)pyridine","-","A5793","-","-","-","3.9","Log unit","3.9","Log unit","25.0","?C","n1c(C(c2ccccc2)(c2ccccc2)O)cccc1","","-","n","n1c(C(c2ccccc2)(c3ccccc3)O)cccc1","","","{n=[0], oh=[15]}","0","","-"
"OCCC1=CC=NC=C1","4-(2-Hydroxyethyl)pyridine","-","A5793","-","-","-","5.6","Log unit","5.6","Log unit","25.0","?C","n1ccc(CCO)cc1","","-","n","n(ccc1CCO)cc1","","","{n=[0], oh=[6]}","0","","-"
"CC(O)C1=CC=CC(C)=N1","2-(1-hydroxyethyl)-6-methylpyridine","-","A5793","-","-","-","5.2","Log unit","5.2","Log unit","25.0","?C","n1c(cccc1C(O)C)C","","-","n","n(c(cc1)C)c(c1)C(O)C","","","{n=[0], oh=[8]}","0","","-"
"CC1=NC(CCO)=CC=C1","2-(2-hydroxyethyl)-6-methylpyridine","-","A5793","-","-","-","6.1","Log unit","6.1","Log unit","25.0","?C","n1c(cccc1CCO)C","","-","n","n(c(cc1)C)c(c1)CCO","","","{n=[0], oh=[9]}","0","","-"
"COC1=C(O)C=CC=N1","3-hydroxy-2-methoxypyridine","-","A5793","-","-","-","2.1","Log unit","2.1","Log unit","25.0","?C","n1cccc(c1OC)O","","-","n","n(ccc1)c(c1O)OC","","","{n=[0], oh=[6]}","0","","-"
"COC1=C(O)C=CC=N1","3-hydroxy-2-methoxypyridine","-","A5793","-","-","-","8.65","Log unit","8.65","Log unit","25.0","?C","Oc1c(nccc1)OC","","-","oh","n(ccc1)c(c1O)OC","","","{n=[0], oh=[6]}","6","","-"
"OCC1=CC=CC=N1","2-hydroxymethylpyridine","-","A5793","-","-","-","4.83","Log unit","4.83","Log unit","25.0","?C","n1ccccc1CO","","-","n","n(ccc1)c(c1)CO","","","{n=[0], oh=[7]}","0","","-"
"OCC1=CN=CC=C1","3-Hydroxymethylpyridine","-","A5793","-","-","-","4.925","Log unit","4.925","Log unit","25.0","?C","n1cccc(c1)CO","","-","n","n(ccc1)cc1CO","","","{n=[0], oh=[7]}","0","","-"
"OCC1=CC=NC=C1","4-Hydroxymethylpyridine","-","A5793","-","-","-","5.39","Log unit","5.39","Log unit","25.0","?C","n1ccc(CO)cc1","","-","n","n(ccc1CO)cc1","","","{n=[0], oh=[5]}","0","","-"
"CC1=NC(CO)=CC=C1","2-Hydroxymethyl-6-methylpyridine","-","A5793","-","-","-","5.43","Log unit","5.43","Log unit","25.0","?C","n1c(cccc1CO)C","","-","n","n(c(cc1)C)c(c1)CO","","","{n=[0], oh=[8]}","0","","-"
"OCCCC1=CC=CC=N1","2-(3-hydroxypropyl)pyridine","-","A5793","-","-","-","5.61","Log unit","5.61","Log unit","25.0","?C","n1ccccc1CCCO","","-","n","n(ccc1)c(c1)CCCO","","","{n=[0], oh=[9]}","0","","-"
"OCCCC1=CN=CC=C1","3-(3-hydroxypropyl)-pyridine","-","A5793","-","-","-","5.47","Log unit","5.47","Log unit","25.0","?C","n1cccc(c1)CCCO","","-","n","n(ccc1)cc1CCCO","","","{n=[0], oh=[9]}","0","","-"
"OCCCC1=CC=NC=C1","4-(3-Hydroxypropyl)pyridine","-","A5793","-","-","-","5.84","Log unit","5.84","Log unit","25.0","?C","n1ccc(CCCO)cc1","","-","n","n(ccc1CCCO)cc1","","","{n=[0], oh=[7]}","0","","-"
"SC1[NH2+]CCCC1N(=O)=O","2-mercapto-3-nitropyridine","-","A5793","-","-","-","-2.49","Log unit","-2.49","Log unit","25.0","?C","SC1[NH2+][CH][CH][CH]C1N(=O)=O","","-","sh","S-c([n+1]cc1)c(c1)N(=O)=O","","","{sh=[0], nr2=[7]}","0","","-"
"[S-]C1=NC=CC=C1N(=O)=O","2-mercapto-3-nitropyridine","-","A5793","-","-","-","6.9","Log unit","6.9","Log unit","25.0","?C","n1c([S-])c(ccc1)N(=O)=O","","-","n","[S-1]-c(ncc1)c(c1)N(=O)=O","","","{n=[2], nr2=[7]}","2","","-"
"OCC1=C(O)C=CC=N1","3-hydroxy-2-hydroxymethylpyridine","-","A5793","-","-","-","5.0","Log unit","5.0","Log unit","25.0","?C","n1cccc(c1CO)O","","-","n","n(ccc1)c(c1O)CO","","","{n=[0], oh=[6, 8]}","0","","-"
"OCC1=CC=NC=C1O","3-hydroxy-4-hydroxymethylpyridine","-","A5793","-","-","-","5.0","Log unit","5.0","Log unit","25.0","?C","n1ccc(CO)c(c1)O","","-","n","n(ccc1CO)cc1O","","","{n=[0], oh=[5, 8]}","0","","-"
"CC1=C(O)C(C)=C(CO)C=N1","3-hydroxy-5-hydroxymethyl-2,4-dimethylpyridine","-","A5793","-","-","-","5.4","Log unit","5.4","Log unit","25.0","?C","n1cc(c(C)c(c1C)O)CO","","-","n","n(cc(c1C)CO)c(c1O)C","","","{n=[0], oh=[6, 9]}","0","","-"
"OC1=CC=CC=C1C1=CC=CC=N1","2-(2-hydroxyphenyl)pyridine","-","A5793","-","-","-","4.19","Log unit","4.19","Log unit","25.0","?C","n1ccccc1c1ccccc1O","","-","n","n(ccc1)c(c1)-c(ccc2)c(O)c2","","","{n=[0], oh=[11]}","0","","-"
"IC1=NC=CC=C1","2-Iodopyridine","-","A5793","-","-","-","1.82","Log unit","1.82","Log unit","25.0","?C","n1c(I)cccc1","","-","n","I-c(ncc1)cc1","","","{n=[2]}","2","","-"
"IC1=CN=CC=C1","3-Iodo-pyridine","-","A5793","-","-","-","3.25","Log unit","3.25","Log unit","25.0","?C","n1cc(I)ccc1","","-","n","I-c(cnc1)cc1","","","{n=[3]}","3","","-"
"IC1=CC=NC=C1","4-iodo-pyridine","-","A5793","-","-","-","4.02","Log unit","4.02","Log unit","25.0","?C","n1ccc(I)cc1","","-","n","I-c(ccn1)cc1","","","{n=[4]}","4","","-"
"COC1=NC=C(I)C=C1","5-iodo-2-methoxypyridine","-","A5793","-","-","-","1.51","Log unit","1.51","Log unit","25.0","?C","n1cc(I)ccc1OC","","-","n","I-c(cnc1OC)cc1","","","{n=[3]}","3","","-"
"CC(C)C1=CC=CC=N1","2-Isopropylpyridine","-","A5793","-","-","-","5.83","Log unit","5.83","Log unit","25.0","?C","n1ccccc1C(C)C","","-","n","n(ccc1)c(c1)C(C)C","","","{n=[0]}","0","","-"
"CC(C)C1=CN=CC=C1","3-ISOPROPYLPYRIDINE","-","A5793","-","-","-","5.8","Log unit","5.8","Log unit","25.0","?C","n1cccc(c1)C(C)C","","-","n","n(ccc1)cc1C(C)C","","","{n=[0]}","0","","-"
"CC(C)C1=CC=NC=C1","4-Isopropylpyridine","-","A5793","-","-","-","6.02","Log unit","6.02","Log unit","25.0","?C","n1ccc(C(C)C)cc1","","-","n","n(ccc1C(C)C)cc1","","","{n=[0]}","0","","-"
"CNC1=CC=NC=C1C(C)C","3-isopropyl-4-methylaminopyridine","-","A5793","-","-","-","9.98","Log unit","9.98","Log unit","25.0","?C","n1ccc(NC)c(c1)C(C)C","","-","n","n(ccc1NC)cc1C(C)C","","","{n=[0], nr2=[4]}","0","","-"
"CC(C)C1=CN=CC=C1N(=O)=O","3-isopropyl-4-nitropyridine","-","A5793","-","-","-","2.22","Log unit","2.22","Log unit","25.0","?C","n1ccc(N(=O)=O)c(c1)C(C)C","","-","n","n(ccc1N(=O)=O)cc1C(C)C","","","{n=[0], nr2=[4]}","0","","-"
"SC1CCCC[NH2+]1","2-Mercaptopyridine","-","A5793","-","-","-","-1.07","Log unit","-1.07","Log unit","25.0","?C","SC1[NH2+][CH][CH][CH][CH]1","","-","sh","S-c([n+1]cc1)cc1","","","{sh=[0]}","0","","-"
"[S-]C1=NC=CC=C1","2-Mercaptopyridine","-","A5793","-","-","-","9.8","Log unit","9.8","Log unit","25.0","?C","n1c([S-])cccc1","","-","n","[S-1]-c(ncc1)cc1","","","{n=[2]}","2","","-"
"[S-]C1=CN=CC=C1","3-Mercaptopyridine","-","A5793","-","-","-","7.03","Log unit","7.03","Log unit","25.0","?C","n1cc([S-])ccc1","","-","n","[S-1]-c(cnc1)cc1","","","{n=[3]}","3","","-"
