"SMILES","CASRN","RECORDID","MOLECULEID","EXTERNALID","N","NAME","NAME","INTRODUCER","MODIFIER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Temperature","UNIT {Temperature}","Ionizable centre (smiles)","IC group given","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","pKa predicted value","UNIT {pKa predicted value}","IC smiles given","AtomNR of IC","groupsAndICs","COMMENTS","INCHI_KEY"
"CC1=CN=NC=C1C","-","R1207134","M1157992","-","-","4,5-dimethylpyridazine","-","Koerner","charochkina","A5793","-","-","-","4.13","Log unit","4.13","Log unit","25.0","?C","n1ncc(C)c(c1)C","2","0","","-","3.7174","Log unit","n(ncc1C)cc1C","","","-","XVGNFWZFFMUSPR-UHFFFAOYSA"
"CCC1=CC=CN=N1","-","R1207135","M1157993","-","-","3-ethylpyridazine","-","Koerner","charochkina","A5793","-","-","-","3.58","Log unit","3.58","Log unit","25.0","?C","n1ncccc1CC","2","1","","-","3.1716","Log unit","n(nc(c1)CC)cc1","","","-","VPHSTJOEAKXUBG-UHFFFAOYSA"
"CCC1=C(C)N=NC(C)=C1","-","R1207136","M1157994","-","-","4-ethyl-3,6-dimethylpyridazine","-","Koerner","charochkina","A5793","-","-","-","4.73","Log unit","4.73","Log unit","25.0","?C","n1nc(C)c(CC)cc1C","2","0","","-","4.4601","Log unit","n(nc(C)c1CC)c(c1)C","","","-","CHWRGSJVXYJCLH-UHFFFAOYSA"
"CCC1=CC=C(C)N=N1","-","R1207137","M1157995","-","-","3-ethyl-6-methylpyridazine","-","Koerner","charochkina","A5793","-","-","-","4.17","Log unit","4.17","Log unit","25.0","?C","n1nc(ccc1C)CC","2","0","","-","3.7069","Log unit","n(nc(c1)CC)c(c1)C","","","-","QKAVREGFSUASSA-UHFFFAOYSA"
"CCC1=C(C)N=NC=C1","-","R1207138","M1157996","-","-","4-ethyl-3-methylpyridazine","-","Koerner","charochkina","A5793","-","-","-","4.03","Log unit","4.03","Log unit","25.0","?C","n1nc(C)c(CC)cc1","2","0","","-","3.7221","Log unit","n(nc(C)c1CC)cc1","","","-","CLSHIVMNTIHKFG-UHFFFAOYSA"
"CCC1=CN=NC(C)=C1","-","R1207139","M1157997","-","-","4-ethyl-6-methylpyridazine","-","Koerner","charochkina","A5793","-","-","-","4.17","Log unit","4.17","Log unit","25.0","?C","n1ncc(cc1C)CC","2","1","","-","4.1627","Log unit","n(nc(c1)C)cc1CC","","","-","OYLPFRVXYIMXQK-UHFFFAOYSA"
"CCC1=C(C)N=NC(C)=C1C","-","R1207140","M1157998","-","-","4-ethyl-3,5,6-trimethylpyridazine","-","Koerner","charochkina","A5793","-","-","-","5.17","Log unit","5.17","Log unit","25.0","?C","n1nc(C)c(c(c1C)CC)C","2","1","","-","4.8531","Log unit","n(nc(C)c1CC)c(C)c1C","","","-","QNHLVARSNAGPNO-UHFFFAOYSA"
"[S-]C1=NN=CC=C1","-","R1207141","M1157999","-","-","3-mercaptopyridazine","-","Koerner","charochkina","A5793","-","-","-","8.3","Log unit","8.3","Log unit","25.0","?C","[S-]c1nnccc1","2","0","","-","7.0206","Log unit","[S-1]-c(nnc1)cc1","","","-","YQQSRZSUGBETRS-UHFFFAOYSA"
"Sc1cccn[n+]1","-","R1207142","M1158000","-","-","3-mercaptopyridazine","-","Koerner","charochkina","A5793","-","-","-","-2.68","Log unit","-2.68","Log unit","25.0","?C","Sc1[n+]nccc1","sh","0","","-","5.4497","Log unit","S-c([n+1]nc1)cc1","","","-","b77ed0ac8f6736b02b2c13efb65f8dee"
"[S-]C1=CN=NC=C1","-","R1207143","M1158001","-","-","4-mercaptopyridazine","-","Koerner","charochkina","A5793","-","-","-","6.55","Log unit","6.55","Log unit","25.0","?C","[S-]c1cnncc1","1","0","","-","5.1298","Log unit","[S-1]-c(cnn1)cc1","","","-","ZGUJIOLKLSYOEN-UHFFFAOYSA"
"COC1=CC=CN=N1","-","R1207144","M34608","-","-","3-methoxypyridazine","-","Koerner","charochkina","A5793","-","-","-","2.48","Log unit","2.48","Log unit","25.0","?C","n1nc(OC)ccc1","2","0","","-","1.4024","Log unit","n(nc(OC)c1)cc1","","","-","ASFHDLDAWYTMJS-UHFFFAOYSA"
"COC1=CN=NC=C1","-","R1207145","M35090","-","-","4-methoxypyridazine","-","Koerner","charochkina","A5793","-","-","-","3.66","Log unit","3.66","Log unit","25.0","?C","n1ncc(OC)cc1","2","0","","-","3.5867","Log unit","n(ncc1OC)cc1","","","-","NSGNREBTEFKPIL-UHFFFAOYSA"
"CC1=CC=CN=N1","-","R1207146","M25510","-","-","3-Methylpyridazine","-","Koerner","charochkina","A5793","-","-","-","3.46","Log unit","3.46","Log unit","25.0","?C","n1ncccc1C","2","1","","-","3.348","Log unit","n(nc(c1)C)cc1","","","-","MXDRPNGTQDRKQM-UHFFFAOYSA"
"CC1=CN=NC=C1","-","R1207147","M24631","-","-","4-Methylpyridazine","-","Koerner","charochkina","A5793","-","-","-","3.225","Log unit","3.225","Log unit","25.0","?C","n1ncc(C)cc1","2","0","","-","3.2919","Log unit","n(ncc1C)cc1","","","-","AIKUBOPKWKZULG-UHFFFAOYSA"
"CCCC1=CC=C(C)N=N1","-","R1207148","M1158002","-","-","3-methyl-6-n-propylpyridazine","-","Koerner","charochkina","A5793","-","-","-","4.25","Log unit","4.25","Log unit","25.0","?C","n1nc(ccc1C)CCC","2","0","","-","3.6782","Log unit","n(nc(c1)CCC)c(c1)C","","","-","SWPLDFWTMYFSHM-UHFFFAOYSA"
"CSC1=NN=CC=C1","-","R1207149","M1158003","-","-","3-methylthiopyridazine","-","Koerner","charochkina","A5793","-","-","-","2.26","Log unit","2.26","Log unit","25.0","?C","n1nc(SC)ccc1","1","4","","-","1.5148","Log unit","S(C)c(nnc1)cc1","","","-","MXMJHNGIWGMNIG-UHFFFAOYSA"
"CSC1=CN=NC=C1","-","R1207150","M1158004","-","-","4-methylthiopyridazine","-","Koerner","charochkina","A5793","-","-","-","3.24","Log unit","3.24","Log unit","25.0","?C","n1ncc(SC)cc1","1","5","","-","2.4258","Log unit","S(C)c(cnn1)cc1","","","-","KSGKDNUWPMCTAB-UHFFFAOYSA"
"CCCCCC1=CC=CN=N1","-","R1207151","M1158005","-","-","3-n-pentyl-pyridazine","-","Koerner","charochkina","A5793","-","-","-","3.7","Log unit","3.7","Log unit","25.0","?C","n1ncccc1CCCCC","2","1","","-","3.1321","Log unit","n(nc(c1)CCCCC)cc1","","","-","SRYJJAHAGDPOHL-UHFFFAOYSA"
"CCCC1=CC=CN=N1","-","R1207152","M1158006","-","-","3-n-propylpyridazine","-","Koerner","charochkina","A5793","-","-","-","3.59","Log unit","3.59","Log unit","25.0","?C","n1ncccc1CCC","2","1","","-","3.1354","Log unit","n(nc(c1)CCC)cc1","","","-","DQFWXEPAERVANT-UHFFFAOYSA"
"CC1=CC(C)=C(C)N=N1","-","R1207154","M1158007","-","-","3,4,6-trimethylpyridazine","-","Koerner","charochkina","A5793","-","-","-","4.81","Log unit","4.81","Log unit","25.0","?C","n1nc(C)c(C)cc1C","2","0","","-","4.5613","Log unit","n(nc(C)c1C)c(c1)C","","","-","YWJKHFLZFCIARZ-UHFFFAOYSA"
"NC1=NC=NC=C1","-","R1207157","M22048","-","-","4-Aminopyrimidine","-","Koerner","charochkina","A5793","-","-","-","5.69","Log unit","5.69","Log unit","25.0","?C","n1cnc(N)cc1","4","0","","-","5.4995","Log unit","n(cnc1N)cc1","","","-","OYRRZWATULMEPF-UHFFFAOYSA"
"CC1=NC(N)=C(CN)C=N1","-","R1207159","M65172","-","-","Pyrimidine, 4-amino-5-aminomethyl-2-methyl-","-","Koerner","charochkina","A5793","-","-","-","7.1","Log unit","7.1","Log unit","25.0","?C","NCc1cnc(nc1N)C","4","6","","-","8.4974","Log unit","n(cc(c1N)CN)c(n1)C","","","-","OZOHTVFCSKFMLL-UHFFFAOYSA"
"CC1=NC(N)=C(C[NH2+])C=N1","-","R1207160","M1158008","-","-","Pyrimidine, 4-amino-5-aminomethyl-2-methyl-","-","Koerner","charochkina","A5793","-","-","-","4.0","Log unit","4.0","Log unit","25.0","?C","n1cc(c(N)nc1C)C[NH2+]","4","0","","-","6.212","Log unit","n(cc(c1N)C[N+1])c(n1)C","","","-","RGZWWTCSPQXXEP-UHFFFAOYSA"
"NC1=NC=NC=C1Br","-","R1207162","M278440","-","-","4-amino-5-bromopyrimidine","-","Koerner","charochkina","A5793","-","-","-","3.67","Log unit","3.67","Log unit","25.0","?C","n1cc(Br)c(nc1)N","4","3","","-","4.6891","Log unit","Br-c(cnc1)c(n1)N","","","-","IIFAONYUCDAVGA-UHFFFAOYSA"
"CC(C)(C)C1=NC(N)=NC=C1Br","-","R1207163","M1158009","-","-","2-amino-5-bromo-4-t-butylpyrimidine","-","Koerner","charochkina","A5793","-","-","-","2.88","Log unit","2.88","Log unit","25.0","?C","n1cc(Br)c(nc1N)C(C)(C)C","4","3","","-","3.3173","Log unit","Br-c(cnc1N)c(n1)C(C)(C)C","","","-","WDRQTXCHDQOGQL-UHFFFAOYSA"
"CC1=NC(N)=NC=C1Br","-","R1207165","M1158010","-","-","2-amino-5-bromo-4-methylpyrimidine","-","Koerner","charochkina","A5793","-","-","-","2.61","Log unit","2.61","Log unit","25.0","?C","n1cc(Br)c(nc1N)C","4","3","","-","3.6562","Log unit","Br-c(cnc1N)c(n1)C","","","-","LPQVTZJEIXYDQA-UHFFFAOYSA"
"CC1=NC=C(Br)C(N)=N1","-","R1207166","M1158011","-","-","4-amino-5-bromo-2-methylpyrimidine","-","Koerner","charochkina","A5793","-","-","-","4.08","Log unit","4.08","Log unit","25.0","?C","n1cc(Br)c(nc1C)N","4","3","","-","5.6928","Log unit","Br-c(cnc1C)c(n1)N","","","-","DJEJUOJXDWVFID-UHFFFAOYSA"
"NC(N)=NN(=O)=O","-","R1206671","M4312","-","-","nitro-guanidine","-","Koerner","charochkina","A5793","-","-","-","-0.93","Log unit","-0.93","Log unit","25.0","?C","NC(=NN(=O)=O)N","neth","6","","-","1.7736","Log unit","NC(=NN(=O)=O)N","","","-","IDCPFAYURAQKDZ-UHFFFAOYSA"
"NC(N)=NN=O","-","R1206672","M23237","-","-","nitroso-Guanidine","-","Koerner","charochkina","A5793","-","-","-","2.13","Log unit","2.13","Log unit","25.0","?C","O=NN=C(N)N","neth","4","","-","2.4822","Log unit","NC(=NN=O)N","","","-","WTLKTXIHIHFSGU-UHFFFAOYSA"
"NC(N)=NC#N","-","R1206673","M9102","-","-","Cyano-Guanidine","-","Koerner","charochkina","A5793","-","-","-","-0.4","Log unit","-0.4","Log unit","25.0","?C","N(=C(N)N)C#N","neth","2","","-","-1.2819","Log unit","NC(=NC#N)N","","","-","QGBSISYHAICWAH-UHFFFAOYSA"
"CN=C(N(C)C)N(C)C","-","R1206674","M1106707","-","-","pentmethylaguanidine","-","Koerner","charochkina","A5793","-","-","-","13.8","Log unit","13.8","Log unit","25.0","?C","N(=C(N(C)C)N(C)C)C","neth","4","","-","13.1495","Log unit","CN(C)C(=NC)N(C)C","","","-","ISNICOKBNZOJQG-UHFFFAOYSA"
"NC(N)=NC1=CC=CC=C1","-","R1206675","M26086","-","-","N-Phenylguanidine","-","Koerner","charochkina","A5793","-","-","-","10.8","Log unit","10.8","Log unit","25.0","?C","N(=C(N)N)c1ccccc1","neth","2","","-","11.4548","Log unit","NC(=Nc1ccccc1)N","","","-","QRJZGVVKGFIGLI-UHFFFAOYSA"
"CN(C)C(=N)N(C)C","-","R1206676","M17619","-","-","N,N,N',N'-tetramethylaguanidine","-","Koerner","charochkina","A5793","-","-","-","13.9","Log unit","13.9","Log unit","25.0","?C","N=C(N(C)C)N(C)C","neth","4","","-","13.3737","Log unit","CN(C)C(=N)N(C)C","","","-","KYVBNYUBXIEUFW-UHFFFAOYSA"
"CNC(=NC)N(C)C","-","R1206677","M1106708","-","-","N,N,N',N''-tetramethylaguanidine","-","Koerner","charochkina","A5793","-","-","-","13.9","Log unit","13.9","Log unit","25.0","?C","N(=C(N(C)C)NC)C","neth","4","","-","12.9667","Log unit","CN(C)C(=NC)NC","","","-","NCSXOMQDXHCTOY-UHFFFAOYSA"
"CNC(=N)N(C)C","-","R1206678","M1106709","-","-","N,N',N'-trimethylaguanidine","-","Koerner","charochkina","A5793","-","-","-","13.9","Log unit","13.9","Log unit","25.0","?C","N=C(N(C)C)NC","neth","4","","-","13.1922","Log unit","CN(C)C(=N)NC","","","-","NQOFYFRKWDXGJP-UHFFFAOYSA"
"CNC(=NN(=O)=O)N(C)C","-","R1206679","M1106710","-","-","N,N',N'-tetra-nitro-methylaguanidine","-","Koerner","charochkina","A5793","-","-","-","-0.82","Log unit","-0.82","Log unit","25.0","?C","N(C(=NN(=O)=O)N(C)C)C","neth","8","","-","2.8799","Log unit","CN(C)C(=NN(=O)=O)NC","","","-","PCVNCAKWWPZBBY-UHFFFAOYSA"
"CNC(NC)=NC","-","R1206680","M76611","-","-","N,N',N''-tetramethylaguanidine","-","Koerner","charochkina","A5793","-","-","-","13.9","Log unit","13.9","Log unit","25.0","?C","N(=C(NC)NC)C","neth","3","","-","12.7852","Log unit","CNC(=NC)NC","","","-","XKFPXMVATQCVKN-UHFFFAOYSA"
"N1C=NC2=C1C1=C(C=CC=C1)C=C2","-","R1206681","M1106711","-","-","1(3)H-napth[1,2-d]imidazole","-","Koerner","charochkina","A5793","-","-","-","5.27","Log unit","5.27","Log unit","25.0","?C","n1c2ccc3ccccc3c2[nH]c1","nethR","8","","-","5.6708","Log unit","c1cccc2ccc3N=CNc3c12","","","-","HCCNHYWZYYIOFM-UHFFFAOYSA"
"N1C=NC2=CC3=C(C=CC=C3)C=C12","-","R1206682","M251266","-","-","1H-napth[1,2-d]imidazole","-","Koerner","charochkina","A5793","-","-","-","5.21","Log unit","5.21","Log unit","25.0","?C","n1c[nH]c2cc3ccccc3cc12","nethR","2","","-","5.6739","Log unit","N1C=Nc2cc3ccccc3cc12","","","-","USYCQABRSUEURP-UHFFFAOYSA"
"CCC1=NC2=CC3=C(C=CC=C3)C=C2N1","-","R1206683","M1106712","-","-","2-ethyl-1H-napth[1,2-d]imidazole","-","Koerner","charochkina","A5793","-","-","-","6.13","Log unit","6.13","Log unit","25.0","?C","n1c([nH]c2cc3ccccc3cc12)CC","nethR","4","","-","6.086","Log unit","N1C(CC)=Nc2cc3ccccc3cc12","","","-","BAWAHZPNWYHRPE-UHFFFAOYSA"
"CC1=NC2=CC3=C(C=CC=C3)C=C2N1","-","R1206684","M1106713","-","-","2-methyl-1H-napth[1,2-d]imidazole","-","Koerner","charochkina","A5793","-","-","-","6.1","Log unit","6.1","Log unit","25.0","?C","n1c([nH]c2cc3ccccc3cc12)C","nethR","3","","-","6.2093","Log unit","N1C(C)=Nc2cc3ccccc3cc12","","","-","BWKHKCMWUDYPOW-UHFFFAOYSA"
"N1C=NC2=CC=CC3=C2C1=CC=C3","-","R1206685","M1106714","-","-","Perimidine","-","Koerner","charochkina","A5793","-","-","-","5.27","Log unit","5.27","Log unit","25.0","?C","n1c[nH]c2cccc3cccc1c23","nethR","1","","-","6.2169","Log unit","C1=Nc2cccc3cccc(N1)c23","","","-","AAQTWLBJPNLKHT-UHFFFAOYSA"
"N1C=NC2=CC=CC=C12","-","R1206686","M4217","-","-","Benzimidazole","-","Koerner","charochkina","A5793","-","-","-","5.6","Log unit","5.6","Log unit","25.0","?C","n1c[nH]c2ccccc12","nethR","2","","-","5.7921","Log unit","N1C=Nc2ccccc12","","","-","HYZJCKYKOHLVJF-UHFFFAOYSA"
"N1C=NC2=CC=CC=C12","-","R1206687","M4217","-","-","Benzimidazole","-","Koerner","charochkina","A5793","-","-","-","12.86","Log unit","12.86","Log unit","25.0","?C","[nH]1cnc2ccccc12","nr2_a","0","","-","12.2477","Log unit","N1C=Nc2ccccc12","","","-","HYZJCKYKOHLVJF-UHFFFAOYSA"
"NC1=C2N=CNC2=CC=C1","-","R1206688","M1044130","-","-","4-aminobenzimidazole","-","Koerner","charochkina","A5793","-","-","-","5.3","Log unit","5.3","Log unit","25.0","?C","n1c[nH]c2cccc(c12)N","nethR","2","","-","6.4601","Log unit","N1C=Nc2c(N)cccc12","","","-","NZJKEQFPRPAEPO-UHFFFAOYSA"
"NC1=C2[N+]=CNC2=CC=C1","-","R1206689","M1157918","-","-","4-amonobenzimidazole","-","Koerner","charochkina","A5793","-","-","-","1.5","Log unit","1.5","Log unit","25.0","?C","[nH]1c[n+]c2c(N)cccc12","4","0","","-","2.1228","Log unit","N1C=[N+1]c2c(N)cccc12","","","-","IHEHJMMIDFMKEF-UHFFFAOYSA"
"NC1=CC=C2NC=NC2=C1","-","R1206690","M68184","-","-","5-Aminobenzimidazole","-","Koerner","charochkina","A5793","-","-","-","6.1","Log unit","6.1","Log unit","25.0","?C","n1c[nH]c2ccc(cc12)N","nethR","2","","-","7.2906","Log unit","N1C=Nc2cc(N)ccc12","","","-","WFRXSXUDWCVSPI-UHFFFAOYSA"
"NC1=CC=C2NC=[N+]C2=C1","-","R1206691","M1157919","-","-","5-amonobenzimidazole","-","Koerner","charochkina","A5793","-","-","-","3.3","Log unit","3.3","Log unit","25.0","?C","Nc1cc2[n+]c[nH]c2cc1","4","6","","-","2.0275","Log unit","N1C=[N+1]c2cc(N)ccc12","","","-","JCGIRDKJOXLKCP-UHFFFAOYSA"
"NC1=CC=C2NC(CC3=CC=CC=C3)=NC2=C1","-","R1206692","M1106715","-","-","5-amino-2-benzyl-benzimidazole","-","Koerner","charochkina","A5793","-","-","-","6.4","Log unit","6.4","Log unit","25.0","?C","n1c([nH]c2ccc(cc12)N)Cc1ccccc1","nethR","9","","-","7.3793","Log unit","N1C(Cc3ccccc3)=Nc2cc(N)ccc12","","","-","MQTBODNTRQAUSK-UHFFFAOYSA"
"NC1=CC=C2NC(CC3=CC=CC=C3)=[N+]C2=C1","-","R1206693","M1157920","-","-","5-amono-2-benzyl-benzimidazole","-","Koerner","charochkina","A5793","-","-","-","3.3","Log unit","3.3","Log unit","25.0","?C","[nH]1c(Cc2ccccc2)[n+]c2cc(N)ccc12","4","0","","-","2.1652","Log unit","N1C(Cc3ccccc3)=[N+1]c2cc(N)ccc12","","","-","FDEJDLSJWHJSTL-UHFFFAOYSA"
"CC1=NC2=C(N)C=CC=C2N1","-","R1206694","M1106716","-","-","4-amino-2-methylbenzimidazole","-","Koerner","charochkina","A5793","-","-","-","5.9","Log unit","5.9","Log unit","25.0","?C","n1c([nH]c2cccc(c12)N)C","nethR","3","","-","6.9254","Log unit","N1C(C)=Nc2c(N)cccc12","","","-","USVXDODAPOBXCF-UHFFFAOYSA"
"CC1=[N+]C2=C(N)C=CC=C2N1","-","R1206695","M1157921","-","-","4-amino-2-methylbenzimidazole","-","Koerner","charochkina","A5793","-","-","-","1.7","Log unit","1.7","Log unit","25.0","?C","[nH]1c(C)[n+]c2c(N)cccc12","4","0","","-","2.99","Log unit","N1C(C)=[N+1]c2c(N)cccc12","","","-","CUZPYPRMCBQTSI-UHFFFAOYSA"
"CC1=NC2=CC(N)=CC=C2N1","-","R1206696","M1106717","-","-","5-amino-2-methylbenzimidazole","-","Koerner","charochkina","A5793","-","-","-","6.7","Log unit","6.7","Log unit","25.0","?C","n1c([nH]c2ccc(cc12)N)C","nethR","3","","-","7.8279","Log unit","N1C(C)=Nc2cc(N)ccc12","","","-","UJYKXBDYOPPOCY-UHFFFAOYSA"
"CC1=[N+]C2=CC(N)=CC=C2N1","-","R1206697","M1157922","-","-","5-amino-2-methylbenzimidazole","-","Koerner","charochkina","A5793","-","-","-","3.42","Log unit","3.42","Log unit","25.0","?C","[nH]1c(C)[n+]c2cc(N)ccc12","4","0","","-","2.4272","Log unit","N1C(C)=[N+1]c2cc(N)ccc12","","","-","YVLQVIOELIVKDB-UHFFFAOYSA"
"CCC1=NC2=CC=CC=C2N1","-","R1206698","M25855","-","-","2-Ethylbenzimidazole","-","Koerner","charochkina","A5793","-","-","-","6.2","Log unit","6.2","Log unit","25.0","?C","n1c([nH]c2ccccc12)CC","nethR","4","","-","6.2044","Log unit","N1C(CC)=Nc2ccccc12","","","-","QHCCOYAKYCWDOJ-UHFFFAOYSA"
"CC1=NC2=CC=CC=C2N1","-","R1206699","M6094","-","-","2-methylbenzimidazole","-","Koerner","charochkina","A5793","-","-","-","6.2","Log unit","6.2","Log unit","25.0","?C","n1c([nH]c2ccccc12)C","nethR","3","","-","6.3275","Log unit","N1C(C)=Nc2ccccc12","","","-","LDZYRENCLPUXAX-UHFFFAOYSA"
"CC1=NC2=CC=CC=C2N1","-","R1206700","M6094","-","-","2-methylbenzimidazole","-","Koerner","charochkina","A5793","-","-","-","13.8","Log unit","13.8","Log unit","25.0","?C","[nH]1c(C)nc2ccccc12","nr2_a","0","","-","12.7013","Log unit","N1C(C)=Nc2ccccc12","","","-","LDZYRENCLPUXAX-UHFFFAOYSA"
"CCC1=NC2=CC=CC=C2N1","-","R1206701","M25855","-","-","2-isopropyl-benzimidazole","-","Koerner","charochkina","A5793","-","-","-","6.21","Log unit","6.21","Log unit","25.0","?C","n1c([nH]c2ccccc12)CC","nethR","4","","-","6.2044","Log unit","N1C(CC)=Nc2ccccc12","","","-","QHCCOYAKYCWDOJ-UHFFFAOYSA"
"CN(C)CCC1=NC2=CC=CC=C2N1","-","R1206702","M1106718","-","-","2-dimethylaminoethyl-benzimidazole","-","Koerner","charochkina","A5793","-","-","-","6.2","Log unit","6.2","Log unit","25.0","?C","n1c([nH]c2ccccc12)CCN(C)C","nethR","7","","-","5.4173","Log unit","N1C(CCN(C)C)=Nc2ccccc12","","","-","HLELOHQPJDTUAB-UHFFFAOYSA"
"N1C2=CC=CC=C2N=C1C1=CC=CC=C1","-","R1206703","M23435","-","-","2-phenyl-benzimidazole","-","Koerner","charochkina","A5793","-","-","-","11.91","Log unit","11.91","Log unit","25.0","?C","[nH]1c(c2ccccc2)nc2ccccc12","nr2_a","0","","-","11.5053","Log unit","N1C(c3ccccc3)=Nc2ccccc12","","","-","DWYHDSLIWMUSOO-UHFFFAOYSA"
"O=N(=O)C1=CC=C2NC=NC2=C1","-","R1206704","M18110","-","-","5-nitroobenzimidazole","-","Koerner","charochkina","A5793","-","-","-","4.4","Log unit","4.4","Log unit","25.0","?C","n1c[nH]c2ccc(cc12)N(=O)=O","nethR","2","","-","4.2431","Log unit","N1C=Nc2cc(N(=O)=O)ccc12","","","-","XPAZGLFMMUODDK-UHFFFAOYSA"
"O=N(=O)C1=CC=C2NC=NC2=C1","-","R1206705","M18110","-","-","5-nitroobenzimidazole","-","Koerner","charochkina","A5793","-","-","-","10.84","Log unit","10.84","Log unit","25.0","?C","[nH]1cnc2cc(N(=O)=O)ccc12","nr2_a","0","","-","11.28","Log unit","N1C=Nc2cc(N(=O)=O)ccc12","","","-","XPAZGLFMMUODDK-UHFFFAOYSA"
"NC1=NC2=C(S1)C=CC=C2","-","R1206706","M19463","-","-","2-amino-benzothiazole","-","Koerner","charochkina","A5793","-","-","-","4.3","Log unit","4.3","Log unit","25.0","?C","n1c2ccccc2sc1N","nethR","5","","-","4.4755","Log unit","c1cccc2N=C(N)S-c12","","","-","UHGULLIUJBCTEF-UHFFFAOYSA"
"COC1=CC=CC2=C1N=C(N)S2","-","R1206707","M30373","-","-","2-amino-4-methoxy-benzothiazole","-","Koerner","charochkina","A5793","-","-","-","4.29","Log unit","4.29","Log unit","25.0","?C","n1c2c(cccc2sc1N)OC","nethR","7","","-","3.7713","Log unit","c1ccc(OC)c2N=C(N)S-c12","","","-","YEBCRAVYUWNFQT-UHFFFAOYSA"
"COC1=CC2=C(SC(N)=N2)C=C1","-","R1206708","M40420","-","-","2-amino-5-methoxy-benzothiazole","-","Koerner","charochkina","A5793","-","-","-","4.35","Log unit","4.35","Log unit","25.0","?C","n1c2cc(ccc2sc1N)OC","nethR","7","","-","4.9368","Log unit","c1cc(OC)cc2N=C(N)S-c12","","","-","OMIHQJBWAPWLBO-UHFFFAOYSA"
"COC1=CC2=C(C=C1)N=C(N)S2","-","R1206709","M25697","-","-","2-amino-6-methoxy-benzothiazole","-","Koerner","charochkina","A5793","-","-","-","4.5","Log unit","4.5","Log unit","25.0","?C","n1c2ccc(cc2sc1N)OC","nethR","7","","-","4.7224","Log unit","c1c(OC)ccc2N=C(N)S-c12","","","-","KZHGPDSVHSDCMX-UHFFFAOYSA"
"CC1=CC=CC2=C1N=C(N)S2","-","R1206710","M25217","-","-","2-amino-4-methyl-benzothiazole","-","Koerner","charochkina","A5793","-","-","-","4.7","Log unit","4.7","Log unit","25.0","?C","n1c2c(cccc2sc1N)C","nethR","6","","-","4.7419","Log unit","c1ccc(C)c2N=C(N)S-c12","","","-","GRIATXVEXOFBGO-UHFFFAOYSA"
"CC1=CC2=C(SC(N)=N2)C=C1","-","R1206711","M1106719","-","-","2-amino-5-methyl-benzothiazole","-","Koerner","charochkina","A5793","-","-","-","4.6","Log unit","4.6","Log unit","25.0","?C","n1c2cc(ccc2sc1N)C","nethR","6","","-","4.8992","Log unit","c1cc(C)cc2N=C(N)S-c12","","","-","MELAGXOBBSTJPI-UHFFFAOYSA"
"CC1=CC2=C(C=C1)N=C(N)S2","-","R1206712","M27064","-","-","2-Amino-6-methyl-benzothiazole","-","Koerner","charochkina","A5793","-","-","-","4.6","Log unit","4.6","Log unit","25.0","?C","n1c2ccc(cc2sc1N)C","nethR","6","","-","4.6677","Log unit","c1c(C)ccc2N=C(N)S-c12","","","-","DZWTXWPRWRLHIL-UHFFFAOYSA"
"CC1=CC=CC2=C1SC(N)=N2","-","R1206713","M1106720","-","-","2-amino-7-methyl-benzothiazole","-","Koerner","charochkina","A5793","-","-","-","4.6","Log unit","4.6","Log unit","25.0","?C","n1c2cccc(C)c2sc1N","nethR","6","","-","5.029","Log unit","c1(C)cccc2N=C(N)S-c12","","","-","JNPSTPOSZUGYDH-UHFFFAOYSA"
"N1N=CC2=CC=CC=C12","-","R1206714","M638","-","-","33 1H-indazole","-","Koerner","charochkina","A5793","-","-","-","13.8","Log unit","13.8","Log unit","25.0","?C","[nH]1ncc2ccccc12","nr2_a","0","","-","13.5827","Log unit","N1N=Cc2ccccc12","","","-","BAXOFTOLAUCFNW-UHFFFAOYSA"
"NC1=NNC2=CC=CC=C12","-","R1206715","M23878","-","-","33 1H-3-aminoindazole","-","Koerner","charochkina","A5793","-","-","-","3.12","Log unit","3.12","Log unit","25.0","?C","n1[nH]c2ccccc2c1N","4","1","","-","2.9475","Log unit","N1N=C(N)c2ccccc12","","","-","YDTDKKULPWTHRV-UHFFFAOYSA"
"NC1=C2C=NNC2=CC=C1","-","R1206716","M1157923","-","-","33 1H-4-aminoindazole","-","Koerner","charochkina","A5793","-","-","-","3.26","Log unit","3.26","Log unit","25.0","?C","Nc1c2cn[nH]c2ccc1","4","5","","-","2.7597","Log unit","N1N=Cc2c(N)cccc12","","","-","MDELYEBAXHZXLZ-UHFFFAOYSA"
"NC1=CC=C2NN=CC2=C1","-","R1206717","M34698","-","-","33 1H-5-aminoindazole","-","Koerner","charochkina","A5793","-","-","-","5.12","Log unit","5.12","Log unit","25.0","?C","Nc1cc2cn[nH]c2cc1","4","6","","-","3.3974","Log unit","N1N=Cc2cc(N)ccc12","","","-","XBTOSRUBOXQWBO-UHFFFAOYSA"
