Smiles,CASRN,Record ID,Molecule ID,External ID,N,Name,Introducer,Modifer,Article ID,PUBMED ID,PAGE,TABLE,pKa,pKa Unit,Temperature,Temperature Unit,Ionizable center smiles,IC group
COC(=O)C1=CC=CC(=C1)N(C)C,-,R945390,M1107099,-,-,"3-methoxycarbonyl-N,N-dimethylaniline",Koerner,charochkina,A5793,-,-,-,3.86,Log unit,25,?C,N(c1cccc(c1)C(=O)OC)(C)C,4
COC(=O)C1=CC=C(C=C1)N(C)C,-,R945391,M68938,-,-,"4-methoxycarbonyl-N,N-dimethylaniline",Koerner,charochkina,A5793,-,-,-,2.52,Log unit,25,?C,N(c1ccc(cc1)C(=O)OC)(C)C,10
CNC1=CC=CC=C1C(=O)OC,-,R945392,M17795,-,-,2-methoxycarbonyl-N-methylaniline,Koerner,charochkina,A5793,-,-,-,3.53,Log unit,25,?C,N(c1ccccc1C(=O)OC)C,10
CNC1=CC=C(C=C1)C(=O)OC,-,R945393,M6244,-,-,4-methoxycarbonyl-N-methylaniline,Koerner,charochkina,A5793,-,-,-,2.32,Log unit,25,?C,N(c1ccc(cc1)C(=O)OC)C,10
COC1=CC=C(C=C1)N(C)C,-,R945394,M14387,-,-,"4-Methoxy-N,N-dimethylaniline",Koerner,charochkina,A5793,-,-,-,5.8735,Log unit,25,?C,N(c1ccc(cc1)OC)(C)C,4
COC1=CC(=CC(N)=C1)N(=O)=O,-,R945395,M1107100,-,-,3-methoxy-5-nitroaniline,Koerner,charochkina,A5793,-,-,-,2.11,Log unit,25,?C,N(=O)(=O)c1cc(cc(c1)OC)N,4
COC(=O)C1=C(C)C=C(N)C=C1,-,R945396,M1107101,-,-,4-methoxycarbonyl-3-methylaniline,Koerner,charochkina,A5793,-,-,-,2.73,Log unit,25,?C,Nc1ccc(c(C)c1)C(=O)OC,11
COC(=O)C1=CC(=C(N)C=C1)N(=O)=O,-,R945397,M1107102,-,-,4-methoxycarbonyl-2-nitroaniline,Koerner,charochkina,A5793,-,-,-,-2.59,Log unit,25,?C,Nc1ccc(cc1N(=O)=O)C(=O)OC,9
COC1=C(N)C=C(C=C1)N(=O)=O,-,R945398,M18291,-,-,2-METHOXY-5-NITROANILINE,Koerner,charochkina,A5793,-,-,-,2.49,Log unit,25,?C,N(=O)(=O)c1ccc(OC)c(c1)N,4
COC1=CC(=C(N)C=C1)N(=O)=O,-,R945399,M18193,-,-,4-Methoxy-2-nitroaniline,Koerner,charochkina,A5793,-,-,-,0.75,Log unit,25,?C,Nc1ccc(cc1N(=O)=O)OC,7
COC1=C(C=C(N)C=C1)N(=O)=O,-,R945400,M111060,-,-,4-Methoxy-3-nitroaniline,Koerner,charochkina,A5793,-,-,-,3.36,Log unit,25,?C,N(=O)(=O)c1c(ccc(c1)N)OC,6
COC1=CC(N)=C(C=C1)N(=O)=O,-,R945401,M33770,-,-,5-methoxy-2-nitroaniline,Koerner,charochkina,A5793,-,-,-,-0.72,Log unit,25,?C,Nc1c(ccc(c1)OC)N(=O)=O,4
CNC1=CC=CC=C1,-,R945402,M107,-,-,N-Methylaniline,Koerner,charochkina,A5793,-,-,-,4.844,Log unit,25,?C,N(c1ccccc1)C,4
CC1=CC=CC=C1N,-,R945403,M9899,-,-,2-methylaniline,Koerner,charochkina,A5793,-,-,-,4.445,Log unit,25,?C,Nc1ccccc1C,7
CC1=CC=CC(N)=C1,-,R945404,M5064,-,-,3-methyl-aniline,Koerner,charochkina,A5793,-,-,-,4.695,Log unit,25,?C,Nc1cccc(c1)C,4
CC1=CC=C(N)C=C1,-,R945405,M10196,-,-,4-methyl-aniline,Koerner,charochkina,A5793,-,-,-,5.09,Log unit,25,?C,Nc1ccc(cc1)C,7
CC1=CC(=C(N)C(=C1)N(=O)=O)N(=O)=O,-,R945406,M31212,-,-,"4-Methyl-2,6-dinitroaniline",Koerner,charochkina,A5793,-,-,-,-4.505,Log unit,25,?C,N(=O)(=O)c1cc(cc(c1N)N(=O)=O)C,4
CC1=C(C=CC(N)=C1)N(=O)=O,-,R945407,M22405,-,-,3-methyl-4-nitro-aniline,Koerner,charochkina,A5793,-,-,-,1.57,Log unit,25,?C,N(=O)(=O)c1ccc(cc1C)N,5
CC1=C(C=C(N)C=C1)N(=O)=O,-,R945408,M19007,-,-,4-methyl-3-nitro-aniline,Koerner,charochkina,A5793,-,-,-,2.995,Log unit,25,?C,N(=O)(=O)c1c(ccc(c1)N)C,5
CC1=C(N)C=CC(=C1)N(=O)=O,-,R945409,M13231,-,-,2-methyl-4-nitroaniline,Koerner,charochkina,A5793,-,-,-,1.04,Log unit,25,?C,N(=O)(=O)c1ccc(c(c1)C)N,4
CC1=C(N)C=C(C=C1)N(=O)=O,-,R945410,M18289,-,-,2-Methyl-5-nitroaniline,Koerner,charochkina,A5793,-,-,-,2.32,Log unit,25,?C,N(=O)(=O)c1ccc(c(c1)N)C,4
CC1=CC(=CC(N)=C1)N(=O)=O,-,R945411,M1107103,-,-,3-methyl-5-nitroaniline,Koerner,charochkina,A5793,-,-,-,2.38,Log unit,25,?C,N(=O)(=O)c1cc(cc(c1)C)N,4
CC1=CC(=C(N)C=C1)N(=O)=O,-,R945412,M2070,-,-,4-methyl-2-nitroaniline,Koerner,charochkina,A5793,-,-,-,0.3965,Log unit,25,?C,Nc1ccc(cc1N(=O)=O)C,3
CC1=CC(N)=C(C=C1)N(=O)=O,-,R945413,M66997,-,-,5-Methyl-2-nitroaniline,Koerner,charochkina,A5793,-,-,-,-0.09,Log unit,25,?C,Nc1c(ccc(c1)C)N(=O)=O,4
CC1=C(N)C(=CC=C1)N(=O)=O,-,R945414,M21833,-,-,6-Methyl-2-nitroaniline,Koerner,charochkina,A5793,-,-,-,-0.71,Log unit,25,?C,Nc1c(cccc1N(=O)=O)C,4
CCCN(C)C1=CC=CC=C1,-,R945415,M1107104,-,-,N-methyl-N-n-propylaniline,Koerner,charochkina,A5793,-,-,-,5.67,Log unit,25,?C,N(c1ccccc1)(C)CCC,4
CS(=O)(=O)C1=CC=CC=C1N,-,R945416,M1107105,-,-,2-methylsulphonylaniline,Koerner,charochkina,A5793,-,-,-,0.33,Log unit,25,?C,Nc1c(S(=O)(=O)C)cccc1,10
CS(=O)(=O)C1=CC=CC(N)=C1,-,R945417,M124457,-,-,3-methylsulphonylaniline,Koerner,charochkina,A5793,-,-,-,2.5705,Log unit,25,?C,Nc1cc(S(=O)(=O)C)ccc1,10
CS(=O)(=O)C1=CC=C(N)C=C1,-,R945418,M30395,-,-,4-methylsuphonylaniline,Koerner,charochkina,A5793,-,-,-,1.357,Log unit,25,?C,Nc1ccc(S(=O)(=O)C)cc1,8
CSC1=CC=CC=C1N,-,R945419,M12142,-,-,2-methylthioaniline,Koerner,charochkina,A5793,-,-,-,3.45,Log unit,25,?C,Nc1c(SC)cccc1,8
CSC1=CC=CC(N)=C1,-,R945420,M5460,-,-,3-methylthioaniline,Koerner,charochkina,A5793,-,-,-,4,Log unit,25,?C,Nc1cc(SC)ccc1,8
CSC1=CC=C(N)C=C1,-,R945421,M18516,-,-,4-METHYLTHIOANILINE,Koerner,charochkina,A5793,-,-,-,4.35,Log unit,25,?C,Nc1ccc(SC)cc1,6
CSC1=CC(=C(N)C(=C1)N(=O)=O)N(=O)=O,-,R945422,M1107106,-,-,"4-methylthio-2,6-dinitroaniline",Koerner,charochkina,A5793,-,-,-,-4.46,Log unit,25,?C,Nc1c(cc(SC)cc1N(=O)=O)N(=O)=O,6
CSC1=CC=C(N)C(=C1)N(=O)=O,-,R945423,M1107107,-,-,4-methylthio-2-nitroaniline,Koerner,charochkina,A5793,-,-,-,-0.28,Log unit,25,?C,Nc1ccc(SC)cc1N(=O)=O,6
CSC1=CC=C(N)C=C1N(=O)=O,-,R945424,M1107108,-,-,4-methylthio-3-nitroaniline,Koerner,charochkina,A5793,-,-,-,2.47,Log unit,25,?C,Nc1ccc(SC)c(c1)N(=O)=O,6
CC1=C(C=C(C(N)=C1N(=O)=O)N(=O)=O)N(=O)=O,-,R945425,M123978,-,-,"3-methyl-2,4,6-trinitroaniline",Koerner,charochkina,A5793,-,-,-,-8.08,Log unit,25,?C,Nc1c(cc(c(c1N(=O)=O)C)N(=O)=O)N(=O)=O,3
CNC1=CC=C(Cl)C=C1N(=O)=O,-,R945225,M1107061,-,-,4-chloro-N-methyl-2-nitroaniline,Koerner,charochkina,A5793,-,-,-,-1.205,Log unit,25,?C,N(c1ccc(Cl)cc1N(=O)=O)C,5
NC1=CC=C(Cl)C=C1N(=O)=O,-,R945226,M17920,-,-,4-chloro-2-nitro-aniline,Koerner,charochkina,A5793,-,-,-,-1.06,Log unit,25,?C,Nc1ccc(Cl)cc1N(=O)=O,5
NC1=CC=C(Cl)C(=C1)N(=O)=O,-,R945227,M23037,-,-,4-chloro-3-nitro-aniline,Koerner,charochkina,A5793,-,-,-,1.9,Log unit,25,?C,Nc1ccc(Cl)c(c1)N(=O)=O,5
NC1=CC(Cl)=CC=C1N(=O)=O,-,R945228,M14023,-,-,5-chloro-2-nitro-aniline,Koerner,charochkina,A5793,-,-,-,-1.52,Log unit,25,?C,N(=O)(=O)c1ccc(Cl)cc1N,5
NC1=CC=CC=C1C#N,-,R945229,M3889,-,-,2-cyano-aniline,Koerner,charochkina,A5793,-,-,-,0.95,Log unit,25,?C,Nc1ccccc1C#N,8
NC1=CC(=CC=C1)C#N,-,R945230,M7374,-,-,3-cyano-aniline,Koerner,charochkina,A5793,-,-,-,2.754,Log unit,25,?C,Nc1cccc(c1)C#N,4
NC1=CC=C(C=C1)C#N,-,R945231,M13398,-,-,4-cyano-aniline,Koerner,charochkina,A5793,-,-,-,1.7445,Log unit,25,?C,Nc1ccc(cc1)C#N,8
CN(C)C1=CC=CC(=C1)C#N,-,R945232,M1107062,-,-,"3-cyano-n,n-dimethylaniline",Koerner,charochkina,A5793,-,-,-,2.969,Log unit,25,?C,N(c1cccc(c1)C#N)(C)C,8
CN(C)C1=CC=C(C=C1)C#N,-,R945233,M24882,-,-,"4-Cyano-N,N-dimethylaniline",Koerner,charochkina,A5793,-,-,-,1.777,Log unit,25,?C,N(c1ccc(cc1)C#N)(C)C,4
NC1=CC(=CC(=C1)N(=O)=O)C#N,-,R945234,M1107063,-,-,5-cyano-3-nitroaniline,Koerner,charochkina,A5793,-,-,-,0.46,Log unit,25,?C,N(=O)(=O)c1cc(cc(c1)C#N)N,4
C1CCC(CC1)NC1=CC=CC=C1,-,R945235,M25812,-,-,N-Cyclohexylaniline,Koerner,charochkina,A5793,-,-,-,5.6,Log unit,25,?C,N(c1ccccc1)C1CCCCC1,4
CN(C1CCCCC1)C1=CC=CC=C1,-,R945236,M1107064,-,-,N-cyclohexyl-N-methylaniline,Koerner,charochkina,A5793,-,-,-,6.35,Log unit,25,?C,N(c1ccccc1)(C)C1CCCCC1,4
CC1=CC=CC=C1NC1CCCCC1,-,R945237,M1107065,-,-,N-cyclohexyl-2-methylaniline,Koerner,charochkina,A5793,-,-,-,5.34,Log unit,25,?C,N(c1ccccc1C)C1CCCCC1,4
C1CCC(C1)NC1=CC=CC=C1,-,R945238,M1107066,-,-,N-cyclopentylaniline,Koerner,charochkina,A5793,-,-,-,5.3,Log unit,25,?C,N(c1ccccc1)C1CCCC1,4
CN(C1CCCC1)C1=CC=CC=C1,-,R945239,M1107067,-,-,N-cyclopentyl-N-methylaniline,Koerner,charochkina,A5793,-,-,-,6.71,Log unit,25,?C,N(c1ccccc1)(C)C1CCCC1,4
CC1=CC=CC=C1NC1CCCC1,-,R945240,M1107068,-,-,N-cyclopentyl-2-methylaniline,Koerner,charochkina,A5793,-,-,-,5.07,Log unit,25,?C,N(c1ccccc1C)C1CCCC1,4
NC1=C(O)C([NH3+])=C(O)C([NH3+])=C1,-,R945241,M1107069,-,-,"3,5-diamino-2,4-dihydroxy-aniline",Koerner,charochkina,A5793,-,-,-,1.2,Log unit,25,?C,Nc1c(O)c(c(c(c1)[NH2+])O)[NH2+],6
NC1=CC(N)=C(O)C(N)=C1,-,R945242,M31156,-,-,"3,5-diamino-2-hydroxy-aniline",Koerner,charochkina,A5793,-,-,-,10.5,Log unit,25,?C,Oc1c(cc(cc1N)N)N,9
NC1=CC([NH3+])=CC(N)=C1O,-,R945243,M31156,-,-,"3,5-diamino-2-hydroxy-aniline",Koerner,charochkina,A5793,-,-,-,2.8,Log unit,25,?C,Nc1c(O)c(N)cc([NH2+])c1,1
NC1=C(O)C([NH3+])=CC([NH3+])=C1,-,R945244,M31156,-,-,"3,5-diamino-2-hydroxy-aniline",Koerner,charochkina,A5793,-,-,-,1.3,Log unit,25,?C,Nc1c(O)c([NH2+])cc([NH2+])c1,1
NC1=C(Br)C=C(Br)C=C1,-,R945245,M22510,-,-,"2,4-dibromo-aniline",Koerner,charochkina,A5793,-,-,-,2.3,Log unit,25,?C,Nc1c(cc(Br)cc1)Br,6
NC1=CC(Br)=CC=C1Br,-,R945246,M73204,-,-,"2,5-Dibromoaniline",Koerner,charochkina,A5793,-,-,-,1.44,Log unit,25,?C,Nc1cc(Br)ccc1Br,8
NC1=C(Br)C=CC=C1Br,-,R945247,M12960,-,-,"2,6-dibromo-aniline",Koerner,charochkina,A5793,-,-,-,0.365,Log unit,25,?C,Nc1c(Br)cccc1Br,8
NC1=CC(Br)=CC(Br)=C1,-,R945248,M124452,-,-,"3,5-dibromo-aniline",Koerner,charochkina,A5793,-,-,-,2.36,Log unit,25,?C,Nc1cc(Br)cc(Br)c1,8
NC1=CC(Br)=C(O)C(Br)=C1,-,R945249,M3783,-,-,"3,5-dibromo-4-hydroxy-aniline",Koerner,charochkina,A5793,-,-,-,3.2,Log unit,25,?C,Nc1cc(Br)c(O)c(c1)Br,5
COC1=C(Br)C=C(N)C=C1Br,-,R945250,M1107070,-,-,"3,5-dibromo-4-methoxy-aniline",Koerner,charochkina,A5793,-,-,-,2.98,Log unit,25,?C,Nc1cc(Br)c(c(c1)Br)OC,5
CC1=CC(Br)=C(N)C(Br)=C1,-,R945251,M78049,-,-,"2,6-dibromo-4-methyl-aniline",Koerner,charochkina,A5793,-,-,-,0.69,Log unit,25,?C,Nc1c(Br)cc(cc1Br)C,9
CC1=C(Br)C=C(N)C=C1Br,-,R945252,M1107071,-,-,"3,5-dibromo-4-methyl-aniline",Koerner,charochkina,A5793,-,-,-,2.87,Log unit,25,?C,Nc1cc(Br)c(c(c1)Br)C,5
NC1=C(Br)C=C(Br)C=C1N(=O)=O,-,R945253,M7780,-,-,"2,4-Dibromo-6-nitroaniline",Koerner,charochkina,A5793,-,-,-,-2.98,Log unit,25,?C,Nc1c(cc(Br)cc1N(=O)=O)Br,6
CCCCOC1=CC(N)=C(OCCCC)C=C1,-,R945254,M65761,-,-,"2,5-di-n-butoxyaniline",Koerner,charochkina,A5793,-,-,-,3.96,Log unit,25,?C,Nc1c(ccc(c1)OCCCC)OCCCC,4
CCCCN(CCCC)C1=CC=CC=C1,-,R945255,M22452,-,-,"N,N-di-n-Butylaniline",Koerner,charochkina,A5793,-,-,-,6.3,Log unit,25,?C,N(c1ccccc1)(CCCC)CCCC,4
CC(C)(C)C1=CC(=CC(N)=C1)C(C)(C)C,-,R945256,M6804,-,-,"3,5-di-t-butyl-aniline",Koerner,charochkina,A5793,-,-,-,4.97,Log unit,25,?C,Nc1cc(cc(c1)C(C)(C)C)C(C)(C)C,8
CC(C)C1=C(C(=CC(N)=C1)C(C)(C)C)N(=O)=O,-,R945257,M1107072,-,-,"3,5-di-t-butyl-4-nitro-aniline",Koerner,charochkina,A5793,-,-,-,2.93,Log unit,25,?C,Nc1cc(c(c(c1)C(C)(C)C)N(=O)=O)C(C)C,8
NC1=CC=C(Cl)C=C1Cl,-,R945258,M5772,-,-,"2,4-dichloro-aniline",Koerner,charochkina,A5793,-,-,-,2.025,Log unit,25,?C,Nc1ccc(Cl)cc1Cl,5
NC1=CC(Cl)=CC=C1Cl,-,R945259,M527,-,-,"2,5-dichloro-aniline",Koerner,charochkina,A5793,-,-,-,1.57,Log unit,25,?C,Nc1cc(Cl)ccc1Cl,8
NC1=CC=C(Cl)C(Cl)=C1,-,R945260,M10286,-,-,"3,4-dichloro-aniline",Koerner,charochkina,A5793,-,-,-,2.985,Log unit,25,?C,Nc1ccc(Cl)c(Cl)c1,5
NC1=CC(Cl)=CC(Cl)=C1,-,R945261,M11294,-,-,"3,5-dichloro-aniline",Koerner,charochkina,A5793,-,-,-,2.375,Log unit,25,?C,Nc1cc(Cl)cc(Cl)c1,8
NC1=C(Cl)C(Cl)=CC=C1,-,R945262,M999,-,-,"2,3-DICHLOROANILINE",Koerner,charochkina,A5793,-,-,-,1.7355,Log unit,25,?C,Nc1c(c(Cl)ccc1)Cl,8
NC1=C(Cl)C=CC=C1Cl,-,R945263,M22349,-,-,"2,6-DICHLOROANILINE",Koerner,charochkina,A5793,-,-,-,0.422,Log unit,25,?C,Nc1c(Cl)cccc1Cl,8
NC1=CC(Cl)=CC(Cl)=C1,-,R945265,M11294,-,-,"3,5-Dichloroaniline",Koerner,charochkina,A5793,-,-,-,2.371,Log unit,25,?C,Nc1cc(Cl)cc(Cl)c1,8
CSC1=CC(Cl)=C(N)C=C1Cl,-,R945266,M1107073,-,-,"2,5-dichloro-4-methylthioaniline",Koerner,charochkina,A5793,-,-,-,1.7,Log unit,25,?C,Nc1cc(Cl)c(SC)cc1Cl,6
CSC1=CC=C(Cl)C(N)=C1Cl,-,R945267,M1107074,-,-,"2,6-dichloro-4-methylthioaniline",Koerner,charochkina,A5793,-,-,-,0.35,Log unit,25,?C,Nc1c(Cl)ccc(SC)c1Cl,10
CSC1=C(Cl)C=C(N)C=C1Cl,-,R945268,M1107075,-,-,"3,5-dichloro-4-methylthioaniline",Koerner,charochkina,A5793,-,-,-,1.67,Log unit,25,?C,Nc1cc(Cl)c(SC)c(c1)Cl,5
NC1=C(Cl)C=C(Cl)C=C1N(=O)=O,-,R945269,M4819,-,-,"2,4-dichloro-6-nitro-aniline",Koerner,charochkina,A5793,-,-,-,-3.32,Log unit,25,?C,Nc1c(cc(Cl)cc1N(=O)=O)Cl,6
NC1=CC(Cl)=C(C=C1Cl)N(=O)=O,-,R945270,M31354,-,-,"2,5-dichloro-4-nitro",Koerner,charochkina,A5793,-,-,-,-1.74,Log unit,25,?C,N(=O)(=O)c1cc(Cl)c(cc1Cl)N,6
NC1=C(Cl)C=C(C=C1Cl)N(=O)=O,-,R945271,M801,-,-,"2,6-dichloro-4-nitro-aniline",Koerner,charochkina,A5793,-,-,-,-2.55,Log unit,25,?C,N(=O)(=O)c1cc(Cl)c(c(c1)Cl)N,5
CCOC1=CC(N)=C(OCC)C=C1,-,R945272,M65164,-,-,"2,5-Diethoxyaniline",Koerner,charochkina,A5793,-,-,-,3.94,Log unit,25,?C,Nc1c(ccc(c1)OCC)OCC,4
CCN(CC)C1=CC=CC=C1,-,R945273,M3195,-,-,"n,n-diethylaniline",Koerner,charochkina,A5793,-,-,-,6.57,Log unit,25,?C,N(c1ccccc1)(CC)CC,4
CCN(CC)C1=CC=C(N)C=C1,-,R945274,M18049,-,-,4-diethylaminoaniline,Koerner,charochkina,A5793,-,-,-,7.96,Log unit,25,?C,N(c1ccc(cc1)N)(CC)CC,4
CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,-,R945275,M6716,-,-,4-(2-diethylamino)ethoxycarbonylaniline,Koerner,charochkina,A5793,-,-,-,8.945,Log unit,25,?C,N(CCOC(=O)c1ccc(cc1)N)(CC)CC,9
CCN(CC)C(COC(=O)C1=CC=C(N)C=C1)CC(C)C,-,R945276,M18012,-,-,4-[(2-diethylamino-4-methyl)pentyloxycarbonyl)]aniline,Koerner,charochkina,A5793,-,-,-,9.4,Log unit,25,?C,N(C(COC(=O)c1ccc(cc1)N)CC(C)C)(CC)CC,9
CCN(CC)C1=C(C=C(C=C1)N(=O)=O)N(=O)=O,-,R945277,M1107076,-,-,"N,N-diethyl-2,4-dinitroaniline",Koerner,charochkina,A5793,-,-,-,0.195,Log unit,25,?C,N(=O)(=O)c1c(ccc(c1)N(=O)=O)N(CC)CC,4
CCN(CC)C1=CC=CC=C1C,-,R945278,M22324,-,-,"N,N-diethyl-2-methylaniline",Koerner,charochkina,A5793,-,-,-,7.2395,Log unit,25,?C,N(c1ccccc1C)(CC)CC,4
CCN(CC)C1=CC=CC(C)=C1,-,R945279,M17983,-,-,"N,N-Diethyl-3-methylaniline",Koerner,charochkina,A5793,-,-,-,6.7,Log unit,25,?C,N(c1cccc(c1)C)(CC)CC,4
CCN(CC)C1=CC=C(C=C1)N=O,-,R945280,M19041,-,-,"N,N-Diethyl-4-nitrosoaniline",Koerner,charochkina,A5793,-,-,-,4.11,Log unit,25,?C,N(c1ccc(cc1)N=O)(CC)CC,4
NC1=CC(I)=CC(I)=C1,-,R945281,M124453,-,-,"3,5-di-iodoaniline",Koerner,charochkina,A5793,-,-,-,2.368,Log unit,25,?C,Nc1cc(I)cc(I)c1,8
CSC1=C(I)C=C(N)C=C1I,-,R945282,M1107077,-,-,"2,5-diiodo-4-methylthioaniline",Koerner,charochkina,A5793,-,-,-,1.15,Log unit,25,?C,Nc1cc(I)c(SC)c(c1)I,5
COC1=CC(N)=C(OC)C=C1,-,R945283,M18419,-,-,"2,5-DIMETHOXYANILINE",Koerner,charochkina,A5793,-,-,-,3.93,Log unit,25,?C,Nc1c(ccc(c1)OC)OC,6
CC(C)NCC(O)C1=CC=CC(N)=C1,-,R945284,M1107078,-,-,1-amino-3-(1-hydroxy-2-isopropylamino)ethylbenzene,Koerner,charochkina,A5793,-,-,-,9.6,Log unit,25,?C,N(CC(c1cccc(c1)N)O)C(C)C,7
NC1=C(O)C=C(O)C=C1,-,R945285,M108704,-,-,"2,4-dihydroxy-aniline",Koerner,charochkina,A5793,-,-,-,5.7,Log unit,25,?C,Nc1ccc(cc1O)O,3
NC1=C(O)C=C(O)C=C1,-,R945286,M108704,-,-,"2,4-dihydroxy-aniline",Koerner,charochkina,A5793,-,-,-,9.3,Log unit,25,?C,Oc1c(ccc(c1)O)N,5
NC1=C([O-])C=C(O)C=C1,-,R945287,M108704,-,-,"2,4-dihydroxy-aniline",Koerner,charochkina,A5793,-,-,-,11.3,Log unit,25,?C,Oc1ccc(N)c([O-])c1,8
NC1=C(O)C=CC=C1O,-,R945288,M133902,-,-,"2,6-dihydroxy-aniline",Koerner,charochkina,A5793,-,-,-,5.1,Log unit,25,?C,Nc1c(cccc1O)O,5
NC1=C(O)C=CC=C1O,-,R945289,M133902,-,-,"2,6-dihydroxy-aniline",Koerner,charochkina,A5793,-,-,-,9.3,Log unit,25,?C,Oc1cccc(c1N)O,3
NC1=C([O-])C=CC=C1O,-,R945290,M133902,-,-,"2,6-dihydroxy-aniline",Koerner,charochkina,A5793,-,-,-,11.3,Log unit,25,?C,Oc1cccc([O-])c1N,8
CC(C)N(C(C)C)C1=CC=CC=C1,-,R945291,M1107079,-,-,"N,N-diisopropylaniline",Koerner,charochkina,A5793,-,-,-,7.37,Log unit,25,?C,N(c1ccccc1)(C(C)C)C(C)C,4
CC(N)C(O)C1=CC=C(O)C(O)=C1,-,R945292,M3133,-,-,"1-(2-amino-1-hydroxy)propyl-3,4-dihydroxybenzene",Koerner,charochkina,A5793,-,-,-,8.8,Log unit,25,?C,NC(C(c1ccc(O)c(O)c1)O)C,8
CC(N)C(O)C1=CC=C(O)C=C1,-,R945293,M38200,-,-,1-(2-amino-1-hydroxy)propyl-4-hydroxybenzene,Koerner,charochkina,A5793,-,-,-,8.7,Log unit,25,?C,NC(C(c1ccc(O)cc1)O)C,8
NC1=CC(I)=CC(I)=C1,-,R945294,M124453,-,-,"3,5-di-iodo-aniline",Koerner,charochkina,A5793,-,-,-,2.4,Log unit,25,?C,Nc1cc(I)cc(I)c1,8
COC1=CC(OC)=CC(N)=C1,-,R945295,M80090,-,-,"3,5-dimethoxy-aniline",Koerner,charochkina,A5793,-,-,-,3.82,Log unit,25,?C,Nc1cc(cc(c1)OC)OC,6
CN(C)C1=CC=CC=C1,-,R945296,M5099,-,-,"n,n-dimethylaniline",Koerner,charochkina,A5793,-,-,-,5.15,Log unit,25,?C,N(c1ccccc1)(C)C,4
CNC1=CC=CC=C1C,-,R945297,M3501,-,-,"N,2-Dimethylaniline",Koerner,charochkina,A5793,-,-,-,4.61,Log unit,25,?C,N(c1ccccc1C)C,4
CNC1=CC=CC(C)=C1,-,R945298,M23348,-,-,"N,3-Dimethylaniline",Koerner,charochkina,A5793,-,-,-,4.925,Log unit,25,?C,N(c1cccc(c1)C)C,7
CNC1=CC=C(C)C=C1,-,R945299,M9017,-,-,"N,4-DIMETHYLANILINE",Koerner,charochkina,A5793,-,-,-,5.305,Log unit,25,?C,N(c1ccc(cc1)C)C,4
CC1=CC=CC(N)=C1C,-,R945300,M12003,-,-,"2,3-dimethyl-aniline",Koerner,charochkina,A5793,-,-,-,4.71,Log unit,25,?C,Nc1cccc(c1C)C,3
CC1=CC(C)=C(N)C=C1,-,R945301,M1791,-,-,"2,4-dimethyl-aniline",Koerner,charochkina,A5793,-,-,-,4.89,Log unit,25,?C,Nc1ccc(cc1C)C,3
CC1=CC(N)=C(C)C=C1,-,R945302,M11863,-,-,"2,5-dimethyl-aniline",Koerner,charochkina,A5793,-,-,-,4.55,Log unit,25,?C,Nc1c(ccc(c1)C)C,4
CC1=CC=CC(C)=C1N,-,R945303,M11016,-,-,"2,6-dimethyl-aniline",Koerner,charochkina,A5793,-,-,-,3.92,Log unit,25,?C,Nc1c(cccc1C)C,4
CC1=C(C)C=C(N)C=C1,-,R945304,M2142,-,-,"3,4-dimethyl-aniline",Koerner,charochkina,A5793,-,-,-,5.17,Log unit,25,?C,Nc1ccc(c(C)c1)C,8
CC1=CC(N)=CC(C)=C1,-,R945305,M6820,-,-,"3,5-dimethyl-aniline",Koerner,charochkina,A5793,-,-,-,4.85,Log unit,25,?C,Nc1cc(cc(c1)C)C,5
CN(C)C1=CC=C(N)C=C1,-,R945306,M18307,-,-,4-dimethylaminoaniline,Koerner,charochkina,A5793,-,-,-,6.59,Log unit,25,?C,N(c1ccc(cc1)N)(C)C,4
CCC(C)(CN(C)C)OC(=O)C1=CC=C(N)C=C1,-,R945307,M1107080,-,-,4-[(1-dimethylaminomethyl-1methyl)propoxycarbonyl)]aniline,Koerner,charochkina,A5793,-,-,-,8.91,Log unit,25,?C,N(CC(OC(=O)c1ccc(cc1)N)(CC)C)(C)C,12
CN(C)C1=CC=C(C=C1)N(C)C,-,R945308,M18314,-,-,"N',N'-dimethyl-4-dimethylaminoaniline",Koerner,charochkina,A5793,-,-,-,6.35,Log unit,25,?C,N(c1ccc(cc1)N(C)C)(C)C,4
CN(C)C1=CC=CC(=C1)N(=O)=O,-,R945309,M22604,-,-,"N,N-Dimethyl-3-nitroaniline",Koerner,charochkina,A5793,-,-,-,2.64,Log unit,25,?C,N(=O)(=O)c1cccc(c1)N(C)C,4
CN(C)C1=CC=C(C=C1)N(=O)=O,-,R945310,M18315,-,-,"N,N-Dimethyl-4-nitroaniline",Koerner,charochkina,A5793,-,-,-,0.92,Log unit,25,?C,N(c1ccc(cc1)N(=O)=O)(C)C,4
CC1=C(N)C=CC(=C1C)N(=O)=O,-,R945311,M1107081,-,-,"2,3-dimethyl-4-nitro-aniline",Koerner,charochkina,A5793,-,-,-,1.96,Log unit,25,?C,N(=O)(=O)c1ccc(N)c(c1C)C,5
CC1=CC(=CC(C)=C1N)N(=O)=O,-,R945312,M34032,-,-,"2,6-Dimethyl-4-nitro-aniline",Koerner,charochkina,A5793,-,-,-,0.98,Log unit,25,?C,Nc1c(cc(cc1C)N(=O)=O)C,5
