"SMILES","CASRN","RECORDID","MOLECULEID","EXTERNALID","N","NAME","NAME","INTRODUCER","MODIFIER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Temperature","UNIT {Temperature}","Ionizable centre (smiles)","groupsAndICs","AtomNR of IC","IC group given","IC smiles given","MultiGroupDetection","IC group detected","pKa predicted value","UNIT {pKa predicted value}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","COMMENTS","INCHI_KEY"
"OC(=O)C1=C(C=C(O)C(=C1)C([O-])=O)C([O-])=O","-","R936341","M1050386","-","-","5-hydroxy-1,2,4-benzenetricarboxylic acid","-","Koerner","charochkina","A5793","-","-","-","5.3","Log unit","5.3","Log unit","25.0","?C","OC(=O)c1c(cc(O)c(c1)C(=O)[O-])C(=O)[O-]","{co2h=7, aliphatic_carboxylic_acid=7}","","","","","","","-","","","-","-","BOPPPUCSDSHZEZ-UHFFFAOYSA"
"OC(=O)C1=CC(C(O)=O)=C(O)C(=C1)C(O)=O","-","R936342","M22379","-","-","2-hydroxy-1,3,5-benzenetricarboxylic acid","-","Koerner","charochkina","A5793","-","-","-","3.07","Log unit","3.07","Log unit","25.0","?C","OC(=O)c1cc(c(O)c(c1)C(=O)O)C(=O)O","{co2h=7, aliphatic_carboxylic_acid=7}","","","","","","","-","","","-","-","AYARGAAVUXXAON-UHFFFAOYSA"
"OC(=O)C1=CC(C(O)=O)=C(O)C(=C1)C([O-])=O","-","R936343","M22379","-","-","2-hydroxy-1,3,5-benzenetricarboxylic acid","-","Koerner","charochkina","A5793","-","-","-","3.93","Log unit","3.93","Log unit","25.0","?C","OC(=O)c1cc(c(O)c(c1)C(=O)[O-])C(=O)O","{co2h=7, aliphatic_carboxylic_acid=7}","","","","","","","-","","","-","-","AYARGAAVUXXAON-UHFFFAOYSA"
"OC(=O)C1=CC(C([O-])=O)=C(O)C(=C1)C([O-])=O","-","R936344","M22379","-","-","2-hydroxy-1,3,5-benzenetricarboxylic acid","-","Koerner","charochkina","A5793","-","-","-","4.88","Log unit","4.88","Log unit","25.0","?C","OC(=O)c1cc(c(O)c(c1)C(=O)[O-])C(=O)[O-]","{co2h=7, aliphatic_carboxylic_acid=7}","","","","","","","-","","","-","-","AYARGAAVUXXAON-UHFFFAOYSA"
"COC1=CC(OC)=C(C(O)=O)C(OC)=C1","-","R936345","M66965","-","-","2,4,6-trimethoxy-benzoic acid","-","Koerner","charochkina","A5793","-","-","-","3.59","Log unit","3.59","Log unit","25.0","?C","OC(=O)c1c(cc(cc1OC)OC)OC","{co2h=14, aliphatic_carboxylic_acid=14}","","","","","","","-","","","-","-","JATAKEDDMQNPOQ-UHFFFAOYSA"
"CC(=O)C1=CC=CC=C1C(O)=O","-","R936346","M21878","-","-","2-acetyl-benzoic acid","-","Koerner","charochkina","A5793","-","-","-","4.123","Log unit","4.123","Log unit","25.0","?C","OC(=O)c1ccccc1C(=O)C","{co2h=11, aliphatic_carboxylic_acid=11}","","","","","","","-","","","-","-","QDAWXRKTSATEOP-UHFFFAOYSA"
"CC(=O)C1=CC=CC(=C1)C(O)=O","-","R936347","M48632","-","-","3-acetyl-benzoic acid","-","Koerner","charochkina","A5793","-","-","-","3.827","Log unit","3.827","Log unit","25.0","?C","OC(=O)c1cccc(c1)C(=O)C","{co2h=6, aliphatic_carboxylic_acid=6}","","","","","","","-","","","-","-","CHZPJUSFUDUEMZ-UHFFFAOYSA"
"CC(=O)C1=CC=C(C=C1)C(O)=O","-","R936348","M21971","-","-","4-acetyl-benzoic acid","-","Koerner","charochkina","A5793","-","-","-","3.7","Log unit","3.7","Log unit","25.0","?C","OC(=O)c1ccc(cc1)C(=O)C","{co2h=11, aliphatic_carboxylic_acid=11}","","","","","","","-","","","-","-","QBHDSQZASIBAAI-UHFFFAOYSA"
"OC(=O)C=CC1=CC=C(O)C=C1","-","R936349","M20970","-","-","3-(4-hydroxyphenyl)propenoic acid","-","Koerner","charochkina","A5793","-","-","-","4.64","Log unit","4.64","Log unit","25.0","?C","OC(=O)C=Cc1ccc(O)cc1","{co2h=9, aliphatic_carboxylic_acid=9}","","","","","","","-","","","-","-","NGSWKAQJJWESNS-UHFFFAOYSA"
"CC1=CC(C(O)=O)=C(C=C1)C(O)=O","-","R936350","M74063","-","-","4-Methyl-1,2-benzenedicarboxylic acid","-","Koerner","charochkina","A5793","-","-","-","3.04","Log unit","3.04","Log unit","25.0","?C","OC(=O)c1c(ccc(c1)C)C(=O)O","{co2h=6, aliphatic_carboxylic_acid=6}","","","","","","","-","","","-","-","CWJJAFQCTXFSTA-UHFFFAOYSA"
"OC(=O)C=CC1=CC=C(O)C=C1O","-","R936351","M1050387","-","-","3-(2,4-dihydroxyphenyl)-propenoic acid","-","Koerner","charochkina","A5793","-","-","-","4.1","Log unit","4.1","Log unit","25.0","?C","OC(=O)C=Cc1ccc(O)cc1O","{co2h=9, aliphatic_carboxylic_acid=9}","","","","","","","-","","","-","-","HGEFWFBFQKWVMY-UHFFFAOYSA"
"OC(=O)C=CC1=CC(O)=CC=C1O","-","R936352","M1050388","-","-","3-(2,5-dihydroxyphenyl)-propenoic acid","-","Koerner","charochkina","A5793","-","-","-","3.69","Log unit","3.69","Log unit","25.0","?C","OC(=O)C=Cc1cc(O)ccc1O","{co2h=12, aliphatic_carboxylic_acid=12}","","","","","","","-","","","-","-","JXIPYOZBOMUUCA-UHFFFAOYSA"
"OC(=O)C=CC1=CC=C(O)C(O)=C1","-","R936353","M20035","-","-","3-(3,4-dihydroxyphenyl)-propenoic acid","-","Koerner","charochkina","A5793","-","-","-","4.555","Log unit","4.555","Log unit","25.0","?C","OC(=O)C=Cc1ccc(O)c(O)c1","{co2h=9, aliphatic_carboxylic_acid=9}","","","","","","","-","","","-","-","QAIPRVGONGVQAS-UHFFFAOYSA"
"COC1=CC(C(O)=O)=C(C=C1)C(O)=O","-","R936354","M70347","-","-","4-methoxy-1,2-benzenedicarboxylic acid","-","Koerner","charochkina","A5793","-","-","-","3.0","Log unit","3.0","Log unit","25.0","?C","OC(=O)c1c(ccc(c1)OC)C(=O)O","{co2h=6, aliphatic_carboxylic_acid=6}","","","","","","","-","","","-","-","JKZSIEDAEHZAHQ-UHFFFAOYSA"
"COC1=CC(C(O)=O)=C(C=C1)C([O-])=O","-","R936355","M70347","-","-","4-methoxy-1,2-benzenedicarboxylic acid","-","Koerner","charochkina","A5793","-","-","-","4.9","Log unit","4.9","Log unit","25.0","?C","OC(=O)c1c(ccc(c1)OC)C(=O)[O-]","{co2h=6, aliphatic_carboxylic_acid=6}","","","","","","","-","","","-","-","JKZSIEDAEHZAHQ-UHFFFAOYSA"
"CC1=C(O)C(C(O)=O)=C(C)C=C1","-","R936356","M1050389","-","-","2-hydroxy-3,6-dimethyl-benzoic acid","-","Koerner","charochkina","A5793","-","-","-","3.23","Log unit","3.23","Log unit","25.0","?C","OC(=O)c1c(ccc(c1O)C)C","{co2h=7, aliphatic_carboxylic_acid=7}","","","","","","","-","","","-","-","SDQFDFFLPQFIHQ-UHFFFAOYSA"
"CC(O)(C(O)=O)C1=CC=CC=C1","-","R936157","M21134","-","-","alpha-phenyl-alpha-hydroxy-propionic acid","-","Koerner","charochkina","A5793","-","-","-","3.53","Log unit","3.53","Log unit","25.0","?C","OC(=O)C(c1ccccc1)(O)C","{co2h=8, aliphatic_carboxylic_acid=8}","","","","","","","-","","","-","-","NWCHELUCVWSRRS-UHFFFAOYSA"
"OC(CC(O)=O)C1=CC=CC=C1","-","R936158","M746841","-","-","Beta-phenyl-Beta-hydroxy-propionic acid","-","Koerner","charochkina","A5793","-","-","-","4.39","Log unit","4.39","Log unit","25.0","?C","OC(=O)CC(c1ccccc1)O","{co2h=11, aliphatic_carboxylic_acid=11}","","","","","","","-","","","-","-","AYOLELPCNDVZKZ-UHFFFAOYSA"
"OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","-","R936159","M11153","-","-","benzilic acid","-","Koerner","charochkina","A5793","-","-","-","3.05","Log unit","3.05","Log unit","25.0","?C","OC(=O)C(c1ccccc1)(O)c1ccccc1","{co2h=14, aliphatic_carboxylic_acid=14}","","","","","","","-","","","-","-","UKXSKSHDVLQNKG-UHFFFAOYSA"
"OC(=O)C=CC1=C(O)C=CC=C1","-","R936160","M22482","-","-","o-hydroxy-cinnamic acid","-","Koerner","charochkina","A5793","-","-","-","4.6","Log unit","4.6","Log unit","25.0","?C","OC(=O)C=Cc1c(O)cccc1","{co2h=5, aliphatic_carboxylic_acid=5}","","","","","","","-","","","-","-","PMOWTIHVNWZYFI-UHFFFAOYSA"
"OC(=O)C=CC1=CC(O)=CC=C1","-","R936161","M36471","-","-","m-hydroxy-cinnamic acid","-","Koerner","charochkina","A5793","-","-","-","4.395","Log unit","4.395","Log unit","25.0","?C","OC(=O)C=Cc1cc(O)ccc1","{co2h=5, aliphatic_carboxylic_acid=5}","","","","","","","-","","","-","-","KKSDGJDHHZEWEP-UHFFFAOYSA"
"OC(=O)CC1=CC=CC=C1N(=O)=O","-","R936162","M73349","-","-","o-Nitrophenylacetic acid","-","Koerner","charochkina","A5793","-","-","-","4.0","Log unit","4.0","Log unit","25.0","?C","OC(=O)Cc1ccccc1N(=O)=O","{co2h=7, aliphatic_carboxylic_acid=7}","","","","","","","-","","","-","-","WMUZDBZPDLHUMW-UHFFFAOYSA"
"OC(=O)CC1=CC=CC(=C1)N(=O)=O","-","R936163","M12619","-","-","m-nitrophenyl-acetic acid","-","Koerner","charochkina","A5793","-","-","-","3.96","Log unit","3.96","Log unit","25.0","?C","OC(=O)Cc1cccc(c1)N(=O)=O","{co2h=12, aliphatic_carboxylic_acid=12}","","","","","","","-","","","-","-","WUKHOVCMWXMOOA-UHFFFAOYSA"
"OC(=O)CC1=CC=C(C=C1)N(=O)=O","-","R936164","M13397","-","-","p-nitrophenyl-acetic acid","-","Koerner","charochkina","A5793","-","-","-","3.924","Log unit","3.924","Log unit","25.0","?C","OC(=O)Cc1ccc(cc1)N(=O)=O","{co2h=7, aliphatic_carboxylic_acid=7}","","","","","","","-","","","-","-","YBADLXQNJCMBKR-UHFFFAOYSA"
"OC(=O)CC1=C(C=C(C=C1)N(=O)=O)N(=O)=O","-","R936165","M23122","-","-","2,4-dinitrophenyl-acetic acid","-","Koerner","charochkina","A5793","-","-","-","3.5","Log unit","3.5","Log unit","25.0","?C","OC(=O)Cc1ccc(cc1N(=O)=O)N(=O)=O","{co2h=10, aliphatic_carboxylic_acid=10}","","","","","","","-","","","-","-","KCNISYPADDTFDO-UHFFFAOYSA"
"OC(=O)CCC1=CC=CC=C1N(=O)=O","-","R936166","M70523","-","-","b-(o-nitrophenyl)-propionic acid","-","Koerner","charochkina","A5793","-","-","-","4.5","Log unit","4.5","Log unit","25.0","?C","OC(=O)CCc1ccccc1N(=O)=O","{co2h=8, aliphatic_carboxylic_acid=8}","","","","","","","-","","","-","-","OARKUZWAGHQLSL-UHFFFAOYSA"
"OC(=O)CCC1=CC=C(C=C1)N(=O)=O","-","R936167","M124329","-","-","b-(p-nitrophenyl)-propionic acid","-","Koerner","charochkina","A5793","-","-","-","4.505","Log unit","4.505","Log unit","25.0","?C","OC(=O)CCc1ccc(cc1)N(=O)=O","{co2h=8, aliphatic_carboxylic_acid=8}","","","","","","","-","","","-","-","VZOPVJNBOQOLPN-UHFFFAOYSA"
"OC(=O)C=CC1=CC=CC=C1N(=O)=O","-","R936168","M22439","-","-","o-nitro-cinnamic acid","-","Koerner","charochkina","A5793","-","-","-","4.15","Log unit","4.15","Log unit","25.0","?C","OC(=O)C=Cc1ccccc1N(=O)=O","{co2h=8, aliphatic_carboxylic_acid=8}","","","","","","","-","","","-","-","BBQDLDVSEDAYAA-UHFFFAOYSA"
"OC(=O)C=CC1=CC=CC(=C1)N(=O)=O","-","R936169","M21692","-","-","m-nitro-cinnamic acid","-","Koerner","charochkina","A5793","-","-","-","4.12","Log unit","4.12","Log unit","25.0","?C","OC(=O)C=Cc1cccc(c1)N(=O)=O","{co2h=13, aliphatic_carboxylic_acid=13}","","","","","","","-","","","-","-","WWXMVRYHLZMQIG-UHFFFAOYSA"
"OC(=O)C=CC1=CC=C(C=C1)N(=O)=O","-","R936170","M22618","-","-","p-nitro-cinnamic acid","-","Koerner","charochkina","A5793","-","-","-","4.05","Log unit","4.05","Log unit","25.0","?C","OC(=O)C=Cc1ccc(cc1)N(=O)=O","{co2h=8, aliphatic_carboxylic_acid=8}","","","","","","","-","","","-","-","XMMRNCHTDONGRJ-UHFFFAOYSA"
"[NH3+]C(CC1=CC=CC=C1)C(O)=O","-","R936171","M1523","-","-","Phenylalanine","-","Koerner","charochkina","A5793","-","-","-","2.16","Log unit","2.16","Log unit","25.0","?C","OC(=O)C(Cc1ccccc1)[NH3+]","{co2h=9, aliphatic_carboxylic_acid=9}","","","","","","","-","","","-","-","COLNVLDHVKWLRT-UHFFFAOYSA"
"NC(CC1=CC=CC=C1)C([O-])=O","-","R936172","M1523","-","-","Phenylalanine","-","Koerner","charochkina","A5793","-","-","-","9.1","Log unit","9.1","Log unit","25.0","?C","NC(Cc1ccccc1)C(=O)[O-]","{nr2=6}","","","","","","","-","","","-","-","COLNVLDHVKWLRT-UHFFFAOYSA"
"COC1=CC=C(CC(O)=O)C=C1","-","R936173","M7546","-","-","p-methoxyphenyl-acetic acid","-","Koerner","charochkina","A5793","-","-","-","4.355","Log unit","4.355","Log unit","25.0","?C","OC(=O)Cc1ccc(cc1)OC","{co2h=7, aliphatic_carboxylic_acid=7}","","","","","","","-","","","-","-","NRPFNQUDKRYCNX-UHFFFAOYSA"
"COC1=C(OC)C=C(CC(O)=O)C=C1","-","R936174","M18064","-","-","3,4-dimethoxyphenyl-acetic acid","-","Koerner","charochkina","A5793","-","-","-","4.33","Log unit","4.33","Log unit","25.0","?C","OC(=O)Cc1ccc(OC)c(c1)OC","{co2h=7, aliphatic_carboxylic_acid=7}","","","","","","","-","","","-","-","WUAXWQRULBZETB-UHFFFAOYSA"
"COC1=CC=CC=C1CCC(O)=O","-","R936175","M77047","-","-","b-(o-methoxyphenyl)-propionic acid","-","Koerner","charochkina","A5793","-","-","-","4.8","Log unit","4.8","Log unit","25.0","?C","OC(=O)CCc1ccccc1OC","{co2h=8, aliphatic_carboxylic_acid=8}","","","","","","","-","","","-","-","XSZSNLOPIWWFHS-UHFFFAOYSA"
"COC1=CC(CCC(O)=O)=CC=C1","-","R936176","M112667","-","-","b-(m-methoxyphenyl)-propionic acid","-","Koerner","charochkina","A5793","-","-","-","4.65","Log unit","4.65","Log unit","25.0","?C","OC(=O)CCc1cccc(c1)OC","{co2h=12, aliphatic_carboxylic_acid=12}","","","","","","","-","","","-","-","BJJQJLOZWBZEGA-UHFFFAOYSA"
"COC1=CC=C(CCC(O)=O)C=C1","-","R936177","M25967","-","-","b-(p-methoxyphenyl)-propionic acid","-","Koerner","charochkina","A5793","-","-","-","4.7","Log unit","4.7","Log unit","25.0","?C","OC(=O)CCc1ccc(cc1)OC","{co2h=8, aliphatic_carboxylic_acid=8}","","","","","","","-","","","-","-","FIUFLISGGHNPSM-UHFFFAOYSA"
"COC1=CC=CC=C1C=CC(O)=O","-","R936178","M24342","-","-","o-methoxy-cinnamic acid","-","Koerner","charochkina","A5793","-","-","-","4.46","Log unit","4.46","Log unit","25.0","?C","OC(=O)C=Cc1ccccc1OC","{co2h=8, aliphatic_carboxylic_acid=8}","","","","","","","-","","","-","-","FEGVSPGUHMGGBO-UHFFFAOYSA"
"COC1=CC(C=CC(O)=O)=CC=C1","-","R936179","M34216","-","-","m-methoxy-cinnamic acid","-","Koerner","charochkina","A5793","-","-","-","4.37","Log unit","4.37","Log unit","25.0","?C","OC(=O)C=Cc1cccc(c1)OC","{co2h=12, aliphatic_carboxylic_acid=12}","","","","","","","-","","","-","-","LZPNXAULYJPXEH-UHFFFAOYSA"
"COC1=CC=C(C=CC(O)=O)C=C1","-","R936180","M112","-","-","p-methoxy-cinnamic acid","-","Koerner","charochkina","A5793","-","-","-","4.54","Log unit","4.54","Log unit","25.0","?C","OC(=O)C=Cc1ccc(cc1)OC","{co2h=8, aliphatic_carboxylic_acid=8}","","","","","","","-","","","-","-","AFDXODALSZRGIH-UHFFFAOYSA"
"OC(=O)CCSCC1=CC=CC=C1","-","R936181","M110035","-","-","beta-(benzylthio)propionic acid","-","Koerner","charochkina","A5793","-","-","-","4.46","Log unit","4.46","Log unit","25.0","?C","OC(=O)CCSCc1ccccc1","{co2h=5, aliphatic_carboxylic_acid=5}","","","","","","","-","","","-","-","NDBNSZKHDMXOJE-UHFFFAOYSA"
"OC(=O)CSCCC1=CC=CC=C1","-","R936182","M124389","-","-","PHENETHYLTHIOACETIC ACID","-","Koerner","charochkina","A5793","-","-","-","3.79","Log unit","3.79","Log unit","25.0","?C","OC(=O)CSCCc1ccccc1","{co2h=4, aliphatic_carboxylic_acid=4}","","","","","","","-","","","-","-","KLWBFPUIFBSIJV-UHFFFAOYSA"
"OC(C(O)=O)C1=CC(F)=CC=C1","-","R936183","M1016072","-","-","meta-fluoro-mandelic acid","-","Koerner","charochkina","A5793","-","-","-","4.24","Log unit","4.24","Log unit","25.0","?C","OC(=O)C(c1cc(F)ccc1)O","{co2h=11, aliphatic_carboxylic_acid=11}","","","","","","","-","","","-","-","HNUJOYMRHWMPOM-UHFFFAOYSA"
"OC(C(O)=O)C1=CC(Cl)=CC=C1","-","R936184","M116488","-","-","m-chloro-mandelic acid","-","Koerner","charochkina","A5793","-","-","-","3.24","Log unit","3.24","Log unit","25.0","?C","OC(=O)C(c1cc(Cl)ccc1)O","{co2h=11, aliphatic_carboxylic_acid=11}","","","","","","","-","","","-","-","SAMVPMGKGGLIPF-UHFFFAOYSA"
"OC(C(O)=O)C1=CC(Br)=CC=C1","-","R936185","M1050330","-","-","m-bromo-mandelic acid","-","Koerner","charochkina","A5793","-","-","-","3.23","Log unit","3.23","Log unit","25.0","?C","OC(=O)C(c1cc(Br)ccc1)O","{co2h=11, aliphatic_carboxylic_acid=11}","","","","","","","-","","","-","-","CBEMVOYIUQADIA-UHFFFAOYSA"
"OC(C(O)=O)C1=CC(I)=CC=C1","-","R936186","M1050331","-","-","m-iodo-mandelic acid","-","Koerner","charochkina","A5793","-","-","-","3.26","Log unit","3.26","Log unit","25.0","?C","OC(=O)C(c1cc(I)ccc1)O","{co2h=11, aliphatic_carboxylic_acid=11}","","","","","","","-","","","-","-","PWFDYHFRJKSBQO-UHFFFAOYSA"
"[NH3+]C(CC1=CC=CC=C1F)C(O)=O","-","R936187","M123150","-","-","o-Fluorophenylalanine","-","Koerner","charochkina","A5793","-","-","-","2.12","Log unit","2.12","Log unit","25.0","?C","OC(=O)C(Cc1c(F)cccc1)[NH3+]","{co2h=12, aliphatic_carboxylic_acid=12}","","","","","","","-","","","-","-","NYCRCTMDYITATC-UHFFFAOYSA"
"NC(CC1=CC=CC=C1F)C([O-])=O","-","R936188","M123150","-","-","o-Fluorophenylalanine","-","Koerner","charochkina","A5793","-","-","-","9.01","Log unit","9.01","Log unit","25.0","?C","NC(Cc1c(F)cccc1)C(=O)[O-]","{nr2=9}","","","","","","","-","","","-","-","NYCRCTMDYITATC-UHFFFAOYSA"
"[NH3+]C(CC1=CC(F)=CC=C1)C(O)=O","-","R936189","M20516","-","-","m-Fluorophenylalanine","-","Koerner","charochkina","A5793","-","-","-","2.1","Log unit","2.1","Log unit","25.0","?C","OC(=O)C(Cc1cc(F)ccc1)[NH3+]","{co2h=12, aliphatic_carboxylic_acid=12}","","","","","","","-","","","-","-","VWHRYODZTDMVSS-UHFFFAOYSA"
"NC(CC1=CC(F)=CC=C1)C([O-])=O","-","R936190","M20516","-","-","m-Fluorophenylalanine","-","Koerner","charochkina","A5793","-","-","-","8.98","Log unit","8.98","Log unit","25.0","?C","NC(Cc1cc(F)ccc1)C(=O)[O-]","{nr2=9}","","","","","","","-","","","-","-","VWHRYODZTDMVSS-UHFFFAOYSA"
"[NH3+]C(CC1=CC=C(F)C=C1)C(O)=O","-","R936191","M17008","-","-","p=fluorophenylalanine","-","Koerner","charochkina","A5793","-","-","-","2.13","Log unit","2.13","Log unit","25.0","?C","OC(=O)C(Cc1ccc(F)cc1)[NH3+]","{co2h=10, aliphatic_carboxylic_acid=10}","","","","","","","-","","","-","-","XWHHYOYVRVGJJY-UHFFFAOYSA"
"NC(CC1=CC=C(F)C=C1)C([O-])=O","-","R936192","M17008","-","-","p-Fluorophenylalanine","-","Koerner","charochkina","A5793","-","-","-","9.05","Log unit","9.05","Log unit","25.0","?C","NC(Cc1ccc(F)cc1)C(=O)[O-]","{nr2=7}","","","","","","","-","","","-","-","XWHHYOYVRVGJJY-UHFFFAOYSA"
"[NH3+]C(CC1=CC=CC=C1Cl)C(O)=O","-","R936193","M114993","-","-","O-Chlorophenylalanine","-","Koerner","charochkina","A5793","-","-","-","2.23","Log unit","2.23","Log unit","25.0","?C","OC(=O)C(Cc1c(Cl)cccc1)[NH3+]","{co2h=12, aliphatic_carboxylic_acid=12}","","","","","","","-","","","-","-","CVZZNRXMDCOHBG-UHFFFAOYSA"
"NC(CC1=CC=CC=C1Cl)C([O-])=O","-","R936194","M114993","-","-","O-Chlorophenylalanine","-","Koerner","charochkina","A5793","-","-","-","8.94","Log unit","8.94","Log unit","25.0","?C","NC(Cc1c(Cl)cccc1)C(=O)[O-]","{nr2=9}","","","","","","","-","","","-","-","CVZZNRXMDCOHBG-UHFFFAOYSA"
"[NH3+]C(CC1=CC(Cl)=CC=C1)C(O)=O","-","R936195","M70473","-","-","m-chlorophenylalanine","-","Koerner","charochkina","A5793","-","-","-","2.17","Log unit","2.17","Log unit","25.0","?C","OC(=O)C(Cc1cc(Cl)ccc1)[NH3+]","{co2h=12, aliphatic_carboxylic_acid=12}","","","","","","","-","","","-","-","JJDJLFDGCUYZMN-UHFFFAOYSA"
"NC(CC1=CC(Cl)=CC=C1)C([O-])=O","-","R936196","M70473","-","-","m-chlorophenylalanine","-","Koerner","charochkina","A5793","-","-","-","8.91","Log unit","8.91","Log unit","25.0","?C","NC(Cc1cc(Cl)ccc1)C(=O)[O-]","{nr2=9}","","","","","","","-","","","-","-","JJDJLFDGCUYZMN-UHFFFAOYSA"
"[NH3+]C(CC1=CC=C(Cl)C=C1)C(O)=O","-","R936197","M26078","-","-","P-CHLOROPHENYLALANINE","-","Koerner","charochkina","A5793","-","-","-","2.08","Log unit","2.08","Log unit","25.0","?C","OC(=O)C(Cc1ccc(Cl)cc1)[NH3+]","{co2h=10, aliphatic_carboxylic_acid=10}","","","","","","","-","","","-","-","NIGWMJHCCYYCSF-UHFFFAOYSA"
"NC(CC1=CC=C(Cl)C=C1)C([O-])=O","-","R936198","M26078","-","-","P-CHLOROPHENYLALANINE","-","Koerner","charochkina","A5793","-","-","-","8.96","Log unit","8.96","Log unit","25.0","?C","NC(Cc1ccc(Cl)cc1)C(=O)[O-]","{nr2=7}","","","","","","","-","","","-","-","NIGWMJHCCYYCSF-UHFFFAOYSA"
"[NH3+]C(CC1=CC=C(O)C=C1)C([O-])=O","-","R936199","M8282","-","-","tyrosin","-","Koerner","charochkina","A5793","-","-","-","10.1","Log unit","10.1","Log unit","25.0","?C","Oc1ccc(CC([NH3+])C(=O)[O-])cc1","{oh=10}","","","","","","","-","","","-","-","OUYCCCASQSFEME-UHFFFAOYSA"
"NC(CC1=CC=C([O-])C=C1)C([O-])=O","-","R936200","M8282","-","-","tyrosin","-","Koerner","charochkina","A5793","-","-","-","10.1","Log unit","10.1","Log unit","25.0","?C","NC(Cc1ccc([O-])cc1)C(=O)[O-]","{nr2=3}","","","","","","","-","","","-","-","OUYCCCASQSFEME-UHFFFAOYSA"
"[NH3+]C(CC1=CC=C(O)C(O)=C1)C(O)=O","-","R936201","M12590","-","-","3,4-Dihydroxyphenylalanine","-","Koerner","charochkina","A5793","-","-","-","2.32","Log unit","2.32","Log unit","25.0","?C","OC(=O)C(Cc1ccc(O)c(O)c1)[NH3+]","{co2h=10, aliphatic_carboxylic_acid=10}","","","","","","","-","","","-","-","WTDRDQBEARUVNC-UHFFFAOYSA"
"NC(CC1=CC=C([O-])C(O)=C1)C([O-])=O","-","R936202","M12590","-","-","3,4-Dihydroxyphenylalanine","-","Koerner","charochkina","A5793","-","-","-","9.9","Log unit","9.9","Log unit","25.0","?C","NC(Cc1ccc([O-])c(O)c1)C(=O)[O-]","{nr2=7}","","","","","","","-","","","-","-","WTDRDQBEARUVNC-UHFFFAOYSA"
"[NH3+]C(CC1=CC(I)=C(O)C(I)=C1)C(O)=O","-","R936203","M7691","-","-","Diiodotyrosine","-","Koerner","charochkina","A5793","-","-","-","2.115","Log unit","2.115","Log unit","25.0","?C","OC(=O)C(Cc1cc(I)c(O)c(c1)I)[NH3+]","{co2h=10, aliphatic_carboxylic_acid=10}","","","","","","","-","","","-","-","NYPYHUZRZVSYKL-UHFFFAOYSA"
"[NH3+]C(CC1=CC(I)=C(O)C(I)=C1)C([O-])=O","-","R936204","M7691","-","-","Diiodotyrosine","-","Koerner","charochkina","A5793","-","-","-","6.5","Log unit","6.5","Log unit","25.0","?C","Oc1c(I)cc(cc1I)CC([NH3+])C(=O)[O-]","{oh=12}","","","","","","","-","","","-","-","NYPYHUZRZVSYKL-UHFFFAOYSA"
"OC(=O)CCC(=O)C1=CC=CC2=CC=CC=C12","-","R936205","M29573","-","-","beta-(1-naphthoyl)-propionic acid","-","Koerner","charochkina","A5793","-","-","-","4.48","Log unit","4.48","Log unit","25.0","?C","OC(=O)CCC(=O)c1c2ccccc2ccc1","{co2h=12, aliphatic_carboxylic_acid=12}","","","","","","","-","","","-","-","YNEXYDHOGAIPHO-UHFFFAOYSA"
"OC(=O)CCC(=O)C1=CC2=CC=CC=C2C=C1","-","R936206","M25424","-","-","beta-(2-naphthoyl)-propionic acid","-","Koerner","charochkina","A5793","-","-","-","4.96","Log unit","4.96","Log unit","25.0","?C","OC(=O)CCC(=O)c1cc2ccccc2cc1","{co2h=12, aliphatic_carboxylic_acid=12}","","","","","","","-","","","-","-","GZKLCZIMSAHQDR-UHFFFAOYSA"
"COC(=O)C(CC(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1","-","R936207","M1050332","-","-","alpha,alpha-diphenyl-succinic acid-alpha-methylhalfester","-","Koerner","charochkina","A5793","-","-","-","4.47","Log unit","4.47","Log unit","25.0","?C","OC(=O)CC(c1ccccc1)(c1ccccc1)C(=O)OC","{co2h=18, aliphatic_carboxylic_acid=18}","","","","","","","-","","","-","-","DGKSDFBCOYMMEY-UHFFFAOYSA"
"COC(=O)CC(C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1","-","R936208","M1050333","-","-","alpha,alpha-diphenyl-succinic acid-beta-methylhalfester","-","Koerner","charochkina","A5793","-","-","-","3.9","Log unit","3.9","Log unit","25.0","?C","OC(=O)C(c1ccccc1)(c1ccccc1)CC(=O)OC","{co2h=13, aliphatic_carboxylic_acid=13}","","","","","","","-","","","-","-","DACKOFOHRZBHJW-UHFFFAOYSA"
"COC(=O)C(CCC(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1","-","R936209","M1050334","-","-","alpha,alpha-diphenyl-glutaric acid-alpha-methylhalfester","-","Koerner","charochkina","A5793","-","-","-","4.66","Log unit","4.66","Log unit","25.0","?C","OC(=O)CCC(c1ccccc1)(c1ccccc1)C(=O)OC","{co2h=19, aliphatic_carboxylic_acid=19}","","","","","","","-","","","-","-","UVIIELAHKIAWNJ-UHFFFAOYSA"
