href,name,weight,smiles,pKa,pKa source,pKa notes
https://www.drugbank.ca/drugs/DB00988,Dopamine,153.1784,NCCC1=CC(O)=C(O)C=C1,8.93,"PERRIN,DD (1965)",8.93
https://www.drugbank.ca/drugs/DB01268,Sunitinib,398.4738,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,8.95,FDA label ,8.95
https://www.drugbank.ca/drugs/DB01142,Doxepin,279.3761,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,8.96,Embil K. and Torosian G. 1982. J Pharm Sci. ,8.96
https://www.drugbank.ca/drugs/DB00388,Phenylephrine,167.205,CNC[C@H](O)C1=CC(O)=CC=C1,8.97,SANGSTER (1994),8.97
https://www.drugbank.ca/drugs/DB01075,Diphenhydramine,255.3547,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,8.98,SANGSTER (1994),8.98
https://www.drugbank.ca/drugs/DB00813,Fentanyl,336.4705,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,8.99,https://www.ncbi.nlm.nih.gov/pubmed/2569731,8.99
https://www.drugbank.ca/drugs/DB01246,Alimemazine,298.446,CC(CN(C)C)CN1C2=CC=CC=C2SC2=CC=CC=C12,9.05,SANGSTER (1994),9.05
https://www.drugbank.ca/drugs/DB01069,Promethazine,284.419,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,9.1,SANGSTER (1994),9.1
https://www.drugbank.ca/drugs/DB00391,Sulpiride,341.426,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,9.12,"EL TAYAR,N ET AL. (1985)",9.12
https://www.drugbank.ca/drugs/DB01114,Chlorpheniramine,274.788,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,9.13,"PERRIN,DD (1965)",9.13 (at 25 °C)
https://www.drugbank.ca/drugs/DB01104,Sertraline,306.23,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,9.16,https://www.ncbi.nlm.nih.gov/pubmed/16848750,9.16
https://www.drugbank.ca/drugs/DB01403,Methotrimeprazine,328.472,COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1,9.19,SANGSTER (1994),9.19
https://www.drugbank.ca/drugs/DB00402,Eszopiclone,388.808,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,9.2,"<span class=""not-available"">Not Available</span>",9.2
https://www.drugbank.ca/drugs/DB01437,Glutethimide,217.2637,CCC1(CCC(=O)NC1=O)C1=CC=CC=C1,9.2,SANGSTER (1994),9.2
https://www.drugbank.ca/drugs/DB00333,Methadone,309.4452,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,9.2,A497,9.2
https://www.drugbank.ca/drugs/DB00379,Mexiletine,179.2588,CC(N)COC1=C(C)C=CC=C1C,9.2,"<span class=""not-available"">Not Available</span>",9.2
https://www.drugbank.ca/drugs/DB00373,Timolol,316.42,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,9.2,http://secure.healthlinks.net.au/content/apo/index_pi_apo.cfm?product=txpdorti,9.2
https://www.drugbank.ca/drugs/DB02546,Vorinostat,264.3202,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,9.2,"<span class=""not-available"">Not Available</span>",9.2
https://www.drugbank.ca/drugs/DB00960,Pindolol,248.3208,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,9.25,SANGSTER (1994),9.25
https://www.drugbank.ca/drugs/DB01233,Metoclopramide,299.796,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,9.27,https://pubchem.ncbi.nlm.nih.gov/compound/Metoclopramide,9.27
https://www.drugbank.ca/drugs/DB00477,Chlorpromazine,318.864,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,9.3,"HANSCH,C &amp; LEO,AJ (1985)",9.3 (at 25 °C)
https://www.drugbank.ca/drugs/DB01195,Flecainide,414.3427,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1,9.3,FDA Label,9.3
https://www.drugbank.ca/drugs/DB00598,Labetalol,328.4055,CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,9.3,https://pubchem.ncbi.nlm.nih.gov/compound/Labetalol#section=Caco2-Permeability,9.3
https://www.drugbank.ca/drugs/DB09209,Pholcodine,398.4953,[H][C@@]12OC3=C(OCCN4CCOCC4)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,9.3,"Moffat, 1986",9.3
https://www.drugbank.ca/drugs/DB08905,Formestane,302.4079,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C,9.31,MSDS,9.31
https://www.drugbank.ca/drugs/DB01035,Procainamide,235.3253,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,9.32,SANGSTER (1994),9.32
https://www.drugbank.ca/drugs/DB00420,Promazine,284.419,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,9.36,SANGSTER (1994),9.36
https://www.drugbank.ca/drugs/DB06288,Amisulpride,369.479,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,9.37,"<span class=""not-available"">Not Available</span>",9.37
https://www.drugbank.ca/drugs/DB00321,Amitriptyline,277.4033,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,9.4,https://www.chemicalbook.com/ChemicalProductProperty_US_CB1159271.aspx,9.4
https://www.drugbank.ca/drugs/DB00195,Betaxolol,307.4278,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,9.4,"<span class=""not-available"">Not Available</span>",9.4
https://www.drugbank.ca/drugs/DB00458,Imipramine,280.4073,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,9.4,SANGSTER (1994),9.4
https://www.drugbank.ca/drugs/DB00193,Tramadol,263.3752,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,9.41,'FDA label',9.41
https://www.drugbank.ca/drugs/DB00571,Propranolol,259.3434,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,9.42,SANGSTER (1994),9.42
https://www.drugbank.ca/drugs/DB00572,Atropine,289.3694,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,9.43,SANGSTER (1994),9.43
https://www.drugbank.ca/drugs/DB04948,Lofexidine,259.132,CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1,9.43,FDA Advisory Committee Briefing Document.,9.43
https://www.drugbank.ca/drugs/DB00397,Phenylpropanolamine,151.209,[H][C@@](C)(N)[C@]([H])(O)C1=CC=CC=C1,9.44,"PERRIN,DD (1965)",9.44 (at 20 °C)
https://www.drugbank.ca/drugs/DB00612,Bisoprolol,325.443,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,9.5,https://www.sandoz.ca/sites/www.sandoz.ca/files/Bisoprolol_TAB_Monograph.pdf,9.5
https://www.drugbank.ca/drugs/DB01175,Escitalopram,324.3919,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,9.5,DPD Label,9.5
https://www.drugbank.ca/drugs/DB06608,Tafenoquine,463.501,COC1=CC(C)=C2C(OC3=CC=CC(=C3)C(F)(F)F)=C(OC)C=C(NC(C)CCCN)C2=N1,9.5,Marella A. et al. (2013). Saudi Pharm J. Jan; 21 (1): 1-12,9.5
https://www.drugbank.ca/drugs/DB00679,Thioridazine,370.575,CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1,9.5,"EL TAYAR,N ET AL. (1985)",9.5
https://www.drugbank.ca/drugs/DB06151,Acetylcysteine,163.195,CC(=O)N[C@@H](CS)C(O)=O,9.52,SERJEANT &amp; DEMPSEY (1979),9.52 (at 25 °C)
https://www.drugbank.ca/drugs/DB00854,Levorphanol,257.3706,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2,9.58,SANGSTER (1994),9.58
https://www.drugbank.ca/drugs/DB00335,Atenolol,266.3361,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,9.6,MERCK INDEX (2001),9.6
https://www.drugbank.ca/drugs/DB00315,Zolmitriptan,287.3568,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12,9.64,https://www.astrazeneca.ca/content/dam/az-ca/downloads/productinformation/zomig-product-monograph-en.pdf,9.64
https://www.drugbank.ca/drugs/DB01611,Hydroxychloroquine,335.872,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,9.67,https://watermark.silverchair.com/dkg319.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAjkwggI1BgkqhkiG9w0BBwagggImMIICIgIBADCCAhsGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMINydGQAq9Ykq8ITSAgEQgIIB7KN6oy2fz4KHncExNPnuAQKYKCeJ2g-83oHmwqGXYloWqkUp7V_gNgs5P23NTTIZEIF_Tkfp9eBMlYlDl9YykaAzqA5UdihXdzBCxmyGaNX6adn_ov0d4hq2omPSpPVCW2dnKAaalROUpR1cm7FYyTXdiDdOn2LWFKDKmA7uuEFJ1ma7-5iCQKV86x7H1W4HOu7WEBQ_dgJPGZVH64g4KrC5SEw-ekFVVL4w40J_LDqVn5mR8sS57huG_Y7d4CWhtyc6Ko27hCp_nBEeaAo95nB4odR0zFGSEASSQZXGMaO2D8zHqk1wCTDVrTLJuyzjEFMel6T-k3yZQwIVdoNxcEY1bh8VwnEz0ugIrqAkimv5xjB9m8en6H1VhrEIhOVmW2GNJGF3No03F01vn3ePhKCXzgu7v3591flqV46i7r2ZnUYNDmE39IbXww4fqX_551wAPap6lMJ0fMsD_z2l3OzHUVis9cMUJm-nC3LtunwGotVRT4Xf8s7Y-La-5NGHI9KoQPfonM-jJcQ5C9sJFkQHasuB2_a3Inu_DFo-KMOAevqW4txzmR-QnwwV13kIHkcEP03vP0ByDKcsQM2mf2py_K2JxTENhiK0B2xc30W2W4fC1HbkrT-Jd9YStj2-A83nNX0_GMFSn4DT3A,9.67
https://www.drugbank.ca/drugs/DB01203,Nadolol,309.4006,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2,9.67,MERCK INDEX (2001),9.67
https://www.drugbank.ca/drugs/DB00535,Cefdinir,395.414,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,9.7,https://www.chemicalbook.com/ChemicalProductProperty_US_CB7483101.aspx,9.7
https://www.drugbank.ca/drugs/DB00264,Metoprolol,267.3639,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,9.7,Long W. Agilent Technologies. Separation of Beta Blockers at Low and High pH Using Agilent Poroshell HPH C18,9.7
https://www.drugbank.ca/drugs/DB00540,Nortriptyline,263.3767,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,9.7,https://www.chemicalbook.com/ChemicalProductProperty_US_CB1317147.aspx,9.7
https://www.drugbank.ca/drugs/DB04824,Phenolphthalein,318.3228,OC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(O)C=C1,9.7,MERCK INDEX (1996),9.7 (at 25 °C)
https://www.drugbank.ca/drugs/DB00592,Piperazine,86.1356,C1CNCCN1,9.73,"PERRIN,DD (1972)",9.73
https://www.drugbank.ca/drugs/DB00215,Citalopram,324.3919,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,9.78,http://www.t3db.ca/toxins/T3D2715,9.78
https://www.drugbank.ca/drugs/DB00191,Phentermine,149.2328,CC(C)(N)CC1=CC=CC=C1,9.84,Suprenza - package insert. (2014),9.84
https://www.drugbank.ca/drugs/DB01577,Metamfetamine,149.2328,CN[C@@H](C)CC1=CC=CC=C1,9.87,"PERRIN,DD (1965)",9.87 (at 25 °C)
https://www.drugbank.ca/drugs/DB00182,Amphetamine,135.2062,CC(N)CC1=CC=CC=C1,9.9,ADDERALL XR (amphetamine) FDA label,9.9
https://www.drugbank.ca/drugs/DB00715,Paroxetine,329.3654,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1,9.9,https://ca.gsk.com/media/530543/paxil_pm-2014-11-13.pdf,9.9
https://www.drugbank.ca/drugs/DB00574,Fenfluramine,231.2573,CCNC(C)CC1=CC=CC(=C1)C(F)(F)F,9.92,L14632,9.92
https://www.drugbank.ca/drugs/DB00382,Tacrine,198.2637,NC1=C2CCCCC2=NC2=CC=CC=C12,9.95,"PERRIN,DD (1972)",9.95 (at 20 °C)
https://www.drugbank.ca/drugs/DB13421,Edoxudine,256.258,CCC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O,9.98,'MSDS',9.98
https://www.drugbank.ca/drugs/DB03255,Phenol,94.1112,OC1=CC=CC=C1,9.99,"SERJEANT,EP &amp; DEMPSEY,B (1979)",9.99 (at 25 °C)
https://www.drugbank.ca/drugs/DB00245,Benzatropine,307.4293,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,10,Troy D. and Beringer P. 2006. Remington: The Science and Practice of Pharmacy.,10
https://www.drugbank.ca/drugs/DB00336,Nitrofural,198.1362,NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O,10,SANGSTER (1994),10
https://www.drugbank.ca/drugs/DB06698,Betahistine,136.1943,CNCCC1=CC=CC=N1,10.1,"PERRIN,DD (1965)",10.1 (at 10 °C)
https://www.drugbank.ca/drugs/DB00608,Chloroquine,319.872,CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,10.1,SANGSTER (1994),10.1
https://www.drugbank.ca/drugs/DB00289,Atomoxetine,255.3547,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,10.13,Atomoxetine. Eli Lilly product monograph.,10.13
https://www.drugbank.ca/drugs/DB00268,Ropinirole,260.3746,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,10.17,http://www.t3db.ca/toxins/T3D2731,10.17
https://www.drugbank.ca/drugs/DB00437,Allopurinol,136.1115,OC1=NC=NC2=C1C=NN2,10.2,https://www.chemicalbook.com/ChemicalProductProperty_US_CB1181254.aspx,10.2 (at 25℃)
https://www.drugbank.ca/drugs/DB00140,Riboflavin,376.3639,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1,10.2,"BUDAVARI,S ET AL. (1996)",10.2
https://www.drugbank.ca/drugs/DB00909,Zonisamide,212.226,NS(=O)(=O)CC1=NOC2=CC=CC=C12,10.2,"<span class=""not-available"">Not Available</span>",10.2
https://www.drugbank.ca/drugs/DB01043,Memantine,179.3018,CC12CC3CC(C)(C1)CC(N)(C3)C2,10.27,https://www.lundbeck.com/upload/ca/en/files/pdf/pm/Ebixa.pdf,10.27
https://www.drugbank.ca/drugs/DB01364,Ephedrine,165.2322,CN[C@@H](C)[C@H](O)C1=CC=CC=C1,10.3,"PERRIN,DD (1965)",10.3 (at 0 °C)
https://www.drugbank.ca/drugs/DB00852,Pseudoephedrine,165.2322,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,10.3,"PERRIN,DD (1965)",10.3 (at 0 °C)
https://www.drugbank.ca/drugs/DB01001,Salbutamol,239.3107,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,10.3,"<span class=""not-available"">Not Available</span>",10.3
https://www.drugbank.ca/drugs/DB00797,Tolazoline,160.2157,C(C1=NCCN1)C1=CC=CC=C1,10.3,SANGSTER (1994),10.3
https://www.drugbank.ca/drugs/DB01151,Desipramine,266.3807,CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12,10.4,SANGSTER (1994),10.4
https://www.drugbank.ca/drugs/DB00294,Etonogestrel,324.4565,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],10.4,Toral M. et al. J. Chil. Chem. 2013,10.4
https://www.drugbank.ca/drugs/DB01247,Isocarboxazid,231.2505,CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1,10.4,SANGSTER (1994),10.4
https://www.drugbank.ca/drugs/DB00783,Estradiol,272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,10.46,"Profiles of Drug Substances, Excipients and Related Methodology Volume 33",10.46±0.03
https://www.drugbank.ca/drugs/DB01255,Lisdexamfetamine,263.3785,C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN,10.5,https://www.tga.gov.au/sites/.../auspar-lisdexamfetamine-dimesilate-131023-pi.docx,10.5
https://www.drugbank.ca/drugs/DB00334,Olanzapine,312.432,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,10.57,Mylan-Olanzapine product monograph,10.57
https://www.drugbank.ca/drugs/DB00470,Dronabinol,314.4617,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1,10.6,PHYSICIAN'S DESK REFERENCE (1998),10.6
https://www.drugbank.ca/drugs/DB01171,Moclobemide,268.739,ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1,10.6,[L1357],10.6 (ethanol-air)
https://www.drugbank.ca/drugs/DB00259,Sulfanilamide,172.205,NC1=CC=C(C=C1)S(N)(=O)=O,10.6,"SERJEANT,EP &amp; DEMPSEY,B (1979)",10.6 (at 20 °C)
https://www.drugbank.ca/drugs/DB02513,Thymol,150.2176,CC(C)C1=CC=C(C)C=C1O,10.6,"SERJEANT,EP &amp; DEMPSEY,B (1979)",10.6 (at 20 °C)
https://www.drugbank.ca/drugs/DB04953,Ezogabine,303.3314,CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1,10.8,"<span class=""not-available"">Not Available</span>",10.8
https://www.drugbank.ca/drugs/DB00305,Mitomycin,334.3272,[H][C@]12CN3C4=C([C@@H](COC(N)=O)[C@@]3(OC)[C@@]1([H])N2)C(=O)C(N)=C(C)C4=O,10.9,"HANSCH,C ET AL. (1995)",10.9
https://www.drugbank.ca/drugs/DB06637,Dalfampridine,94.1145,NC1=CC=NC=C1,11,MSDS,11
https://www.drugbank.ca/drugs/DB00482,Celecoxib,381.372,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,11.1,https://www.pfizermedicalinformation.com/en-us/celebrex/description,11.1
https://www.drugbank.ca/drugs/DB00818,Propofol,178.2707,CC(C)C1=CC=CC(C(C)C)=C1O,11.1,"SERJEANT,EP &amp; DEMPSEY,B (1979)",11.1 (at 20 °C)
https://www.drugbank.ca/drugs/DB00424,Hyoscyamine,289.3694,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,11.7,MERCK INDEX (1996),11.7
https://www.drugbank.ca/drugs/DB12941,Darolutamide,398.85,C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)C(C)O,11.75,https://s3-us-west-2.amazonaws.com/drugbank/fda_labels/DB12941.pdf?1577134173,11.75
https://www.drugbank.ca/drugs/DB01128,Bicalutamide,430.373,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,12,"<span class=""not-available"">Not Available</span>",12
https://www.drugbank.ca/drugs/DB01394,Colchicine,399.437,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1C(CC2)NC(C)=O,12.36,https://www.chemicalbook.com/ChemicalProductProperty_US_CB6391144.aspx,12.36
https://www.drugbank.ca/drugs/DB00331,Metformin,129.1636,CN(C)C(=N)NC(N)=N,12.4,FDA label,12.4
https://www.drugbank.ca/drugs/DB00536,Guanidine,59.0705,NC(N)=N,12.5,"<span class=""not-available"">Not Available</span>",12.5
https://www.drugbank.ca/drugs/DB05676,Apremilast,460.5,CCOC1=CC(=CC=C1OC)[C@@H](CS(C)(=O)=O)N1C(=O)C2=CC=CC(NC(C)=O)=C2C1=O,12.58,https://pubchem.ncbi.nlm.nih.gov/compound/Apremilast#section=Solubility,12.58
https://www.drugbank.ca/drugs/DB02772,Sucrose,342.2965,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,12.6,MERCK INDEX (1996),12.6
https://www.drugbank.ca/drugs/DB00186,Lorazepam,321.158,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,13,MERCK INDEX (1996); pK1,13
https://www.drugbank.ca/drugs/DB00304,Desogestrel,310.473,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],13.04,ChemicalBook,13.04
https://www.drugbank.ca/drugs/DB03843,Formaldehyde,30.026,[H]C([H])=O,13.3,"SERJEANT,EP &amp; DEMPSEY,B (1979)",13.3 (at 25 °C)
https://www.drugbank.ca/drugs/DB08907,Canagliflozin,444.516,[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(C)C(CC2=CC=C(S2)C2=CC=C(F)C=C2)=C1,13.34,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2103841/,13.34
https://www.drugbank.ca/drugs/DB00227,Lovastatin,404.5396,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,13.49,Chuong M. et al. (2013). International Journal of Applied Pharmaceutics.,13.49
https://www.drugbank.ca/drugs/DB00742,Mannitol,182.1718,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,13.5,"BUDAVARI,S ET AL. (1996)",13.5 (at 25 °C)
https://www.drugbank.ca/drugs/DB01638,Sorbitol,182.1718,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,13.6,"BENSON,FR (1978)",13.6
https://www.drugbank.ca/drugs/DB00776,Oxcarbazepine,252.268,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2,13.73,Canadian label,13.73
https://www.drugbank.ca/drugs/DB00591,Fluocinolone acetonide,452.4882,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,13.9,Graham P. (2013). An Introduction to Medicinal Chemistry. Fifth ed. Oxford.,13.9
https://www.drugbank.ca/drugs/DB00201,Caffeine,194.1906,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,14,https://www.sigmaaldrich.com/content/dam/sigma-aldrich/docs/Sigma-Aldrich/Product_Information_Sheet/c0750pis.pdf,14
https://www.drugbank.ca/drugs/DB06770,Benzyl alcohol,108.1378,OCC1=CC=CC=C1,15.4,# http://sitem.herts.ac.uk/aeru/footprint/en/Reports/953.htm.,15.4
https://www.drugbank.ca/drugs/DB00898,Ethanol,46.0684,CCO,15.9,"RIDDICK,JA ET AL. (1986)",15.9 (at 25 °C)
